word,ortho,phono,freq,len,pron,phlen,gpmatch,cons,cons-min,occ,occ-min
abolir,a-bo-lir,a-bo-liR,9.32,6,aboliR,6,a-a.bo-bo.lir-liR,1.0 0.95192 1.0,0.95192,874 104 7,7
abolition,a-bo-li-tion,a-bo-li-sj&,1.49,9,abolisj&,8,a-a.bo-bo.li-li.tion-sj&,1.0 0.95192 1.0 0.97518,0.95192,874 104 336 282,104
abominable,a-bo-mi-na-ble,a-bo-mi-na-bl°,11.22,10,abominabl°,10,a-a.bo-bo.mi-mi.na-na.ble-bl°,1.0 0.95192 1.0 1.0 0.95161,0.95161,874 104 314 200 186,104
abondance,a-bon-dan-ce,a-b&-d@-s°,9.39,9,ab&d@s°,7,a-a.bon-b&.dan-d@.ce-s°,1.0 1.0 1.0 0.87863,0.87863,874 22 17 379,17
abondant,a-bon-dant,a-b&-d@,7.03,8,ab&d@,5,a-a.bon-b&.dant-d@,1.0 1.0 1.0,1.0,874 22 30,22
abonder,a-bon-der,a-b&-de,4.59,7,ab&de,5,a-a.bon-b&.der-de,1.0 1.0 0.91367,0.91367,874 22 139,22
abonnement,a-bo-nne-ment,a-bo-n°-m@,1.62,10,abon°m@,7,a-a.bo-bo.nne-n°.ment-m@,1.0 0.95192 0.82143 1.0,0.82143,874 104 56 304,56
abonner,a-bo-nner,a-bo-ne,2.09,7,abone,5,a-a.bo-bo.nner-ne,1.0 0.95192 1.0,0.95192,874 104 86,86
abonné,a-bo-nné,a-bo-ne,2.23,6,abone,5,a-a.bo-bo.nné-ne,1.0 0.95192 1.0,0.95192,874 104 27,27
abord,a-bord,a-boR,19.05,5,aboR,4,a-a.bord-boR,1.0 1.0,1.0,874 6,6
abordage,a-bor-da-ge,a-boR-da-Z°,1.49,8,aboRdaZ°,8,a-a.bor-boR.da-da.ge-Z°,1.0 1.0 1.0 0.97749,0.97749,874 19 78 311,19
aborder,a-bor-der,a-boR-de,33.18,7,aboRde,6,a-a.bor-boR.der-de,1.0 1.0 0.91367,0.91367,874 19 139,19
aboutir,a-bou-tir,a-bu-tiR,25.81,7,abutiR,6,a-a.bou-bu.tir-tiR,1.0 1.0 1.0,1.0,874 132 48,48
aboyer,a-bo-yer,a-bwa-je,11.82,6,abwaje,6,a-a.bo-bwa.yer-je,1.0 0.04808 1.0,0.04808,874 104 58,58
abreuver,a-breu-ver,a-bR2-ve,6.22,8,abR2ve,6,a-a.breu-bR2.ver-ve,1.0 1.0 0.32353,0.32353,874 4 170,4
abreuvoir,a-breu-voir,a-bR2-vwaR,3.92,9,abR2vwaR,8,a-a.breu-bR2.voir-vwaR,1.0 1.0 1.0,1.0,874 4 22,4
abri,a-bri,a-bRi,56.76,4,abRi,4,a-a.bri-bRi,1.0 1.0,1.0,874 55,55
abricot,a-bri-cot,a-bRi-ko,2.5,7,abRiko,6,a-a.bri-bRi.cot-ko,1.0 1.0 1.0,1.0,874 55 11,11
abriter,a-bri-ter,a-bRi-te,26.22,7,abRite,6,a-a.bri-bRi.ter-te,1.0 1.0 0.87168,0.87168,874 55 452,55
abrité,a-bri-té,a-bRi-te,1.08,6,abRite,6,a-a.bri-bRi.té-te,1.0 1.0 1.0,1.0,874 55 473,55
abrupt,a-brupt,a-bRypt,7.43,6,abRypt,6,a-a.brupt-bRypt,1.0 1.0,1.0,874 1,1
abruti,a-bru-ti,a-bRy-ti,6.69,6,abRyti,6,a-a.bru-bRy.ti-ti,1.0 0.96296 1.0,0.96296,874 27 454,27
abrutir,a-bru-tir,a-bRy-tiR,6.01,7,abRytiR,7,a-a.bru-bRy.tir-tiR,1.0 0.96296 1.0,0.96296,874 27 48,27
abréger,a-bré-ger,a-bRe-Ze,4.86,7,abReZe,6,a-a.bré-bRe.ger-Ze,1.0 1.0 0.93651,0.93651,874 11 126,11
absence,ab-sen-ce,ab-s@-s°,76.28,7,abs@s°,6,ab-ab.sen-s@.ce-s°,0.96154 0.80769 0.87863,0.80769,26 26 379,26
absent,ab-sent,ab-s@,5.81,6,abs@,4,ab-ab.sent-s@,0.96154 0.5,0.5,26 2,2
absenter,ab-sen-ter,ab-s@-te,6.01,8,abs@te,6,ab-ab.sen-s@.ter-te,0.96154 0.80769 0.87168,0.80769,26 26 452,26
abside,ab-si-de,ab-si-d°,1.62,6,absid°,6,ab-ab.si-si.de-d°,0.96154 0.43085 0.93114,0.43085,26 188 334,26
absinthe,ab-sin-the,ab-s5-t°,2.91,8,abs5t°,6,ab-ab.sin-s5.the-t°,0.96154 0.55556 1.0,0.55556,26 18 7,7
absolu,ab-so-lu,ab-so-ly,7.23,6,absoly,6,ab-ab.so-so.lu-ly,0.96154 0.65414 1.0,0.65414,26 133 113,26
absolument,ab-so-lu-ment,ab-so-ly-m@,63.45,10,absolym@,8,ab-ab.so-so.lu-ly.ment-m@,0.96154 0.65414 1.0 1.0,0.65414,26 133 113 304,26
absolution,ab-so-lu-tion,ab-so-ly-sj&,2.5,10,absolysj&,9,ab-ab.so-so.lu-ly.tion-sj&,0.96154 0.65414 1.0 0.97518,0.65414,26 133 113 282,26
absorbant,ab-sor-bant,ab-soR-b@,1.35,9,absoRb@,7,ab-ab.sor-soR.bant-b@,0.96154 0.75 1.0,0.75,26 20 5,5
absorber,ab-sor-ber,ab-soR-be,28.65,8,absoRbe,7,ab-ab.sor-soR.ber-be,0.96154 0.75 0.48333,0.48333,26 20 60,20
absorbé,ab-sor-bé,ab-soR-be,3.72,7,absoRbe,7,ab-ab.sor-soR.bé-be,0.96154 0.75 1.0,0.75,26 20 64,20
absorption,ab-sor-ption,ab-soR-psj&,2.03,10,absoRpsj&,9,ab-ab.sor-soR.ption-psj&,0.96154 0.75 1.0,0.75,26 20 1,1
absoudre,ab-sou-dre,ab-su-dR°,3.72,8,absudR°,7,ab-ab.sou-su.dre-dR°,0.96154 0.96203 0.91667,0.91667,26 79 96,26
abstenir,ab-ste-nir,ap-st°-niR,8.78,8,apst°niR,8,ab-ap.ste-st°.nir-niR,0.03846 0.57143 1.0,0.03846,26 7 49,7
abstention,ab-sten-tion,ab-st@-sj&,1.28,10,abst@sj&,8,ab-ab.sten-st@.tion-sj&,0.96154 1.0 0.97518,0.96154,26 2 282,2
abstinence,ab-sti-nen-ce,ab-sti-n@-s°,1.62,10,abstin@s°,9,ab-ab.sti-sti.nen-n@.ce-s°,0.96154 1.0 1.0 0.87863,0.87863,26 10 5 379,5
abstraire,abs-trai-re,abs-tRe-R°,3.18,9,abstReR°,8,abs-abs.trai-tRe.re-R°,1.0 1.0 0.95577,0.95577,2 16 927,2
abstrait,abs-trait,abs-tRe,11.35,8,abstRe,6,abs-abs.trait-tRe,1.0 1.0,1.0,2 6,2
absurde,ab-sur-de,ab-syR-d°,4.93,7,absyRd°,7,ab-ab.sur-syR.de-d°,0.96154 0.92 0.93114,0.92,26 50 334,26
absurdité,ab-sur-di-té,ab-syR-di-te,6.28,9,absyRdite,9,ab-ab.sur-syR.di-di.té-te,0.96154 0.92 1.0 1.0,0.92,26 50 292 473,26
abus,a-bus,a-by,8.58,4,aby,3,a-a.bus-by,1.0 0.11111,0.11111,874 18,18
abuser,a-bu-ser,a-by-ze,14.26,6,abyze,5,a-a.bu-by.ser-ze,1.0 1.0 0.67281,0.67281,874 80 217,80
abusif,a-bu-sif,a-by-zif,1.82,6,abyzif,6,a-a.bu-by.sif-zif,1.0 1.0 0.52632,0.52632,874 80 19,19
abêtir,a-bê-tir,a-be-tiR,1.28,6,abetiR,6,a-a.bê-be.tir-tiR,1.0 1.0 1.0,1.0,874 14 48,14
abîme,a-bî-me,a-bi-m°,20.61,5,abim°,5,a-a.bî-bi.me-m°,1.0 1.0 0.89423,0.89423,874 2 312,2
abîmer,a-bî-mer,a-bi-me,21.69,6,abime,5,a-a.bî-bi.mer-me,1.0 1.0 0.75833,0.75833,874 2 120,2
acabit,a-ca-bit,a-ka-bi,1.62,6,akabi,5,a-a.ca-ka.bit-bi,1.0 0.99509 1.0,0.99509,874 407 4,4
acacia,a-ca-cia,a-ka-sja,6.35,6,akasja,6,a-a.ca-ka.cia-sja,1.0 0.99509 1.0,0.99509,874 407 5,5
académie,a-ca-dé-mie,a-ka-de-mi,9.46,8,akademi,7,a-a.ca-ka.dé-de.mie-mi,1.0 0.99509 1.0 0.8125,0.8125,874 407 636 16,16
académique,a-ca-dé-mi-que,a-ka-de-mi-k°,1.15,10,akademik°,9,a-a.ca-ka.dé-de.mi-mi.que-k°,1.0 0.99509 1.0 1.0 0.92717,0.92717,874 407 636 314 357,314
acajou,a-ca-jou,a-ka-Zu,5.95,6,akaZu,5,a-a.ca-ka.jou-Zu,1.0 0.99509 1.0,0.99509,874 407 26,26
acariatre,a-ca-ria-tre,a-ka-Rja-tR°,1.55,9,akaRjatR°,9,a-a.ca-ka.ria-Rja.tre-tR°,1.0 0.99509 0.90909 0.9434,0.90909,874 407 11 159,11
accablant,a-cca-blant,a-ka-bl@,5.41,9,akabl@,6,a-a.cca-ka.blant-bl@,1.0 1.0 1.0,1.0,874 15 4,4
accabler,a-cca-bler,a-ka-ble,21.28,8,akable,6,a-a.cca-ka.bler-ble,1.0 1.0 1.0,1.0,874 15 18,15
accablé,a-cca-blé,a-ka-ble,5.47,7,akable,6,a-a.cca-ka.blé-ble,1.0 1.0 1.0,1.0,874 15 13,13
accalmie,a-ccal-mie,a-kal-mi,3.72,8,akalmi,6,a-a.ccal-kal.mie-mi,1.0 1.0 0.8125,0.8125,874 1 16,1
accaparer,a-cca-pa-rer,a-ka-pa-Re,3.99,9,akapaRe,7,a-a.cca-ka.pa-pa.rer-Re,1.0 1.0 0.97492 0.99415,0.97492,874 15 319 171,15
accent,ac-cent,ak-s@,45.54,6,aks@,4,ac-ak.cent-s@,0.85294 1.0,0.85294,34 10,10
accentuer,ac-cen-tu-er,ak-s@-ty-e,16.15,9,aks@tye,7,ac-ak.cen-s@.tu-ty.er-e,0.85294 1.0 0.99177 0.82946,0.82946,34 45 243 129,34
accentué,ac-cen-tu-é,ak-s@-ty-e,1.55,8,aks@tye,7,ac-ak.cen-s@.tu-ty.é-e,0.85294 1.0 0.99177 0.9983,0.85294,34 45 243 589,34
acceptable,ac-cep-ta-ble,ak-sep-ta-bl°,4.39,10,akseptabl°,10,ac-ak.cep-sep.ta-ta.ble-bl°,0.85294 1.0 0.9908 0.95161,0.85294,34 14 326 186,14
accepter,ac-cep-ter,ak-sep-te,144.66,8,aksepte,7,ac-ak.cep-sep.ter-te,0.85294 1.0 0.87168,0.85294,34 14 452,14
accessible,ac-ce-ssi-ble,ak-se-si-bl°,5.74,10,aksesibl°,9,ac-ak.ce-se.ssi-si.ble-bl°,0.85294 0.11082 1.0 0.95161,0.11082,34 379 48 186,34
accession,ac-ce-ssion,ak-se-sj&,1.22,9,aksesj&,7,ac-ak.ce-se.ssion-sj&,0.85294 0.11082 1.0,0.11082,34 379 31,31
accessoire,ac-ce-ssoi-re,ak-se-swa-R°,7.3,10,akseswaR°,9,ac-ak.ce-se.ssoi-swa.re-R°,0.85294 0.11082 1.0 0.95577,0.11082,34 379 4 927,4
accident,ac-ci-dent,ak-si-d@,44.8,8,aksid@,6,ac-ak.ci-si.dent-d@,0.85294 1.0 1.0,0.85294,34 225 16,16
accidentel,ac-ci-den-tel,ak-si-d@-tel,3.45,10,aksid@tel,9,ac-ak.ci-si.den-d@.tel-tel,0.85294 1.0 0.97368 1.0,0.85294,34 225 38 11,11
accidenté,ac-ci-den-té,ak-si-d@-te,1.42,9,aksid@te,8,ac-ak.ci-si.den-d@.té-te,0.85294 1.0 0.97368 1.0,0.85294,34 225 38 473,34
acclamer,a-ccla-mer,a-kla-me,5.81,8,aklame,6,a-a.ccla-kla.mer-me,1.0 1.0 0.75833,0.75833,874 1 120,1
acclimater,a-ccli-ma-ter,a-kli-ma-te,1.96,10,aklimate,8,a-a.ccli-kli.ma-ma.ter-te,1.0 1.0 1.0 0.87168,0.87168,874 1 347 452,1
accolade,a-cco-la-de,a-ko-la-d°,2.23,8,akolad°,7,a-a.cco-ko.la-la.de-d°,1.0 1.0 0.96154 0.93114,0.93114,874 5 208 334,5
accoler,a-cco-ler,a-ko-le,2.7,7,akole,5,a-a.cco-ko.ler-le,1.0 1.0 0.97396,0.97396,874 5 192,5
accommoder,a-cco-mmo-der,a-ko-mo-de,14.19,10,akomode,7,a-a.cco-ko.mmo-mo.der-de,1.0 1.0 1.0 0.91367,0.91367,874 5 11 139,5
accompagné,a-ccom-pa-gné,a-k&-pa-Ne,1.35,10,ak&paNe,7,a-a.ccom-k&.pa-pa.gné-Ne,1.0 1.0 0.97492 1.0,0.97492,874 4 319 15,4
accompli,a-ccom-pli,a-k&-pli,10.54,8,ak&pli,6,a-a.ccom-k&.pli-pli,1.0 1.0 1.0,1.0,874 4 41,4
accomplir,a-ccom-plir,a-k&-pliR,55.2,9,ak&pliR,7,a-a.ccom-k&.plir-pliR,1.0 1.0 1.0,1.0,874 4 4,4
accord,a-ccord,a-koR,136.15,6,akoR,4,a-a.ccord-koR,1.0 1.0,1.0,874 3,3
accorder,a-ccor-der,a-koR-de,67.84,8,akoRde,6,a-a.ccor-koR.der-de,1.0 1.0 0.91367,0.91367,874 4 139,4
accordé,a-ccor-dé,a-koR-de,1.08,7,akoRde,6,a-a.ccor-koR.dé-de,1.0 1.0 1.0,1.0,874 4 636,4
accordéon,a-ccor-dé-on,a-koR-de-&,5.47,9,akoRde&,7,a-a.ccor-koR.dé-de.on-&,1.0 1.0 1.0 1.0,1.0,874 4 636 25,4
accostage,a-ccos-ta-ge,a-kos-ta-Z°,0.88,9,akostaZ°,8,a-a.ccos-kos.ta-ta.ge-Z°,1.0 1.0 0.9908 0.97749,0.97749,874 2 326 311,2
accoster,a-ccos-ter,a-kos-te,4.19,8,akoste,6,a-a.ccos-kos.ter-te,1.0 1.0 0.87168,0.87168,874 2 452,2
accotement,a-cco-te-ment,a-ko-t°-m@,1.42,10,akot°m@,7,a-a.cco-ko.te-t°.ment-m@,1.0 1.0 0.88848 1.0,0.88848,874 5 538 304,5
accoter,a-cco-ter,a-ko-te,2.43,7,akote,5,a-a.cco-ko.ter-te,1.0 1.0 0.87168,0.87168,874 5 452,5
accoucher,a-ccou-cher,a-ku-Se,7.43,9,akuSe,5,a-a.ccou-ku.cher-Se,1.0 1.0 0.94828,0.94828,874 8 116,8
accouchée,a-ccou-chée,a-ku-Se,1.15,9,akuSe,5,a-a.ccou-ku.chée-Se,1.0 1.0 1.0,1.0,874 8 6,6
accouder,a-ccou-der,a-ku-de,17.7,8,akude,5,a-a.ccou-ku.der-de,1.0 1.0 0.91367,0.91367,874 8 139,8
accoudoir,a-ccou-doir,a-ku-dwaR,5.2,9,akudwaR,7,a-a.ccou-ku.doir-dwaR,1.0 1.0 1.0,1.0,874 8 2,2
accoupler,a-ccou-pler,a-ku-ple,3.24,9,akuple,6,a-a.ccou-ku.pler-ple,1.0 1.0 1.0,1.0,874 8 7,7
accourir,a-ccou-rir,a-ku-RiR,19.05,8,akuRiR,6,a-a.ccou-ku.rir-RiR,1.0 1.0 1.0,1.0,874 8 25,8
accoutumer,a-ccou-tu-mer,a-ku-ty-me,9.12,10,akutyme,7,a-a.ccou-ku.tu-ty.mer-me,1.0 1.0 0.99177 0.75833,0.75833,874 8 243 120,8
accoutumé,a-ccou-tu-mé,a-ku-ty-me,5.0,9,akutyme,7,a-a.ccou-ku.tu-ty.mé-me,1.0 1.0 0.99177 1.0,0.99177,874 8 243 179,8
accroc,a-ccroc,a-kRo,3.11,6,akRo,4,a-a.ccroc-kRo,1.0 1.0,1.0,874 1,1
accrochage,a-ccro-cha-ge,a-kRo-Sa-Z°,1.49,10,akRoSaZ°,8,a-a.ccro-kRo.cha-Sa.ge-Z°,1.0 1.0 0.96703 0.97749,0.96703,874 4 91 311,4
accrocher,a-ccro-cher,a-kRo-Se,99.93,9,akRoSe,6,a-a.ccro-kRo.cher-Se,1.0 1.0 0.94828,0.94828,874 4 116,4
accroché,a-ccro-ché,a-kRo-Se,3.51,8,akRoSe,6,a-a.ccro-kRo.ché-Se,1.0 1.0 0.95833,0.95833,874 4 48,4
accroupi,a-ccrou-pi,a-kRu-pi,8.24,8,akRupi,6,a-a.ccrou-kRu.pi-pi,1.0 1.0 1.0,1.0,874 2 223,2
accroupir,a-ccrou-pir,a-kRu-piR,24.93,9,akRupiR,7,a-a.ccrou-kRu.pir-piR,1.0 1.0 1.0,1.0,874 2 8,2
accroître,a-ccroî-tre,a-kRwa-tR°,11.15,9,akRwatR°,8,a-a.ccroî-kRwa.tre-tR°,1.0 1.0 0.9434,0.9434,874 1 159,1
accru,a-ccru,a-kRy,3.04,5,akRy,4,a-a.ccru-kRy,1.0 1.0,1.0,874 1,1
accréditer,a-ccré-di-ter,a-kRe-di-te,1.55,10,akRedite,8,a-a.ccré-kRe.di-di.ter-te,1.0 1.0 1.0 0.87168,0.87168,874 1 292 452,1
accueil,a-ccueil,a-k2j,16.42,7,ak2j,4,a-a.ccueil-k2j,1.0 1.0,1.0,874 1,1
accueillir,a-ccue-illir,a-k2-jiR,54.73,10,ak2jiR,6,a-a.ccue-k2.illir-jiR,1.0 1.0 1.0,1.0,874 1 11,1
acculer,a-ccu-ler,a-ky-le,4.93,7,akyle,5,a-a.ccu-ky.ler-le,1.0 1.0 0.97396,0.97396,874 15 192,15
accumuler,a-ccu-mu-ler,a-ky-my-le,24.53,9,akymyle,7,a-a.ccu-ky.mu-my.ler-le,1.0 1.0 1.0 0.97396,0.97396,874 15 78 192,15
accusateur,a-ccu-sa-teur,a-ky-za-t2R,1.42,10,akyzat2R,8,a-a.ccu-ky.sa-za.teur-t2R,1.0 1.0 0.26842 1.0,0.26842,874 15 190 113,15
accusation,a-ccu-sa-tion,a-ky-za-sj&,8.85,10,akyzasj&,8,a-a.ccu-ky.sa-za.tion-sj&,1.0 1.0 0.26842 0.97518,0.26842,874 15 190 282,15
accuser,a-ccu-ser,a-ky-ze,39.93,7,akyze,5,a-a.ccu-ky.ser-ze,1.0 1.0 0.67281,0.67281,874 15 217,15
accusé,a-ccu-sé,a-ky-ze,2.16,6,akyze,5,a-a.ccu-ky.sé-ze,1.0 1.0 0.43537,0.43537,874 15 147,15
accès,ac-cès,ak-se,23.78,5,akse,4,ac-ak.cès-se,0.85294 1.0,0.85294,34 5,5
accéder,ac-cé-der,ak-se-de,12.97,7,aksede,6,ac-ak.cé-se.der-de,0.85294 1.0 0.91367,0.85294,34 78 139,34
accélérer,ac-cé-lé-rer,ak-se-le-Re,17.97,9,akseleRe,8,ac-ak.cé-se.lé-le.rer-Re,0.85294 1.0 1.0 0.99415,0.85294,34 78 150 171,34
accéléré,ac-cé-lé-ré,ak-se-le-Re,2.03,8,akseleRe,8,ac-ak.cé-se.lé-le.ré-Re,0.85294 1.0 1.0 1.0,0.85294,34 78 150 304,34
acerbe,a-cer-be,a-seR-b°,1.22,6,aseRb°,6,a-a.cer-seR.be-b°,1.0 0.33981 0.67416,0.33981,874 103 89,89
acharner,a-char-ner,a-SaR-ne,22.64,8,aSaRne,6,a-a.char-SaR.ner-ne,1.0 1.0 0.92486,0.92486,874 40 173,40
acharné,a-char-né,a-SaR-ne,5.41,7,aSaRne,6,a-a.char-SaR.né-ne,1.0 1.0 1.0,1.0,874 40 152,40
achat,a-chat,a-Sa,16.96,5,aSa,3,a-a.chat-Sa,1.0 1.0,1.0,874 5,5
acheminer,a-che-mi-ner,a-S°-mi-ne,6.15,9,aS°mine,7,a-a.che-S°.mi-mi.ner-ne,1.0 0.93191 1.0 0.92486,0.92486,874 235 314 173,173
acheter,a-che-ter,a-S°-te,148.38,7,aS°te,5,a-a.che-S°.ter-te,1.0 0.93191 0.87168,0.87168,874 235 452,235
acheteur,a-che-teur,a-S°-t2R,5.47,8,aS°t2R,6,a-a.che-S°.teur-t2R,1.0 0.93191 1.0,0.93191,874 235 113,113
achever,a-che-ver,a-S°-ve,81.42,7,aS°ve,5,a-a.che-S°.ver-ve,1.0 0.93191 0.32353,0.32353,874 235 170,170
achevé,a-che-vé,a-S°-ve,6.69,6,aS°ve,5,a-a.che-S°.vé-ve,1.0 0.93191 1.0,0.93191,874 235 78,78
achèvement,a-chè-ve-ment,a-Se-v°-m@,1.82,10,aSev°m@,7,a-a.chè-Se.ve-v°.ment-m@,1.0 1.0 0.80676 1.0,0.80676,874 8 207 304,8
achélème,a-ché-lè-me,a-ke-le-m°,1.69,8,akelem°,7,a-a.ché-ke.lè-le.me-m°,1.0 0.04167 1.0 0.89423,0.04167,874 48 19 312,19
acide,a-ci-de,a-si-d°,8.31,5,asid°,5,a-a.ci-si.de-d°,1.0 1.0 0.93114,0.93114,874 225 334,225
acidité,a-ci-di-té,a-si-di-te,0.95,7,asidite,7,a-a.ci-si.di-di.té-te,1.0 1.0 1.0 1.0,1.0,874 225 292 473,225
acidulé,a-ci-du-lé,a-si-dy-le,1.55,7,asidyle,7,a-a.ci-si.du-dy.lé-le,1.0 1.0 0.98936 1.0,0.98936,874 225 94 150,94
acier,a-cier,a-sje,34.46,5,asje,4,a-a.cier-sje,1.0 0.93939,0.93939,874 33,33
acné,ac-né,ak-ne,0.88,4,akne,4,ac-ak.né-ne,0.85294 1.0,0.85294,34 152,34
acolyte,a-co-ly-te,a-ko-li-t°,1.96,7,akolit°,7,a-a.co-ko.ly-li.te-t°,1.0 1.0 1.0 0.88848,0.88848,874 301 15 538,15
acompte,a-comp-te,a-k&-t°,1.15,7,ak&t°,5,a-a.comp-k&.te-t°,1.0 1.0 0.88848,0.88848,874 10 538,10
acoquiner,a-co-qui-ner,a-ko-ki-ne,1.01,9,akokine,7,a-a.co-ko.qui-ki.ner-ne,1.0 1.0 0.96429 0.92486,0.92486,874 301 56 173,56
acquiescer,ac-quies-cer,a-kje-se,12.43,10,akjese,6,ac-a.quies-kje.cer-se,0.14706 1.0 0.66019,0.14706,34 1 103,1
acquis,ac-quis,a-ki,6.28,6,aki,3,ac-a.quis-ki,0.14706 1.0,0.14706,34 6,6
acquit,a-cquit,a-ki,2.23,6,aki,3,a-a.cquit-ki,1.0 1.0,1.0,874 1,1
acquitter,ac-qui-tter,a-ki-te,6.82,9,akite,5,ac-a.qui-ki.tter-te,0.14706 0.96429 1.0,0.14706,34 56 26,26
acquéreur,ac-qué-reur,a-ke-R2R,1.08,9,akeR2R,6,ac-a.qué-ke.reur-R2R,0.14706 1.0 1.0,0.14706,34 43 11,11
acquérir,ac-qué-rir,a-ke-RiR,29.66,8,akeRiR,6,ac-a.qué-ke.rir-RiR,0.14706 1.0 1.0,0.14706,34 43 25,25
acre,a-cre,a-kR°,11.49,4,akR°,4,a-a.cre-kR°,1.0 0.93333,0.93333,874 30,30
acreté,a-cre-té,a-kR°-te,0.95,6,akR°te,6,a-a.cre-kR°.té-te,1.0 0.93333 1.0,0.93333,874 30 473,30
acrobate,a-cro-ba-te,a-kRo-ba-t°,4.12,8,akRobat°,8,a-a.cro-kRo.ba-ba.te-t°,1.0 0.83871 0.99593 0.88848,0.83871,874 31 246 538,31
acrobatie,a-cro-ba-tie,a-kRo-ba-si,2.57,9,akRobasi,8,a-a.cro-kRo.ba-ba.tie-si,1.0 0.83871 0.99593 0.46154,0.46154,874 31 246 26,26
acte,ac-te,ak-t°,57.3,4,akt°,4,ac-ak.te-t°,0.85294 0.88848,0.85294,34 538,34
acteur,ac-teur,ak-t2R,38.31,6,akt2R,5,ac-ak.teur-t2R,0.85294 1.0,0.85294,34 113,34
actif,ac-tif,ak-tif,13.65,5,aktif,5,ac-ak.tif-tif,0.85294 1.0,0.85294,34 74,34
action,ac-tion,ak-sj&,87.43,6,aksj&,5,ac-ak.tion-sj&,0.85294 0.97518,0.85294,34 282,34
actionner,ac-tio-nner,ak-sjo-ne,5.61,9,aksjone,7,ac-ak.tio-sjo.nner-ne,0.85294 0.81818 1.0,0.81818,34 11 86,11
activement,ac-ti-ve-ment,ak-ti-v°-m@,3.51,10,aktiv°m@,8,ac-ak.ti-ti.ve-v°.ment-m@,0.85294 1.0 0.80676 1.0,0.80676,34 454 207 304,34
activer,ac-ti-ver,ak-ti-ve,6.62,7,aktive,6,ac-ak.ti-ti.ver-ve,0.85294 1.0 0.32353,0.32353,34 454 170,34
activité,ac-ti-vi-té,ak-ti-vi-te,38.92,8,aktivite,8,ac-ak.ti-ti.vi-vi.té-te,0.85294 1.0 0.99526 1.0,0.85294,34 454 211 473,34
actualité,ac-tu-a-li-té,ak-ty-a-li-te,8.72,9,aktyalite,9,ac-ak.tu-ty.a-a.li-li.té-te,0.85294 0.99177 1.0 1.0 1.0,0.85294,34 243 874 336 473,34
actuel,ac-tu-el,ak-ty-el,20.68,6,aktyel,6,ac-ak.tu-ty.el-el,0.85294 0.99177 1.0,0.85294,34 243 26,26
acuité,a-cui-té,a-k8i-te,3.18,6,ak8ite,6,a-a.cui-k8i.té-te,1.0 1.0 1.0,1.0,874 21 473,21
acéré,a-cé-ré,a-se-Re,2.43,5,aseRe,5,a-a.cé-se.ré-Re,1.0 1.0 1.0,1.0,874 78 304,78
acétylène,a-cé-ty-lè-ne,a-se-ti-le-n°,1.96,9,asetilen°,9,a-a.cé-se.ty-ti.lè-le.ne-n°,1.0 1.0 1.0 1.0 0.90145,0.90145,874 78 21 19 345,19
adaptation,a-dap-ta-tion,a-dap-ta-sj&,4.66,10,adaptasj&,9,a-a.dap-dap.ta-ta.tion-sj&,1.0 1.0 0.9908 0.97518,0.97518,874 2 326 282,2
adapter,a-dap-ter,a-dap-te,12.57,7,adapte,6,a-a.dap-dap.ter-te,1.0 1.0 0.87168,0.87168,874 2 452,2
addition,a-ddi-tion,a-di-sj&,9.53,8,adisj&,6,a-a.ddi-di.tion-sj&,1.0 1.0 0.97518,0.97518,874 2 282,2
adepte,a-dep-te,a-dep-t°,2.84,6,adept°,6,a-a.dep-dep.te-t°,1.0 1.0 0.88848,0.88848,874 1 538,1
adhérent,a-dhé-rent,a-de-R@,1.01,8,adeR@,5,a-a.dhé-de.rent-R@,1.0 1.0 1.0,1.0,874 3 8,3
adhérer,a-dhé-rer,a-de-Re,5.07,7,adeRe,5,a-a.dhé-de.rer-Re,1.0 1.0 0.99415,0.99415,874 3 171,3
adhésion,a-dhé-sion,a-de-zj&,6.55,8,adezj&,6,a-a.dhé-de.sion-zj&,1.0 1.0 0.55,0.55,874 3 60,3
adieu,a-dieu,a-dj2,7.36,5,adj2,4,a-a.dieu-dj2,1.0 1.0,1.0,874 2,2
adipeux,a-di-peux,a-di-p2,1.28,7,adip2,5,a-a.di-di.peux-p2,1.0 1.0 1.0,1.0,874 292 5,5
adja,ad-ja,ad-Za,1.01,4,adZa,4,ad-ad.ja-Za,1.0 1.0,1.0,20 33,20
adjacent,ad-ja-cent,ad-Za-s@,0.95,8,adZas@,6,ad-ad.ja-Za.cent-s@,1.0 1.0 1.0,1.0,20 33 10,10
adjectif,ad-jec-tif,ad-Zek-tif,3.51,8,adZektif,8,ad-ad.jec-Zek.tif-tif,1.0 1.0 1.0,1.0,20 14 74,14
adjoindre,ad-join-dre,ad-Zw5-dR°,2.97,9,adZw5dR°,8,ad-ad.join-Zw5.dre-dR°,1.0 1.0 0.91667,0.91667,20 7 96,7
adjoint,ad-joint,ad-Zw5,5.14,7,adZw5,5,ad-ad.joint-Zw5,1.0 1.0,1.0,20 5,5
adjudant,ad-ju-dant,ad-Zy-d@,22.23,8,adZyd@,6,ad-ad.ju-Zy.dant-d@,1.0 1.0 1.0,1.0,20 52 30,20
adjurer,ad-ju-rer,ad-Zy-Re,2.97,7,adZyRe,6,ad-ad.ju-Zy.rer-Re,1.0 1.0 0.99415,0.99415,20 52 171,20
