,word,freq,len,,
25379,policier,12.97,8,,
25380,policiere,1.76,9,,
25381,policieres,1.01,10,,
25382,policiers,12.7,9,,
25383,polie,5.27,5,,
25384,polies,1.89,6,,
25385,poliment,10,8,,
25386,polir,1.42,5,,
25387,polis,3.93,5,,
25388,polissage,0.34,9,,
25389,polisson,0.61,8,,
25390,politesse,17.97,9,,
25391,politesses,2.57,10,,
25392,politicien,0.75,10,,
25393,politiciens,2.16,11,,
25394,politique,110.27,9,,
25395,politiquement,2.77,13,,
25396,politiques,30.88,10,,
25397,politise,0.07,8,,
25398,polka,7.5,5,,
25399,pollen,1.82,6,,
25400,polluants,0.07,9,,
25401,pollue,0.68,6,,
25402,pollution,1.15,9,,
25403,polo,1.96,4,,
25404,polonais,17.57,8,,
25405,polonaise,5.34,9,,
25406,poltron,0.41,7,,
25407,polyglotte,0.75,10,,
25408,pommade,2.16,7,,
25409,pommades,0.27,8,,
25410,pomme,47.5,5,,
25411,pommeau,3.92,7,,
25412,pommeaux,0.34,8,,
25413,pommes,36.55,6,,
25414,pommette,2.7,8,,
25415,pommettes,13.65,9,,
25416,pommier,5.88,7,,
25417,pommiers,2.91,8,,
25418,pompe,19.4,5,,
25419,pomper,1.15,6,,
25420,pompes,16.83,6,,
25421,pompette,0.41,8,,
25422,pompeuse,1.15,8,,
25423,pompeusement,1.15,12,,
25424,pompeux,2.5,7,,
25425,pompier,1.42,7,,
25426,pompiers,9.39,8,,
25427,pompiste,3.51,8,,
25428,pompon,1.35,6,,
25429,pomponna,0.07,8,,
25430,pomponnant,0.07,10,,
25431,pomponniez,0.07,10,,
25432,pompons,2.57,7,,
25433,ponctua,0.27,7,,
25434,ponctuait,1.69,9,,
25435,ponctualite,1.42,11,,
25436,ponctuant,0.88,9,,
25437,ponctuation,1.35,11,,
25438,ponctue,2.16,7,,
25439,ponctuee,1.22,8,,
25440,ponctuel,0.81,8,,
25441,ponctuellement,1.01,14,,
25442,ponctues,0.67,8,,
25443,pondre,1.69,6,,
25444,pondu,1.76,5,,
25445,poney,0.47,5,,
25446,poneys,0.54,6,,
25447,pont,74.59,4,,
25448,ponte,1.83,5,,
25449,pontifie,0.14,8,,
25450,pontifierent,0.07,12,,
25451,ponton,2.16,6,,
25452,pontons,1.82,7,,
25453,ponts,16.22,5,,
25454,pop,1.89,3,,
25455,popeline,4.66,8,,
25456,popes,1.22,5,,
25457,popote,2.83,6,,
25458,popotin,0.74,7,,
25459,populace,2.36,8,,
25460,populaire,23.45,9,,
25461,populaires,7.84,10,,
25462,popularite,1.76,10,,
25463,population,23.58,10,,
25464,populations,10.07,11,,
25465,populeuses,0.14,10,,
25466,populistes,0.28,10,,
25467,porc,11.15,4,,
25468,porcelaine,10.74,10,,
25469,porcelaines,1.69,11,,
25470,porche,15.34,6,,
25471,porcherie,1.22,9,,
25472,porches,1.69,7,,
25473,porcs,3.31,5,,
25474,pores,3.04,5,,
25475,poreuse,1.15,7,,
25476,poreuses,0.14,8,,
25477,poreux,1.55,6,,
25478,porno,1.55,5,,
25479,pornographie,1.15,12,,
25480,pornographiques,1.15,15,,
25481,pornos,1.56,6,,
25482,port,64.86,4,,
25483,porta,16.55,5,,
25484,portable,0.61,8,,
25485,portai,1.01,6,,
25486,portaient,28.72,9,,
25487,portail,21.82,7,,
25488,portails,1.15,8,,
25489,portais,9.19,7,,
25490,portait,113.85,7,,
25491,portant,51.69,7,,
25492,portatif,1.08,8,,
25493,porte,654.66,5,,
25494,portee,47.37,6,,
25495,portees,4.94,7,,
25496,portefeuille,19.66,12,,
25497,portefeuilles,1.49,13,,
25498,portemanteau,2.97,12,,
25499,portemanteaux,1.08,13,,
25500,portent,19.39,7,,
25501,porter,82.29,6,,
25502,portera,3.11,7,,
25503,porterai,1.62,8,,
25504,porteraient,1.15,11,,
25505,porterais,0.81,9,,
25506,porterait,3.65,9,,
25507,porteras,0.47,8,,
25508,porterent,2.5,9,,
25509,porterez,0.54,8,,
25510,porteront,0.74,9,,
25511,portes,90.95,6,,
25512,porteur,10.68,7,,
25513,porteurs,9.8,8,,
25514,porteuse,2.83,8,,
25515,portez,2.84,6,,
25516,portier,6.89,7,,
25517,portiere,29.19,8,,
25518,portieres,8.24,9,,
25519,portiez,1.15,7,,
25520,portillon,3.04,9,,
25521,portion,5.61,7,,
25522,portions,3.04,8,,
25523,portique,3.11,8,,
25524,portiques,1.42,9,,
25525,porto,4.46,5,,
25526,portons,2.43,7,,
25527,portrait,39.8,8,,
25528,portraits,15.75,9,,
25529,ports,11.55,5,,
25530,posa,65.68,4,,
25531,posai,5.2,5,,
25532,posaient,7.3,8,,
25533,posais,5.41,6,,
25534,posait,32.43,6,,
25535,posant,16.28,6,,
25536,posas,0.07,5,,
25537,pose,137.1,4,,
25538,posee,41.08,5,,
25539,posees,16.28,6,,
25540,posement,8.38,8,,
25541,posent,7.5,6,,
25542,poser,73.85,5,,
25543,posera,1.08,6,,
25544,poserai,0.74,7,,
25545,poseraient,0.34,10,,
25546,poserait,1.76,8,,
25547,poserent,2.91,8,,
25548,poses,21.55,5,,
25549,poseurs,0.47,7,,
25550,posez,2.77,5,,
25551,positif,5.07,7,,
25552,positifs,0.54,8,,
25553,position,53.85,8,,
25554,positions,9.53,9,,
25555,positive,2.57,8,,
25556,positivement,3.11,12,,
25557,positives,0.61,9,,
25558,posons,0.34,6,,
25559,possedaient,5.14,11,,
25560,possedais,3.11,9,,
25561,possedait,21.42,9,,
25562,possedant,2.03,9,,
25563,possedants,0.34,10,,
25564,possede,26.48,7,,
25565,possedee,2.36,8,,
25566,possedees,0.21,9,,
25567,possedent,4.59,9,,
25568,posseder,13.24,8,,
25569,possedes,2.1,8,,
25570,possedez,0.81,8,,
25571,possedons,1.01,9,,
25572,possesseur,2.57,10,,
25573,possesseurs,1.22,11,,
25574,possession,24.19,10,,
25575,possessions,3.45,11,,
25576,possibilite,19.46,11,,
25577,possibilites,11.08,12,,
25578,possible,208.98,8,,
25579,possibles,15.81,9,,
25580,postal,1.35,6,,
25581,postale,6.89,7,,
25582,postales,8.11,8,,
25583,poste,77.84,5,,
25584,poster,3.44,6,,
25585,posterieur,1.28,10,,
25586,posterite,2.23,9,,
25587,posters,1.08,7,,
25588,postes,17.09,6,,
25589,posthume,3.78,8,,
25590,postiers,1.15,8,,
25591,postillonne,0.47,11,,
25592,postillonneurs,0.14,14,,
25593,posture,7.84,7,,
25594,postures,1.62,8,,
25595,pot,32.3,3,,
25596,potable,1.08,7,,
25597,potage,6.01,6,,
25598,potager,3.85,7,,
25599,potassait,0.14,9,,
25600,potasse,0.14,7,,
25601,potasserai,0.07,10,,
25602,potassium,0.47,9,,
25603,pote,22.97,4,,
25604,poteau,7.7,6,,
25605,poteaux,5.34,7,,
25606,potee,0.95,5,,
25607,potelee,1.22,7,,
25608,potelees,1.15,8,,
25609,potence,1.35,7,,
25610,potentiel,1.22,9,,
25611,potentiellement,0.14,15,,
25612,potentiels,0.48,10,,
25613,poterie,1.89,7,,
25614,poteries,2.43,8,,
25615,poterne,1.76,7,,
25616,potes,13.38,5,,
25617,potiers,0.07,7,,
25618,potin,1.55,5,,
25619,potins,2.3,6,,
25620,potion,2.3,6,,
25621,potions,0.68,7,,
25622,pots,15.74,4,,
25623,pou,1.42,3,,
25624,poubelle,10.27,8,,
25625,poubelles,12.64,9,,
25626,pouce,30.4,5,,
25627,pouces,5.47,6,,
25628,poudre,28.18,6,,
25629,poudree,1.75,7,,
25630,poudres,2.7,7,,
25631,poudreuse,1.08,9,,
25632,poudreuses,0.47,10,,
25633,poudreux,1.62,8,,
25634,poudrier,1.35,8,,
25635,poudroiement,1.08,12,,
25636,pouf,4.12,4,,
25637,pouffa,1.69,6,,
25638,pouffant,1.29,8,,
25639,pouffe,1.96,6,,
25640,pouffer,1.35,7,,
25641,poufs,1.15,5,,
25642,poulailler,3.04,10,,
25643,poulain,3.04,7,,
25644,poule,16.69,5,,
25645,poules,15.14,6,,
25646,poulet,14.53,6,,
25647,poulets,10.81,7,,
25648,poulette,0.95,8,,
25649,poulettes,0.2,9,,
25650,pouliche,1.55,8,,
25651,poulie,1.49,6,,
25652,poulies,1.62,7,,
25653,poulpe,1.22,6,,
25654,poulpes,1.89,7,,
25655,pouls,5.54,5,,
25656,poumon,3.58,6,,
25657,poumons,17.97,7,,
25658,poupe,2.97,5,,
25659,poupee,18.58,6,,
25660,poupees,8.99,7,,
25661,poupin,1.35,6,,
25662,poupon,2.3,6,,
25663,pouponniere,0.14,11,,
25664,pour,6214.19,4,,
25665,pourboire,5.2,9,,
25666,pourboires,3.04,10,,
25667,pourcentage,1.76,11,,
25668,pourchasse,0.27,10,,
25669,pourchasser,0.27,11,,
25670,pourliche,0.81,9,,
25671,pourparlers,2.23,11,,
25672,pourpoint,1.15,9,,
25673,pourpre,9.12,7,,
25674,pourpres,2.43,8,,
25675,pourquoi,486.36,8,,
25676,pourra,37.36,6,,
25677,pourrai,23.11,7,,
25678,pourraient,26.62,10,,
25679,pourrais,64.93,8,,
25680,pourrait,159.32,8,,
25681,pourras,10,7,,
25682,pourrez,11.08,7,,
25683,pourri,14.66,6,,
25684,pourrie,9.12,7,,
25685,pourries,5.34,8,,
25686,pourriez,12.09,8,,
25687,pourrions,12.23,9,,
25688,pourrir,5.95,7,,
25689,pourris,6.28,7,,
25690,pourrissaient,1.49,13,,
25691,pourrissait,1.22,11,,
25692,pourrissantes,0.47,13,,
25693,pourrissent,1.42,11,,
25694,pourrit,1.62,7,,
25695,pourriture,6.55,10,,
25696,pourrons,6.08,8,,
25697,pourront,11.35,8,,
25698,poursuis,1.62,8,,
25699,poursuit,13.45,8,,
25700,poursuite,12.36,9,,
25701,poursuites,3.11,10,,
25702,poursuivaient,5.81,13,,
25703,poursuivais,0.95,11,,
25704,poursuivait,15.41,11,,
25705,poursuivant,5.68,11,,
25706,poursuivante,0.07,12,,
25707,poursuivants,1.82,12,,
25708,poursuivent,3.11,11,,
25709,poursuivez,0.2,10,,
25710,poursuivi,9.59,9,,
25711,poursuivie,2.91,10,,
25712,poursuivimes,0.07,12,,
25713,poursuivirent,1.35,13,,
25714,poursuivis,3.65,10,,
25715,poursuivit,15.14,10,,
25716,poursuivons,0.88,11,,
25717,poursuivra,0.68,10,,
25718,poursuivrai,0.2,11,,
25719,poursuivrait,1.08,12,,
25720,poursuivre,22.23,10,,
25721,pourtant,375.68,8,,
25722,pourtour,2.57,8,,
25723,pourvoir,2.57,8,,
25724,pourvoira,0.14,9,,
25725,pourvu,24.59,6,,
25726,pourvue,1.89,7,,
25727,pourvues,1.15,8,,
25728,pourvus,2.3,7,,
25729,poussa,37.64,6,,
25730,poussai,4.26,7,,
25731,poussaient,12.91,10,,
25732,poussais,2.3,8,,
25733,poussait,33.78,8,,
25734,poussant,30.61,8,,
25735,pousse,88.04,6,,
25736,poussee,21.28,7,,
25737,poussees,2.7,8,,
25738,poussent,10,8,,
25739,pousser,45.68,7,,
25740,poussera,1.01,8,,
25741,pousserait,2.09,10,,
25742,pousserent,3.85,10,,
25743,pousses,9.12,7,,
25744,poussette,1.96,9,,
25745,poussez,1.69,7,,
25746,poussiere,73.38,9,,
25747,poussieres,5.07,10,,
25748,poussiereuse,4.53,12,,
25749,poussiereuses,3.24,13,,
25750,poussiereux,8.78,11,,
25751,poussif,1.55,7,,
25752,poussin,1.55,7,,
25753,poussins,1.49,8,,
25754,poutre,5.34,6,,
25755,poutrelle,0.41,9,,
25756,poutrelles,1.62,10,,
25757,poutres,10.41,7,,
25758,pouvaient,67.16,9,,
25759,pouvais,113.24,7,,
25760,pouvait,445,7,,
25761,pouvant,18.65,7,,
25762,pouvez,53.11,6,,
25763,pouviez,4.59,7,,
25764,pouvions,14.73,8,,
25765,pouvoir,200.88,7,,
25766,pouvoirs,21.42,8,,
25767,pouvons,21.01,7,,
25768,poux,7.09,4,,
25769,prairie,9.8,7,,
25770,prairies,9.86,8,,
25771,pralines,1.28,8,,
25772,praticable,1.21,10,,
25773,praticien,1.35,9,,
25774,pratiquaient,1.42,12,,
25775,pratiquait,3.65,10,,
25776,pratiquant,1.75,10,,
25777,pratique,29.12,8,,
25778,pratiquee,1.76,9,,
25779,pratiquement,17.03,12,,
25780,pratiquer,4.53,9,,
25781,pratiques,9.93,9,,
25782,pratiquons,0.14,10,,
25783,pre,19.8,3,,
25784,prealable,4.32,9,,
25785,prealablement,2.03,13,,
25786,preambule,2.57,9,,
25787,preau,3.51,5,,
25788,preaux,1.08,6,,
25789,preavis,1.08,7,,
25790,precaire,5.41,8,,
25791,precarite,1.35,9,,
25792,precaution,19.39,10,,
25793,precautionneux,2.5,14,,
25794,precautions,16.62,11,,
25795,preceda,2.09,7,,
25796,precedaient,1.76,11,,
25797,precedait,5.54,9,,
25798,precedant,3.78,9,,
25799,precede,14.8,7,,
25800,precedee,2.97,8,,
25801,precedemment,2.16,12,,
25802,precedent,12.97,9,,
25803,precedente,11.56,10,,
25804,precedentes,4.73,11,,
25805,precedents,7.1,10,,
25806,preceder,2.23,8,,
25807,precederent,1.76,11,,
25808,precedes,2.84,8,,
25809,precepte,1.08,8,,
25810,preceptes,1.15,9,,
25811,precepteur,2.16,10,,
25812,preceptrice,0.07,11,,
25813,prechait,1.55,8,,
25814,preche,1.75,6,,
25815,precher,2.36,7,,
25816,preches,1.15,7,,
25817,precheurs,3.78,9,,
25818,precieuse,9.12,9,,
25819,precieusement,1.76,13,,
25820,precieuses,7.5,10,,
25821,precieux,22.91,8,,
25822,preciosite,1.08,10,,
25823,precipice,1.62,9,,
25824,precipices,1.76,10,,
25825,precipita,14.05,9,,
25826,precipitai,2.09,10,,
25827,precipitaient,2.91,13,,
25828,precipitais,0.88,11,,
25829,precipitait,5.95,11,,
25830,precipitamment,10.14,14,,
25831,precipitant,2.37,11,,
25832,precipitation,6.15,13,,
25833,precipite,21.89,9,,
25834,precipitee,3.71,10,,
25835,precipitent,2.84,11,,
25836,precipiter,9.46,10,,
25837,precipiterent,1.82,13,,
25838,precipiterez,0.07,12,,
25839,precipites,4.26,10,,
25840,precipitions,0.14,12,,
25841,precipitons,0.47,11,,
25842,precis,40,6,,
25843,precisa,8.65,7,,
25844,precisait,4.26,9,,
25845,precisant,2.77,9,,
25846,precise,29.06,7,,
25847,precisement,34.8,11,,
25848,preciser,13.04,8,,
25849,precisera,0.2,9,,
25850,preciserai,0.2,10,,
25851,preciserez,0.07,10,,
25852,preciseront,0.07,11,,
25853,precises,7.98,8,,
25854,precision,18.99,9,,
25855,precisions,5.34,10,,
25856,precoce,4.39,7,,
25857,precocement,1.15,11,,
25858,precoces,1.22,8,,
25859,precocite,1.35,9,,
25860,precurseur,1.75,10,,
25861,predateur,0.68,9,,
25862,predateurs,0.48,10,,
25863,predecesseur,1.96,12,,
25864,predecesseurs,1.22,13,,
25865,predicateur,1.01,11,,
25866,predicateurs,0.68,12,,
25867,predications,0.2,12,,
25868,prediction,1.89,10,,
25869,predictions,1.35,11,,
25870,predilection,3.11,12,,
25871,predire,1.28,7,,
25872,predis,0.81,6,,
25873,predit,3.52,6,,
25874,predominant,0.21,11,,
25875,preface,2.71,7,,
25876,prefaces,0.34,8,,
25877,prefecture,7.36,10,,
25878,prefera,4.66,7,,
25879,preferable,7.3,10,,
25880,preferaient,3.72,11,,
25881,preferais,9.19,9,,
25882,preferait,21.55,9,,
25883,preferant,3.65,9,,
25884,prefere,63.25,7,,
25885,preferee,5.48,8,,
25886,preferees,1.36,9,,
25887,preference,12.16,10,,
25888,preferences,1.76,11,,
25889,preferent,3.85,9,,
25890,preferentiel,0.07,12,,
25891,preferer,5.95,8,,
25892,prefererais,5.14,11,,
25893,prefererait,1.22,11,,
25894,prefereriez,0.68,11,,
25895,preferes,8.52,8,,
25896,preferez,5.81,8,,
25897,preferions,1.35,10,,
25898,preferons,0.95,9,,
25899,prefet,7.09,6,,
25900,prefets,1.35,7,,
25901,prefigure,0.07,9,,
25902,preformait,0.07,10,,
25903,prehistoire,2.84,11,,
25904,prehistorien,0.07,12,,
25905,prehistorique,1.55,13,,
25906,prehistoriques,1.35,14,,
25907,prejudice,1.96,9,,
25908,prejuge,2.63,7,,
25909,prejugeait,0.07,10,,
25910,prejuges,8.25,8,,
25911,prelasseront,0.07,12,,
25912,preleve,0.81,7,,
25913,prelevement,0.54,11,,
25914,prelevements,0.74,12,,
25915,prelever,1.35,8,,
25916,preliminaire,0.94,12,,
25917,preliminaires,1.83,13,,
25918,prelude,3.31,7,,
25919,preludes,0.54,8,,
25920,premature,1.42,9,,
25921,prematuree,1.28,10,,
25922,prematurement,2.03,13,,
25923,premeditation,1.69,13,,
25924,premedite,1.28,9,,
25925,premices,1.35,8,,
25926,premier,330.48,7,,
25927,premiere,350.81,8,,
25928,premierement,1.76,12,,
25929,premieres,66.82,9,,
25930,premiers,98.38,8,,
25931,premonition,2.03,11,,
25932,premonitoire,1.22,12,,
25933,premunie,0.07,8,,
25934,premunis,0.07,8,,
25935,prenaient,30.68,9,,
25936,prenais,19.53,7,,
25937,prenait,113.92,7,,
25938,prenant,49.93,7,,
25939,prend,129.05,5,,
25940,prendra,9.66,7,,
25941,prendrai,5.14,8,,
25942,prendraient,2.57,11,,
25943,prendrais,3.58,9,,
25944,prendrait,14.8,9,,
25945,prendras,2.5,8,,
25946,prendre,344.05,7,,
25947,prendrez,2.64,8,,
25948,prendriez,0.74,9,,
25949,prendrons,1.49,9,,
25950,prendront,3.72,9,,
25951,prends,70.2,6,,
25952,preneur,1.42,7,,
25953,prenez,25.47,6,,
25954,preniez,1.62,7,,
25955,prenions,4.66,8,,
25956,prenne,16.08,6,,
25957,prennent,29.12,8,,
25958,prennes,2.03,7,,
25959,prenom,24.19,6,,
25960,prenommat,0.07,9,,
25961,prenoms,6.28,7,,
25962,prenons,7.03,7,,
25963,preoccupais,0.27,11,,
25964,preoccupait,3.78,11,,
25965,preoccupation,3.99,13,,
25966,preoccupations,7.84,14,,
25967,preoccupe,9.73,9,,
25968,preoccupee,2.23,10,,
25969,preoccuper,3.45,10,,
25970,preoccupera,0.07,11,,
25971,preoccupes,1.69,10,,
25972,preoccupez,0.07,10,,
25973,preoccupons,0.2,11,,
25974,prepara,5,7,,
25975,preparai,1.22,8,,
25976,preparaient,5.41,11,,
25977,preparais,2.43,9,,
25978,preparait,25,9,,
25979,preparant,5.14,9,,
25980,preparatifs,7.3,11,,
25981,preparation,9.73,11,,
25982,preparatoire,1.55,12,,
25983,preparatoires,1.08,13,,
25984,prepare,41.55,7,,
25985,preparee,6.82,8,,
25986,preparees,2.77,9,,
25987,preparent,3.72,9,,
25988,preparer,43.24,8,,
25989,preparerai,0.47,10,,
25990,prepares,5.54,8,,
25991,preparez,2.03,8,,
25992,preparons,0.74,9,,
25993,preponderant,0.27,12,,
25994,prepose,3.92,7,,
25995,preposees,0.14,9,,
25996,preposes,0.95,8,,
25997,preposition,0.07,11,,
25998,prerogatives,1.08,12,,
25999,pres,455.07,4,,
26000,presage,3.18,7,,
26001,presager,1.49,8,,
26002,presages,1.82,8,,
26003,presbytere,3.51,10,,
26004,prescience,1.01,10,,
26005,prescription,1.28,12,,
26006,prescriptions,1.22,13,,
26007,prescrire,1.62,9,,
26008,prescrit,4.12,8,,
26009,prescrite,1.01,9,,
26010,prescrites,0.68,10,,
26011,prescrivait,1.01,11,,
26012,presence,133.11,8,,
26013,presences,2.43,9,,
26014,present,190.47,7,,
26015,presenta,13.18,8,,
26016,presentable,1.82,11,,
26017,presentai,1.28,9,,
26018,presentaient,4.32,12,,
26019,presentait,20.14,10,,
26020,presentant,5.54,10,,
26021,presentateur,1.08,12,,
26022,presentation,4.8,12,,
26023,presentations,3.58,13,,
26024,presentatrice,0.2,13,,
26025,presente,54.87,8,,
26026,presentee,3.99,9,,
26027,presentees,1.76,10,,
26028,presentement,3.78,12,,
26029,presentent,4.73,10,,
26030,presenter,28.99,9,,
26031,presentera,0.61,10,,
26032,presenterai,0.88,11,,
26033,presenterait,2.03,12,,
26034,presenterent,1.28,12,,
26035,presentes,7.11,9,,
26036,presentez,0.81,9,,
26037,presentons,0.54,10,,
26038,presents,12.63,8,,
26039,preservait,1.01,10,,
26040,preservatif,0.14,11,,
26041,preservatifs,0.41,12,,
26042,preservation,0.47,12,,
26043,preserve,5.27,8,,
26044,preservee,2.36,9,,
26045,preserver,9.66,9,,
26046,presida,0.27,7,,
26047,presidait,2.16,9,,
26048,preside,3.65,7,,
26049,presidee,0.41,8,,
26050,presidence,5.88,10,,
26051,president,76.49,9,,
26052,presidente,1.08,10,,
26053,presidentiable,0.27,14,,
26054,presidentiel,0.68,12,,
26055,presidentielle,0.95,14,,
26056,presidents,2.3,10,,
26057,presider,1.89,8,,
26058,presiderait,0.14,11,,
26059,presiderent,0.07,11,,
26060,presomption,1.08,11,,
26061,presque,465.54,7,,
26062,pressa,6.35,6,,
26063,pressaient,5.68,10,,
26064,pressais,1.22,8,,
26065,pressait,10.61,8,,
26066,pressant,7.03,8,,
26067,pressante,3.72,9,,
26068,pressantes,1.22,10,,
26069,presse,74.73,6,,
26070,pressee,8.72,7,,
26071,pressees,3.25,8,,
26072,pressens,1.15,8,,
26073,pressent,4.26,8,,
26074,pressentais,2.43,11,,
26075,pressentait,3.18,11,,
26076,pressentant,1.96,11,,
26077,pressenti,2.43,9,,
26078,pressentiment,6.76,13,,
26079,pressentiments,1.96,14,,
26080,pressentir,2.7,10,,
26081,presser,12.43,7,,
26082,presses,13.18,7,,
26083,presseur,0.14,8,,
26084,pressez,0.54,7,,
26085,pressing,0.74,8,,
26086,pression,19.05,8,,
26087,pressions,2.84,9,,
26088,pressons,1.89,8,,
26089,prestance,2.3,9,,
26090,prestation,1.28,10,,
26091,prestations,1.01,11,,
26092,preste,1.55,6,,
26093,prestement,4.05,10,,
26094,prestige,14.73,8,,
26095,prestiges,2.23,9,,
26096,prestigieuse,1.22,12,,
26097,prestigieux,4.73,11,,
26098,presume,2.5,7,,
26099,presumee,0.4,8,,
26100,pret,64.4,4,,
26101,preta,4.59,5,,
26102,pretaient,2.77,9,,
26103,pretais,1.42,7,,
26104,pretait,13.24,7,,
26105,pretant,2.91,7,,
26106,prete,56.22,5,,
26107,pretee,2.71,6,,
26108,pretend,13.24,7,,
26109,pretendaient,3.65,12,,
26110,pretendais,1.49,10,,
26111,pretendait,16.49,10,,
26112,pretendant,3.45,10,,
26113,pretendants,1.15,11,,
26114,pretendent,4.32,10,,
26115,pretendez,1.22,9,,
26116,pretendit,1.82,9,,
26117,pretendre,10.54,9,,
26118,pretends,3.72,8,,
26119,pretendu,6.15,8,,
26120,pretendue,2.84,9,,
26121,pretendument,1.76,12,,
26122,pretendus,1.96,9,,
26123,pretent,2.5,7,,
26124,pretentieuse,2.37,12,,
26125,pretentieux,4.32,11,,
26126,pretention,6.28,10,,
26127,pretentions,4.39,11,,
26128,preter,21.22,6,,
26129,pretera,0.41,7,,
26130,preterai,0.88,8,,
26131,preterait,1.08,9,,
26132,pretes,9.66,6,,
26133,preteur,0.47,7,,
26134,pretextant,3.11,10,,
26135,pretexte,37.5,8,,
26136,pretextes,6.08,9,,
26137,pretez,0.74,6,,
26138,pretoire,2.16,8,,
26139,pretre,29.39,6,,
26140,pretres,14.66,7,,
26141,pretresse,0.88,9,,
26142,prets,26.48,5,,
26143,preuve,50.54,6,,
26144,preuves,14.8,7,,
26145,prevaloir,1.15,9,,
26146,prevenait,2.23,9,,
26147,prevenances,2.09,11,,
26148,prevenants,0.14,10,,
26149,prevenez,1.42,8,,
26150,prevenir,31.49,8,,
26151,prevention,1.35,10,,
26152,preventions,1.22,11,,
26153,preventive,0.61,10,,
26154,prevenu,17.03,7,,
26155,prevenue,3.99,8,,
26156,prevenus,4.94,8,,
26157,previendra,0.2,10,,
26158,previendrai,0.41,11,,
26159,previenne,1.69,9,,
26160,previens,6.62,8,,
26161,previent,2.03,8,,
26162,prevint,2.3,7,,
26163,previsible,2.77,10,,
26164,prevision,3.58,9,,
26165,previsions,3.45,10,,
26166,prevoir,17.7,7,,
26167,prevois,1.08,7,,
26168,prevoit,1.96,7,,
26169,prevoyais,1.62,9,,
26170,prevoyait,4.05,9,,
26171,prevoyance,1.22,10,,
26172,prevoyant,3.04,9,,
26173,prevu,33.45,5,,
26174,prevue,7.7,6,,
26175,prevues,3.51,7,,
26176,prevus,2.43,6,,
26177,pria,6.15,4,,
26178,priai,1.76,5,,
26179,priaient,1.01,8,,
26180,priais,1.08,6,,
26181,priait,7.36,6,,
26182,priant,3.58,6,,
26183,prie,52.03,4,,
26184,priee,1.15,5,,
26185,prient,1.55,6,,
26186,prier,21.62,5,,
26187,prierai,1.22,7,,
26188,priere,30,6,,
26189,prieres,15.95,7,,
26190,pries,1.69,5,,
26191,prieur,9.6,6,,
26192,priez,1.76,5,,
26193,primaire,4.73,8,,
26194,primaires,1.42,9,,
26195,primait,0.41,7,,
26196,primates,1.01,8,,
26197,prime,11.01,5,,
26198,primees,0.07,7,,
26199,primes,3.98,6,,
26200,primeur,1.01,7,,
26201,primevere,0.14,9,,
26202,primitif,4.05,8,,
26203,primitifs,2.5,9,,
26204,primitive,4.79,9,,
26205,primitives,1.01,10,,
26206,primo,2.16,5,,
26207,primordial,0.88,10,,
26208,primordiale,1.82,11,,
26209,prince,65.61,6,,
26210,princes,11.08,7,,
26211,princesse,21.01,9,,
26212,princesses,3.51,10,,
26213,princier,1.08,8,,
26214,princiere,1.28,9,,
26215,princiers,0.74,9,,
26216,principal,22.3,9,,
26217,principale,12.84,10,,
26218,principalement,6.08,14,,
26219,principales,4.06,11,,
26220,principaux,7.57,10,,
26221,principe,30.88,8,,
26222,principes,16.69,9,,
26223,printanier,1.89,10,,
26224,printaniere,1.35,11,,
26225,printemps,60.88,9,,
26226,prions,2.03,6,,
26227,prioritaire,0.34,11,,
26228,priorite,4.53,8,,
26229,priorites,0.27,9,,
26230,prirent,15.2,7,,
26231,pris,341.49,4,,
26232,prisait,0.61,7,,
26233,prise,80.54,5,,
26234,priser,0.81,6,,
26235,prises,26.15,6,,
26236,priseur,0.07,7,,
26237,prison,64.66,6,,
26238,prisonnier,25.68,10,,
26239,prisonniere,6.15,11,,
26240,prisonnieres,1.69,12,,
26241,prisonniers,35.95,11,,
26242,prisons,7.77,7,,
26243,prit,171.22,4,,
26244,privait,3.65,7,,
26245,privant,1.69,7,,
26246,privation,1.49,9,,
26247,privations,3.04,10,,
26248,privatisation,0.07,13,,
26249,privautes,0.47,9,,
26250,prive,23.31,5,,
26251,privee,17.5,6,,
26252,privees,4.26,7,,
26253,priver,6.15,6,,
26254,prives,7.3,6,,
26255,privilege,11.96,9,,
26256,privileges,5.74,10,,
26257,privilegie,6.41,10,,
26258,privilegiee,3.92,11,,
26259,privilegies,5.61,11,,
26260,prix,107.5,4,,
26261,pro,1.62,3,,
26262,probabilite,1.28,11,,
26263,probabilites,0.95,12,,
26264,probable,17.36,8,,
26265,probablement,37.64,12,,
26266,probants,0.27,8,,
26267,probation,0.14,9,,
26268,probite,1.89,7,,
26269,problematique,1.09,13,,
26270,probleme,55.2,8,,
26271,problemes,39.8,9,,
26272,procedait,2.97,9,,
26273,procede,11.62,7,,
26274,proceder,10.14,8,,
26275,procedes,4.53,8,,
26276,procedez,0.14,8,,
26277,procedons,0.61,9,,
26278,procedure,3.38,9,,
26279,procedures,0.2,10,,
26280,proces,24.32,6,,
26281,procession,7.91,10,,
26282,processions,2.3,11,,
26283,processus,5.47,9,,
26284,prochain,28.58,8,,
26285,prochaine,35.88,9,,
26286,prochainement,2.77,13,,
26287,prochaines,2.77,10,,
26288,prochains,2.57,9,,
26289,proche,73.31,6,,
26290,proches,25,7,,
26291,proclama,1.08,8,,
26292,proclamait,3.38,10,,
