,word,freq,len
7303,promene,15.0,7
7304,promenee,1.0,8
7305,promenent,6.0,9
7306,promener,11.0,8
7307,promeneurs,3.0,10
7308,promenons,1.0,9
7309,promet,6.0,6
7310,promis,4.0,6
7311,promit,3.0,6
7312,promo,1.0,5
7313,promotion,1.0,9
7314,prononca,1.0,8
7315,prononce,4.0,8
7316,prononcent,1.0,10
7317,prononcer,1.0,9
7318,prononciation,1.0,13
7319,propageait,1.0,10
7320,propos,3.0,6
7321,proposa,1.0,7
7322,proposait,1.0,9
7323,proposant,1.0,9
7324,propose,18.0,7
7325,proposer,2.0,8
7326,proposons,1.0,9
7327,propre,20.0,6
7328,propres,3.0,7
7329,proprete,3.0,8
7330,proprietaire,8.0,12
7331,propriete,1.0,9
7332,prospectus,8.0,10
7333,protection,2.0,10
7334,protectrice,2.0,11
7335,protege,11.0,7
7336,protegee,2.0,8
7337,proteger,10.0,8
7338,proteste,1.0,8
7339,provenance,1.0,10
7340,provenant,1.0,9
7341,provencaux,1.0,10
7342,provence,1.0,8
7343,provenir,1.0,8
7344,provision,1.0,9
7345,provisions,8.0,10
7346,provoque,2.0,8
7347,provoquer,1.0,9
7348,prudemment,1.0,10
7349,prudence,3.0,8
7350,prudent,6.0,7
7351,prudente,1.0,8
7352,prune,6.0,5
7353,pruneau,4.0,7
7354,prunes,5.0,6
7355,prunier,1.0,7
7356,pu,21.0,2
7357,public,15.0,6
7358,publicite,5.0,9
7359,publique,1.0,8
7360,puce,6.0,4
7361,pucerons,2.0,8
7362,puces,4.0,5
7363,puis,201.0,4
7364,puisque,5.0,7
7365,puissant,2.0,8
7366,puisse,4.0,6
7367,puisses,1.0,7
7368,puits,4.0,5
7369,pull,42.0,4
7370,pulls,2.0,5
7371,pulpe,2.0,5
7372,pulverise,1.0,9
7373,pulveriser,1.0,10
7374,pulverisez,3.0,10
7375,puma,3.0,4
7376,punch,1.0,5
7377,puni,11.0,4
7378,punir,1.0,5
7379,punissons,1.0,9
7380,punition,6.0,8
7381,punitions,1.0,9
7382,pur,6.0,3
7383,puree,16.0,5
7384,put,5.0,3
7385,putois,1.0,6
7386,puzzle,3.0,6
7387,pyjama,18.0,6
7388,pyjamas,2.0,7
7389,pylone,3.0,6
7390,pyramide,7.0,8
7391,pyrenees,4.0,8
7392,python,2.0,6
7393,quai,6.0,4
7394,qualite,2.0,7
7395,quand,219.0,5
7396,quantite,1.0,8
7397,quantites,1.0,9
7398,quarante,1.0,8
7399,quart,1.0,5
7400,quartier,14.0,8
7401,quatorze,5.0,8
7402,quatre,76.0,6
7403,quatrieme,6.0,9
7404,que,831.0,3
7405,quel,99.0,4
7406,quelle,76.0,6
7407,quelles,11.0,7
7408,quelque,35.0,7
7409,quelquefois,5.0,11
7410,quelques,67.0,8
7411,quels,13.0,5
7412,quentin,23.0,7
7413,question,13.0,8
7414,questionne,8.0,10
7415,questions,30.0,9
7416,queue,59.0,5
7417,queues,6.0,6
7418,qui,1178.0,3
7419,quille,9.0,6
7420,quilles,7.0,7
7421,quinzaine,2.0,9
7422,quinze,8.0,6
7423,quitta,3.0,6
7424,quittaient,1.0,10
7425,quitte,15.0,6
7426,quittent,1.0,8
7427,quitter,5.0,7
7428,quitterent,1.0,10
7429,quitteront,1.0,10
7430,quoi,70.0,4
7431,rabattre,1.0,8
7432,rabougri,2.0,8
7433,raccommode,1.0,10
7434,race,1.0,4
7435,rachel,6.0,6
7436,rachid,77.0,6
7437,racine,5.0,6
7438,racines,2.0,7
7439,raconta,1.0,7
7440,racontaient,1.0,11
7441,racontais,1.0,9
7442,racontait,1.0,9
7443,racontant,1.0,9
7444,raconte,32.0,7
7445,racontent,2.0,9
7446,raconter,4.0,8
7447,radar,1.0,5
7448,radeau,1.0,6
7449,radiateur,1.0,9
7450,radiateurs,2.0,10
7451,radio,13.0,5
7452,radiocassette,1.0,13
7453,radiocassettes,1.0,14
7454,radis,29.0,5
7455,rafales,3.0,7
7456,raffolaient,1.0,11
7457,rafraichir,4.0,10
7458,rage,2.0,4
7459,rageait,1.0,7
7460,rageusement,1.0,11
7461,ragout,1.0,6
7462,ragouts,1.0,7
7463,raide,2.0,5
7464,raides,5.0,6
7465,raie,1.0,4
7466,raies,2.0,5
7467,rail,3.0,4
7468,rails,5.0,5
7469,raisin,12.0,6
7470,raisins,2.0,7
7471,raison,8.0,6
7472,raisonnable,3.0,11
7473,raisons,1.0,7
7474,raissa,1.0,6
7475,rala,1.0,4
7476,rale,1.0,4
7477,ralentir,1.0,8
7478,ralentit,1.0,8
7479,rallument,3.0,9
7480,rallumer,1.0,8
7481,rallye,1.0,6
7482,ramage,1.0,6
7483,ramais,2.0,6
7484,ramassa,1.0,7
7485,ramasse,25.0,7
7486,ramassee,4.0,8
7487,ramassent,1.0,9
7488,ramasser,7.0,8
7489,ramasseurs,1.0,10
7490,rame,22.0,4
7491,rameaux,1.0,7
7492,ramena,1.0,6
7493,ramenant,1.0,8
7494,ramene,11.0,6
7495,ramenent,1.0,8
7496,ramener,1.0,7
7497,rament,2.0,6
7498,ramer,1.0,5
7499,ramoneur,1.0,8
7500,rampant,1.0,7
7501,rampe,3.0,5
7502,rang,3.0,4
7503,range,13.0,5
7504,rangeais,1.0,8
7505,rangeait,1.0,8
7506,rangee,3.0,6
7507,rangement,1.0,9
7508,rangements,1.0,10
7509,rangeons,1.0,8
7510,ranger,10.0,6
7511,rangerai,1.0,8
7512,ranges,3.0,6
7513,ranimer,1.0,7
7514,rapace,1.0,6
7515,rapatrie,1.0,8
7516,rape,9.0,4
7517,rapee,1.0,5
7518,rapees,2.0,6
7519,rapetisse,1.0,9
7520,raphia,1.0,6
7521,rapide,28.0,6
7522,rapidement,9.0,10
7523,rapiece,1.0,7
7524,rappel,1.0,6
7525,rappela,2.0,7
7526,rappelait,1.0,9
7527,rappeler,4.0,8
7528,rappelez,1.0,8
7529,rappelle,4.0,8
7530,rappellera,1.0,10
7531,rappellerai,1.0,11
7532,rappelles,5.0,9
7533,rapporta,1.0,8
7534,rapporte,8.0,8
7535,rapportent,13.0,10
7536,rapporter,3.0,9
7537,rapporterai,1.0,11
7538,rapporteras,2.0,11
7539,rapportes,1.0,9
7540,rapprocha,1.0,9
7541,rapproche,1.0,9
7542,rapprocherent,1.0,13
7543,raquette,13.0,8
7544,rare,6.0,4
7545,rarement,1.0,8
7546,rares,1.0,5
7547,ras,1.0,3
7548,rase,4.0,4
7549,rasoir,6.0,6
7550,rasoirs,1.0,7
7551,rassasier,1.0,9
7552,rassemble,1.0,9
7553,rassembler,3.0,10
7554,rassembles,1.0,10
7555,rassure,10.0,7
7556,rassuree,3.0,8
7557,rassurerent,1.0,11
7558,rassures,1.0,8
7559,rat,175.0,3
7560,rata,1.0,4
7561,ratatine,1.0,8
7562,ratatiner,1.0,9
7563,rate,4.0,4
7564,rateau,12.0,6
7565,rater,1.0,5
7566,ration,1.0,6
7567,ratissent,1.0,9
7568,ratisser,2.0,8
7569,raton,2.0,5
7570,rats,13.0,4
7571,rattache,1.0,8
7572,rattrapa,1.0,8
7573,rattrapait,1.0,10
7574,rattrape,4.0,8
7575,rattraper,6.0,9
7576,rature,4.0,6
7577,ratures,1.0,7
7578,ratus,292.0,5
7579,rave,1.0,4
7580,ravi,12.0,4
7581,ravie,8.0,5
7582,ravin,6.0,5
7583,ravis,2.0,5
7584,raye,2.0,4
7585,rayer,3.0,5
7586,rayon,17.0,5
7587,rayons,4.0,6
7588,rayure,5.0,6
7589,rayures,14.0,7
7590,razibus,2.0,7
7591,razimute,2.0,8
7592,re,6.0,2
7593,reaction,6.0,8
7594,reagir,1.0,6
7595,reagit,3.0,6
7596,realisation,3.0,11
7597,realise,1.0,7
7598,realisee,1.0,8
7599,realiser,5.0,8
7600,realite,3.0,7
7601,reapparait,1.0,10
7602,reboutonner,2.0,11
7603,rebrousser,1.0,10
7604,rebus,1.0,5
7605,recapitulatif,1.0,13
7606,recent,1.0,6
7607,recente,2.0,7
7608,recentes,1.0,8
7609,recette,13.0,7
7610,recettes,3.0,8
7611,recevoir,4.0,8
7612,rechange,1.0,8
7613,rechaud,3.0,7
7614,rechauffer,1.0,10
7615,rechaufferas,3.0,12
7616,rechauffes,2.0,10
7617,recherche,11.0,9
7618,recherches,1.0,10
7619,recipient,1.0,9
7620,recitation,3.0,10
7621,recite,5.0,6
7622,recites,1.0,7
7623,recitez,1.0,7
7624,recitons,1.0,8
7625,reclamant,1.0,9
7626,reclamation,1.0,11
7627,reclame,4.0,7
7628,reclamer,2.0,8
7629,recoins,3.0,7
7630,recois,1.0,6
7631,recoit,18.0,6
7632,recolte,5.0,7
7633,recommandaient,1.0,14
7634,recommande,3.0,10
7635,recommence,7.0,10
7636,recommencer,4.0,11
7637,recommencez,1.0,11
7638,recompense,7.0,10
7639,reconnais,47.0,9
7640,reconnaissant,1.0,13
7641,reconnait,8.0,9
7642,reconnaitre,8.0,11
7643,reconnu,6.0,7
7644,reconnut,2.0,8
7645,reconstitue,1.0,11
7646,reconstruis,3.0,11
7647,reconstruite,2.0,12
7648,recopiant,1.0,9
7649,recopie,23.0,7
7650,recopiee,1.0,8
7651,recouche,4.0,8
7652,recoudre,1.0,8
7653,recousit,1.0,8
7654,recouvert,4.0,9
7655,recouverte,1.0,10
7656,recouvertes,2.0,11
7657,recouvrait,1.0,10
7658,recouvre,4.0,8
7659,recouvrez,1.0,9
7660,recrache,1.0,8
7661,recrachera,1.0,10
7662,recreation,35.0,10
7663,recreations,2.0,11
7664,recroqueville,1.0,13
7665,recu,27.0,4
7666,recueille,1.0,9
7667,recueilli,1.0,9
7668,recueillir,1.0,10
7669,recula,1.0,6
7670,recule,11.0,6
7671,reculent,1.0,8
7672,reculer,4.0,7
7673,reculons,2.0,8
7674,recuperee,1.0,9
7675,recuperer,1.0,9
7676,recut,1.0,5
7677,redescend,1.0,9
7678,redescendre,2.0,11
7679,redescendu,1.0,10
7680,redevenu,2.0,8
7681,redevenue,1.0,9
7682,redevient,2.0,9
7683,redire,1.0,6
7684,redit,1.0,5
7685,redormais,1.0,9
7686,redoutables,1.0,11
7687,redoute,1.0,7
7688,redressa,1.0,8
7689,redresse,2.0,8
7690,redresser,1.0,9
7691,reduit,1.0,6
7692,reel,1.0,4
7693,reelle,1.0,6
7694,refais,1.0,6
7695,referai,1.0,7
7696,refermant,1.0,9
7697,referme,3.0,7
7698,refermee,1.0,8
7699,refis,1.0,5
7700,reflechir,3.0,9
7701,reflechirent,1.0,12
7702,reflechis,30.0,9
7703,reflechissait,1.0,13
7704,reflechissant,1.0,13
7705,reflechit,9.0,9
7706,reflet,1.0,6
7707,reflete,3.0,7
7708,refletent,1.0,9
7709,refleurir,1.0,9
7710,reflexe,1.0,7
7711,reflexes,1.0,8
7712,reflexion,4.0,9
7713,refrain,6.0,7
7714,refrains,1.0,8
7715,refrigerateur,3.0,13
7716,refroidi,1.0,8
7717,refroidir,3.0,9
7718,refroidissait,1.0,13
7719,refuge,1.0,6
7720,refugier,1.0,8
7721,refus,1.0,5
7722,refusa,3.0,6
7723,refusait,2.0,8
7724,refuse,5.0,6
7725,refusent,1.0,8
7726,regagne,2.0,7
7727,regagner,1.0,8
7728,regal,5.0,5
7729,regalait,1.0,8
7730,regale,4.0,6
7731,regaler,2.0,7
7732,regales,1.0,7
7733,regard,4.0,6
7734,regarda,5.0,7
7735,regardaient,2.0,11
7736,regardait,5.0,9
7737,regardant,4.0,9
7738,regarde,260.0,7
7739,regardent,13.0,9
7740,regarder,27.0,8
7741,regarderent,2.0,11
7742,regardes,2.0,8
7743,regardez,13.0,8
7744,regardons,1.0,9
7745,regards,1.0,7
7746,regime,9.0,6
7747,regina,1.0,6
7748,region,3.0,6
7749,regions,4.0,7
7750,regle,17.0,5
7751,regler,1.0,6
7752,regles,4.0,6
7753,regne,1.0,5
7754,regrette,2.0,8
7755,regrettent,1.0,10
7756,regulierement,1.0,13
7757,reims,3.0,5
7758,reine,36.0,5
7759,reinette,4.0,8
7760,reins,1.0,5
7761,rejette,1.0,7
7762,rejoignent,1.0,10
7763,rejoindre,5.0,9
7764,rejoint,3.0,7
7765,rejouit,3.0,7
7766,relache,2.0,7
7767,relancer,1.0,8
7768,relayaient,1.0,10
7769,releva,1.0,6
7770,releve,15.0,6
7771,relevent,1.0,8
7772,relever,2.0,7
7773,releves,1.0,7
7774,relie,14.0,5
7775,relier,1.0,6
7776,relieur,2.0,7
7777,relire,1.0,6
7778,relit,1.0,5
7779,relu,1.0,4
7780,remaria,1.0,7
7781,remarque,11.0,8
7782,remarquer,1.0,9
7783,remarques,3.0,9
7784,rembourres,1.0,10
7785,remede,8.0,6
7786,remedes,2.0,7
7787,remercie,11.0,8
7788,remercier,8.0,9
7789,remercies,1.0,9
7790,remercions,1.0,10
7791,remet,5.0,5
7792,remets,1.0,6
7793,remettant,1.0,9
7794,remettent,2.0,9
7795,remettre,6.0,8
7796,remi,3.0,4
7797,remington,1.0,9
7798,remonte,4.0,7
7799,remontees,1.0,9
7800,remonter,2.0,8
7801,remonterent,1.0,11
7802,remorque,4.0,8
7803,remoulade,1.0,9
7804,remous,1.0,6
7805,remparts,5.0,8
7806,remplace,1.0,8
7807,remplacer,2.0,9
7808,rempli,11.0,6
7809,remplie,2.0,7
7810,remplir,4.0,7
7811,remplis,2.0,7
7812,remplissez,1.0,10
7813,remplit,7.0,7
7814,remporte,1.0,8
7815,remuaient,1.0,9
7816,remuant,4.0,7
7817,remuants,1.0,8
7818,remue,9.0,5
7819,remuent,3.0,7
7820,remuer,5.0,6
7821,remuez,1.0,6
7822,renard,98.0,6
7823,renarde,4.0,7
7824,renards,7.0,7
7825,renaud,1.0,6
7826,renault,1.0,7
7827,rencontra,11.0,9
7828,rencontrait,1.0,11
7829,rencontrant,1.0,11
7830,rencontre,21.0,9
7831,rencontrerent,1.0,13
7832,rend,5.0,4
7833,rende,1.0,5
7834,rendent,3.0,7
7835,rendez,5.0,6
7836,rendit,2.0,6
7837,rendort,2.0,7
7838,rendrai,1.0,7
7839,rendrait,3.0,8
7840,rendre,10.0,6
7841,rends,2.0,5
7842,rendu,3.0,5
7843,rendus,1.0,6
7844,rene,13.0,4
7845,renfort,1.0,7
7846,renifle,2.0,7
7847,renne,4.0,5
7848,rennes,4.0,6
7849,renommee,1.0,8
7850,renouvelee,1.0,10
7851,renseignements,6.0,14
7852,renseignent,1.0,11
7853,renseigner,1.0,10
7854,rentra,4.0,6
7855,rentrait,2.0,8
7856,rentrant,4.0,8
7857,rentre,36.0,6
7858,rentree,7.0,7
7859,rentrent,5.0,8
7860,rentrer,35.0,7
7861,rentrerai,1.0,9
7862,rentreras,1.0,9
7863,rentrerent,1.0,10
7864,rentreront,1.0,10
7865,rentres,1.0,7
7866,rentrons,6.0,8
7867,renversa,10.0,8
7868,renverse,11.0,8
7869,renversee,1.0,9
7870,renverser,1.0,9
7871,renvoie,3.0,7
7872,renvoyez,1.0,8
7873,repaire,1.0,7
7874,reparateur,2.0,10
7875,reparations,2.0,11
7876,repare,28.0,6
7877,reparee,2.0,7
7878,reparer,13.0,7
7879,reparera,1.0,8
7880,repars,2.0,6
7881,repart,10.0,6
7882,repartez,1.0,8
7883,reparti,1.0,7
7884,repartir,5.0,8
7885,repartirai,1.0,10
7886,reparut,1.0,7
7887,repas,48.0,5
7888,repasse,3.0,7
7889,repasser,6.0,8
7890,repasserent,1.0,11
7891,repeche,3.0,7
7892,repeindre,8.0,9
7893,repeint,5.0,7
7894,repere,10.0,6
7895,reperer,1.0,7
7896,repeta,1.0,6
7897,repete,7.0,6
7898,repetent,2.0,8
7899,repeter,3.0,7
7900,repetez,1.0,7
7901,repetition,2.0,10
7902,repetons,1.0,8
7903,replace,7.0,7
7904,replacee,3.0,8
7905,replique,1.0,8
7906,repond,66.0,6
7907,repondaient,1.0,11
7908,repondait,4.0,9
7909,repondent,2.0,9
7910,repondeur,2.0,9
7911,repondit,14.0,8
7912,repondre,4.0,8
7913,reponds,22.0,7
7914,repondu,5.0,7
7915,reponse,121.0,7
7916,reponses,1.0,8
7917,reportage,4.0,9
7918,repos,6.0,5
7919,reposa,1.0,6
7920,repose,7.0,6
7921,reposer,13.0,7
7922,repoussa,1.0,8
7923,repousse,1.0,8
7924,repousser,1.0,9
7925,reprend,6.0,7
7926,reprendre,3.0,9
7927,representation,1.0,14
7928,represente,3.0,10
7929,representent,1.0,12
7930,representer,2.0,11
7931,representes,1.0,11
7932,reprisees,1.0,9
7933,reprit,2.0,6
7934,republique,4.0,10
7935,requin,10.0,6
7936,reservation,1.0,11
7937,reservations,1.0,12
7938,reserve,5.0,7
7939,reservee,1.0,8
7940,reserver,2.0,8
7941,reserves,2.0,8
7942,reservez,2.0,8
7943,reservoir,1.0,9
7944,resista,1.0,7
7945,resistance,2.0,10
7946,resistants,1.0,10
7947,resolurent,1.0,10
7948,resolutions,1.0,11
7949,resonne,1.0,7
7950,respecter,3.0,9
7951,respectons,1.0,10
7952,respira,1.0,7
7953,respirait,1.0,9
7954,respiration,5.0,11
7955,respire,7.0,7
7956,respirer,5.0,8
7957,resplendissait,1.0,14
7958,responsable,1.0,11
7959,resquilleurs,1.0,12
7960,ressemblaient,1.0,13
7961,ressemblait,1.0,11
7962,ressemble,5.0,9
7963,ressemblent,11.0,11
7964,ressembler,3.0,10
7965,ressent,1.0,7
7966,ressentent,1.0,10
7967,ressort,3.0,7
7968,ressorti,1.0,8
7969,resta,3.0,5
7970,restaient,1.0,9
7971,restait,3.0,7
7972,restant,1.0,7
7973,restaura,1.0,8
7974,restaurant,28.0,10
7975,reste,75.0,5
7976,restee,4.0,6
7977,restent,6.0,7
7978,rester,20.0,6
7979,restera,6.0,7
7980,resterai,2.0,8
7981,resterait,3.0,9
7982,resterez,1.0,8
7983,restes,7.0,6
7984,restez,1.0,6
7985,resultat,2.0,8
7986,resultats,2.0,9
7987,resume,3.0,6
7988,retard,16.0,6
7989,retardataires,1.0,13
7990,retenir,3.0,7
7991,retenti,1.0,7
7992,retentissent,2.0,12
7993,retentit,1.0,8
7994,retenu,9.0,6
7995,retiens,2.0,7
7996,retient,3.0,7
7997,retire,14.0,6
7998,retiree,1.0,7
7999,retirer,4.0,7
8000,retirera,1.0,8
8001,retirez,1.0,7
8002,retomba,1.0,7
8003,retombant,1.0,9
8004,retombe,1.0,7
8005,retombent,1.0,9
8006,retour,34.0,6
8007,retourna,3.0,8
8008,retournant,1.0,10
8009,retourne,20.0,8
8010,retournee,1.0,9
8011,retournent,1.0,10
8012,retourner,12.0,9
8013,retournerent,1.0,12
8014,retournes,1.0,9
8015,retournons,1.0,10
8016,retransmise,1.0,11
8017,retrouva,5.0,8
8018,retrouvaient,1.0,12
8019,retrouve,47.0,8
8020,retrouvee,2.0,9
8021,retrouvent,3.0,10
8022,retrouver,14.0,9
8023,retrouvera,2.0,10
8024,retrouverent,1.0,12
8025,retrouves,11.0,9
8026,retrouvez,2.0,9
8027,reunies,1.0,7
8028,reunion,3.0,7
8029,reunir,2.0,6
8030,reunirent,1.0,9
8031,reunis,2.0,6
8032,reunit,1.0,6
8033,reussi,8.0,6
8034,reussie,3.0,7
8035,reussies,1.0,8
8036,reussir,2.0,7
8037,reussira,2.0,8
8038,reussis,1.0,7
8039,reussissait,1.0,11
8040,reussissent,2.0,11
8041,reussit,5.0,7
8042,reva,1.0,4
8043,revait,4.0,6
8044,revanche,1.0,8
8045,reve,51.0,4
8046,reveil,20.0,6
8047,reveilla,4.0,8
8048,reveillant,3.0,10
8049,reveille,29.0,8
8050,reveillee,1.0,9
8051,reveiller,12.0,9
8052,reveillerait,1.0,12
8053,reveilles,1.0,9
8054,reveillez,4.0,9
8055,reveillon,5.0,9
8056,reveillonnez,1.0,12
8057,revenait,1.0,8
8058,revenant,4.0,8
8059,revenez,1.0,7
8060,revenir,8.0,7
8061,revenu,20.0,6
8062,revenue,2.0,7
8063,revenus,3.0,7
8064,rever,2.0,5
8065,reves,7.0,5
8066,revetu,1.0,6
8067,reveur,1.0,6
8068,revez,2.0,5
8069,reviendra,1.0,9
8070,reviendrai,3.0,10
8071,reviendrons,1.0,11
8072,reviennent,6.0,10
8073,reviens,3.0,7
8074,revient,18.0,7
8075,revinrent,1.0,9
8076,revint,2.0,6
8077,revise,1.0,6
8078,revision,28.0,8
8079,revit,1.0,5
8080,revivent,1.0,8
8081,revoir,9.0,6
8082,revois,1.0,6
8083,revolte,1.0,7
8084,revoltent,1.0,9
8085,revoltes,1.0,8
8086,revolver,1.0,8
8087,revons,1.0,6
8088,revue,2.0,5
8089,revues,1.0,6
8090,rhinoceros,10.0,10
8091,rhum,1.0,4
8092,rhume,15.0,5
8093,ri,9.0,2
8094,riaient,1.0,7
8095,riait,2.0,5
8096,riant,10.0,5
8097,ricanait,1.0,8
8098,ricane,6.0,6
8099,riche,15.0,5
8100,riches,1.0,6
8101,ricky,1.0,5
8102,ride,3.0,4
8103,rideau,12.0,6
8104,rideaux,3.0,7
8105,ridee,1.0,5
8106,rien,124.0,4
8107,rient,8.0,5
8108,rieur,1.0,5
8109,rieurs,1.0,6
8110,rigolant,1.0,8
8111,rigole,2.0,6
8112,rigoler,1.0,7
8113,rigolo,1.0,6
8114,rigolotes,1.0,9
8115,rikiki,2.0,6
8116,rillettes,1.0,9
8117,rince,2.0,5
8118,rincer,1.0,6
8119,rions,1.0,5
8120,rira,1.0,4
8121,rire,52.0,4
8122,rires,4.0,5
8123,risque,6.0,6
8124,risquent,1.0,8
8125,risques,2.0,7
8126,rit,49.0,3
8127,riton,2.0,5
8128,rivage,4.0,6
8129,rive,19.0,4
8130,rives,1.0,5
8131,riviere,90.0,7
8132,rivieres,1.0,8
8133,riz,27.0,3
8134,riziere,1.0,7
8135,rizieres,1.0,8
8136,robe,50.0,4
8137,robes,5.0,5
8138,robin,1.0,5
8139,robinet,16.0,7
8140,robinets,2.0,8
8141,robot,76.0,5
8142,robots,12.0,6
8143,roc,6.0,3
8144,roche,1.0,5
8145,rocher,6.0,6
8146,rochers,5.0,7
8147,rock,1.0,4
8148,rockets,1.0,7
8149,rocky,5.0,5
8150,rodait,2.0,6
8151,roger,85.0,5
8152,roi,79.0,3
8153,rois,6.0,4
8154,roland,1.0,6
8155,role,3.0,4
8156,romain,13.0,6
8157,romains,1.0,7
8158,roman,1.0,5
8159,romarin,4.0,7
8160,romeo,74.0,5
8161,ron,28.0,3
8162,ronce,1.0,5
8163,ronces,8.0,6
8164,ronchonna,1.0,9
8165,ronchonne,5.0,9
8166,rond,38.0,4
8167,ronde,15.0,5
8168,rondelles,2.0,9
8169,rondes,1.0,6
8170,ronds,5.0,5
8171,ronfle,8.0,6
8172,ronflements,1.0,11
8173,ronfler,3.0,7
8174,ronflera,1.0,8
8175,ronge,3.0,5
8176,rongeant,1.0,8
8177,ronges,1.0,6
8178,ronron,2.0,6
8179,ronronnait,1.0,10
8180,ronronne,6.0,8
8181,ronronner,1.0,9
8182,roquefort,1.0,9
8183,roquet,1.0,6
8184,rosalie,1.0,7
8185,rose,77.0,4
8186,roseaux,6.0,7
8187,rosee,2.0,5
8188,rosees,1.0,6
8189,roses,13.0,5
8190,rosier,2.0,6
8191,rossignol,14.0,9
8192,roti,32.0,4
8193,rotir,1.0,5
8194,roucoula,1.0,8
8195,roucoulant,1.0,10
8196,roucoule,1.0,8
8197,roue,24.0,4
8198,rouen,2.0,5
8199,roues,4.0,5
8200,rouge,157.0,5
8201,rougeole,10.0,8
8202,rouges,13.0,6
8203,rougi,6.0,5
8204,rougir,4.0,6
8205,rougit,5.0,6
8206,rouille,7.0,7
8207,roula,4.0,5
8208,roulait,1.0,7
8209,roulant,4.0,7
8210,roulante,1.0,8
8211,roule,24.0,5
8212,rouleau,3.0,7
8213,roulement,2.0,9
8214,roulent,4.0,7
8215,rouler,13.0,6
8216,roulettes,15.0,9
8217,roulotte,7.0,8
8218,rouspete,3.0,8
8219,rousse,14.0,6
8220,rousses,1.0,7
8221,roussotte,2.0,9
8222,route,76.0,5
8223,routes,8.0,6
8224,routiere,5.0,8
8225,roux,10.0,4
8226,royaume,11.0,7
8227,ruade,2.0,5
8228,ruades,4.0,6
8229,ruban,10.0,5
8230,rubans,3.0,6
8231,ruche,9.0,5
8232,ruches,1.0,6
8233,rude,1.0,4
8234,rue,135.0,3
8235,ruelles,1.0,7
8236,rues,16.0,4
8237,rugby,3.0,5
8238,rugir,2.0,5
8239,rugissait,2.0,9
8240,rugissant,1.0,9
8241,rugissement,1.0,11
8242,rugit,2.0,5
8243,ruines,6.0,6
8244,ruisseau,10.0,8
8245,rumine,1.0,6
8246,ruse,7.0,4
8247,rusee,3.0,5
8248,russe,1.0,5
8249,russes,1.0,6
8250,russie,1.0,6
8251,rythme,3.0,6
8252,sa,688.0,2
8253,sabine,2.0,6
8254,sable,17.0,5
8255,sabot,9.0,5
8256,sabots,11.0,6
8257,sabre,2.0,5
8258,sac,98.0,3
8259,sachant,1.0,7
8260,sache,1.0,5
8261,sachet,9.0,6
8262,sachets,2.0,7
8263,sacoche,3.0,7
8264,sacre,1.0,5
8265,sacs,4.0,4
8266,sage,9.0,4
8267,sagement,3.0,8
8268,sages,2.0,5
8269,sagesse,3.0,7
8270,sahara,1.0,6
8271,saigne,7.0,6
8272,saigner,1.0,7
8273,sain,1.0,4
8274,saine,2.0,5
8275,saines,1.0,6
8276,sainfoin,1.0,8
8277,saint,9.0,5
8278,sais,111.0,4
8279,saisissant,1.0,10
8280,saisit,5.0,6
8281,saison,10.0,6
8282,saisons,6.0,7
8283,sait,40.0,4
8284,salade,61.0,6
8285,salades,5.0,7
8286,saladier,14.0,8
8287,sale,42.0,4
8288,salee,4.0,5
8289,salement,1.0,8
8290,saler,2.0,5
8291,sales,5.0,5
8292,salete,1.0,6
8293,sali,13.0,4
8294,saliere,7.0,7
8295,salir,6.0,5
8296,salis,1.0,5
8297,salissant,1.0,9
8298,salit,5.0,5
8299,salle,47.0,5
8300,sally,21.0,5
8301,salon,20.0,5
8302,salopette,2.0,9
8303,salsifis,1.0,8
8304,saluait,2.0,7
8305,salue,8.0,5
8306,saluent,1.0,7
8307,saluer,4.0,6
8308,salut,18.0,5
8309,salutations,2.0,11
8310,sam,1.0,3
8311,sambo,13.0,5
8312,samedi,29.0,6
8313,samia,8.0,5
8314,samira,19.0,6
8315,samuel,2.0,6
8316,sandale,2.0,7
8317,sandales,5.0,8
8318,sandrine,6.0,8
8319,sandwich,2.0,8
8320,sandwiches,3.0,10
8321,sandwichs,2.0,9
8322,sang,5.0,4
8323,sanglier,1.0,8
8324,sanglote,1.0,8
8325,sans,128.0,4
8326,sante,14.0,5
8327,saperlipopette,1.0,14
8328,sapin,47.0,5
8329,sapins,2.0,6
8330,sarabande,2.0,9
8331,sarah,26.0,5
8332,sarajacacha,1.0,11
8333,sardine,5.0,7
8334,sardines,2.0,8
8335,satan,2.0,5
8336,satin,4.0,5
8337,satisfaite,1.0,10
8338,saturnin,1.0,8
8339,sauce,8.0,5
8340,saucisse,9.0,8
8341,saucisses,8.0,9
8342,saucisson,2.0,9
8343,sauf,9.0,4
8344,sauge,2.0,5
8345,saule,7.0,5
8346,saumon,3.0,6
8347,saur,3.0,4
8348,saura,1.0,5
8349,saurai,3.0,6
8350,saurais,1.0,7
8351,sauras,1.0,6
8352,saut,4.0,4
8353,sauta,2.0,5
8354,sautais,1.0,7
8355,sautait,1.0,7
8356,sautant,5.0,7
8357,saute,55.0,5
8358,sautent,3.0,7
8359,sauter,19.0,6
8360,sauterai,3.0,8
8361,sauterelle,7.0,10
8362,sauterelles,2.0,11
8363,sauterent,1.0,9
8364,sautes,1.0,6
8365,sauteur,1.0,7
8366,sautez,1.0,6
8367,sautiez,1.0,7
8368,sautillant,2.0,10
8369,sautille,3.0,8
