,word,pron,phono,segm,pseg,gpmatch
8994,revue,R*vy,R*.vy,.r.e.v.u.e,.R.*.v.y.#,(r-R.e-*.v-v.u-y.e-#)
8995,revues,R*vy,R*.vy,.r.e.v.u.e.s,.R.*.v.y.#.#,(r-R.e-*.v-v.u-y.e-#.s-#)
8996,rhinocéros,RinoseRos,Ri.no.se.Ros,.r.h.i.n.o.c.é.r.o.s,.R.#.i.n.o.s.e.R.o.s,(r-R.h-#.i-i.n-n.o-o.c-s.é-e.r-R.o-o.s-s)
8997,rhum,Rom,Rom,.r.h.um,.R.#.om,(r-R.h-#.um-om)
8998,rhume,Rym,Rym,.r.h.u.m.e,.R.#.y.m.#,(r-R.h-#.u-y.m-m.e-#)
8999,ri,Ri,Ri,.r.i,.R.i,(r-R.i-i)
9000,riaient,RjE,RjE,.r.i.ai.e.n.t,.R.j.E.#.#.#,(r-R.i-j.ai-E.e-#.n-#.t-#)
9001,riait,RjE,RjE,.r.i.ai.t,.R.j.E.#,(r-R.i-j.ai-E.t-#)
9002,riant,Rj@,Rj@,.r.i.an.t,.R.j.@.#,(r-R.i-j.an-@.t-#)
9003,ricanait,RikanE,Ri.ka.nE,.r.i.c.a.n.ai.t,.R.i.k.a.n.E.#,(r-R.i-i.c-k.a-a.n-n.ai-E.t-#)
9004,ricane,Rikan,Ri.kan,.r.i.c.a.n.e,.R.i.k.a.n.#,(r-R.i-i.c-k.a-a.n-n.e-#)
9005,riche,RiS,RiS,.r.i.ch.e,.R.i.S.#,(r-R.i-i.ch-S.e-#)
9006,riche,RiS,RiS,.r.i.ch.e,.R.i.S.#,(r-R.i-i.ch-S.e-#)
9007,riches,RiS,RiS,.r.i.ch.e.s,.R.i.S.#.#,(r-R.i-i.ch-S.e-#.s-#)
9008,ricky,Riki,Ri.ki,.r.i.ck.y,.R.i.k.i,(r-R.i-i.ck-k.y-i)
9009,ride,Rid,Rid,.r.i.d.e,.R.i.d.#,(r-R.i-i.d-d.e-#)
9010,ridé,Ride,Ri.de,.r.i.d.é,.R.i.d.e,(r-R.i-i.d-d.é-e)
9011,rideau,RidO,Ri.dO,.r.i.d.eau,.R.i.d.O,(r-R.i-i.d-d.eau-O)
9012,rideaux,RidO,Ri.dO,.r.i.d.eau.x,.R.i.d.O.#,(r-R.i-i.d-d.eau-O.x-#)
9013,ridée,Ride,Ri.de,.r.i.d.é.e,.R.i.d.e.#,(r-R.i-i.d-d.é-e.e-#)
9014,rien,Rj5,Rj5,.r.i.en,.R.j.5,(r-R.i-j.en-5)
9015,rien,Rj5,Rj5,.r.i.en,.R.j.5,(r-R.i-j.en-5)
9016,rient,Ri,Ri,.r.i.e.n.t,.R.i.#.#.#,(r-R.i-i.e-#.n-#.t-#)
9017,rieur,Rj9R,Rj9R,.r.i.eu.r,.R.j.9.R,(r-R.i-j.eu-9.r-R)
9018,rieurs,Rj9R,Rj9R,.r.i.eu.r.s,.R.j.9.R.#,(r-R.i-j.eu-9.r-R.s-#)
9019,rigolant,Rigol@,Ri.go.l@,.r.i.g.o.l.an.t,.R.i.g.o.l.@.#,(r-R.i-i.g-g.o-o.l-l.an-@.t-#)
9020,rigole,Rigol,Ri.gol,.r.i.g.o.l.e,.R.i.g.o.l.#,(r-R.i-i.g-g.o-o.l-l.e-#)
9021,rigole,Rigol,Ri.gol,.r.i.g.o.l.e,.R.i.g.o.l.#,(r-R.i-i.g-g.o-o.l-l.e-#)
9022,rigoler,Rigole,Ri.go.le,.r.i.g.o.l.er,.R.i.g.o.l.e,(r-R.i-i.g-g.o-o.l-l.er-e)
9023,rigolo,RigolO,Ri.go.lO,.r.i.g.o.l.o,.R.i.g.o.l.O,(r-R.i-i.g-g.o-o.l-l.o-O)
9024,rigolotes,RigolOt,Ri.go.lOt,.r.i.g.o.l.o.t.e.s,.R.i.g.o.l.O.t.#.#,(r-R.i-i.g-g.o-o.l-l.o-O.t-t.e-#.s-#)
9025,rikiki,Rikiki,Ri.ki.ki,.r.i.k.i.k.i,.R.i.k.i.k.i,(r-R.i-i.k-k.i-i.k-k.i-i)
9026,rillettes,RijEt,Ri.jEt,.r.ill.e.tt.e.s,.R.ij.E.t.#.#,(r-R.ill-ij.e-E.tt-t.e-#.s-#)
9027,rince,R5s,R5s,.r.in.c.e,.R.5.s.#,(r-R.in-5.c-s.e-#)
9028,rincer,R5se,R5.se,.r.in.c.er,.R.5.s.e,(r-R.in-5.c-s.er-e)
9029,rions,Rj§,Rj§,.r.i.on.s,.R.j.§.#,(r-R.i-j.on-§.s-#)
9030,rira,RiRa,Ri.Ra,.r.i.r.a,.R.i.R.a,(r-R.i-i.r-R.a-a)
9031,rire,RiR,RiR,.r.i.r.e,.R.i.R.#,(r-R.i-i.r-R.e-#)
9032,rire,RiR,RiR,.r.i.r.e,.R.i.R.#,(r-R.i-i.r-R.e-#)
9033,rires,RiR,RiR,.r.i.r.e.s,.R.i.R.#.#,(r-R.i-i.r-R.e-#.s-#)
9034,risque,Risk*,Ris.k*,.r.i.s.qu.e,.R.i.s.k.*,(r-R.i-i.s-s.qu-k.e-*)
9035,risque,Risk*,Ris.k*,.r.i.s.qu.e,.R.i.s.k.*,(r-R.i-i.s-s.qu-k.e-*)
9036,risquent,Risk*,Ris.k*,.r.i.s.qu.e.n.t,.R.i.s.k.*.#.#,(r-R.i-i.s-s.qu-k.e-*.n-#.t-#)
9037,risques,Risk*,Ris.k*,.r.i.s.qu.e.s,.R.i.s.k.*.#,(r-R.i-i.s-s.qu-k.e-*.s-#)
9038,risques,Risk*,Ris.k*,.r.i.s.qu.e.s,.R.i.s.k.*.#,(r-R.i-i.s-s.qu-k.e-*.s-#)
9039,rit,Ri,Ri,.r.i.t,.R.i.#,(r-R.i-i.t-#)
9040,rivage,RivaZ,Ri.vaZ,.r.i.v.a.g.e,.R.i.v.a.Z.#,(r-R.i-i.v-v.a-a.g-Z.e-#)
9041,rive,Riv,Riv,.r.i.v.e,.R.i.v.#,(r-R.i-i.v-v.e-#)
9042,rives,Riv,Riv,.r.i.v.e.s,.R.i.v.#.#,(r-R.i-i.v-v.e-#.s-#)
9043,rivière,RivjER,Ri.vjER,.r.i.v.i.è.r.e,.R.i.v.j.E.R.#,(r-R.i-i.v-v.i-j.è-E.r-R.e-#)
9044,rivières,RivjER,Ri.vjER,.r.i.v.i.è.r.e.s,.R.i.v.j.E.R.#.#,(r-R.i-i.v-v.i-j.è-E.r-R.e-#.s-#)
9045,riz,Ri,Ri,.r.i.z,.R.i.#,(r-R.i-i.z-#)
9046,rizière,RizjER,Ri.zjER,.r.i.z.i.è.r.e,.R.i.z.j.E.R.#,(r-R.i-i.z-z.i-j.è-E.r-R.e-#)
9047,rizières,RizjER,Ri.zjER,.r.i.z.i.è.r.e.s,.R.i.z.j.E.R.#.#,(r-R.i-i.z-z.i-j.è-E.r-R.e-#.s-#)
9048,robe,Rob,Rob,.r.o.b.e,.R.o.b.#,(r-R.o-o.b-b.e-#)
9049,robes,Rob,Rob,.r.o.b.e.s,.R.o.b.#.#,(r-R.o-o.b-b.e-#.s-#)
9050,robin,Rob5,Ro.b5,.r.o.b.in,.R.o.b.5,(r-R.o-o.b-b.in-5)
9051,robinet,RobinE,Ro.bi.nE,.r.o.b.i.n.e.t,.R.o.b.i.n.E.#,(r-R.o-o.b-b.i-i.n-n.e-E.t-#)
9052,robinets,RobinE,Ro.bi.nE,.r.o.b.i.n.e.t.s,.R.o.b.i.n.E.#.#,(r-R.o-o.b-b.i-i.n-n.e-E.t-#.s-#)
9053,robot,RobO,Ro.bO,.r.o.b.o.t,.R.o.b.O.#,(r-R.o-o.b-b.o-O.t-#)
9054,robots,RobO,Ro.bO,.r.o.b.o.t.s,.R.o.b.O.#.#,(r-R.o-o.b-b.o-O.t-#.s-#)
9055,roc,Rok,Rok,.r.o.c,.R.o.k,(r-R.o-o.c-k)
9056,roche,RoS,RoS,.r.o.ch.e,.R.o.S.#,(r-R.o-o.ch-S.e-#)
9057,rocher,RoSe,Ro.Se,.r.o.ch.er,.R.o.S.e,(r-R.o-o.ch-S.er-e)
9058,rochers,RoSe,Ro.Se,.r.o.ch.er.s,.R.o.S.e.#,(r-R.o-o.ch-S.er-e.s-#)
9059,rock,Rok,Rok,.r.o.ck,.R.o.k,(r-R.o-o.ck-k)
9060,rockets,RokEt,Ro.kEt,.r.o.ck.e.t.s,.R.o.k.E.t.#,(r-R.o-o.ck-k.e-E.t-t.s-#)
9061,rocky,Roki,Ro.ki,.r.o.ck.y,.R.o.k.i,(r-R.o-o.ck-k.y-i)
9062,rodait,ROdE,RO.dE,.r.o.d.ai.t,.R.O.d.E.#,(r-R.o-O.d-d.ai-E.t-#)
9063,rôdait,ROdE,RO.dE,.r.ô.d.ai.t,.R.O.d.E.#,(r-R.ô-O.d-d.ai-E.t-#)
9064,roger,ROZe,RO.Ze,.r.o.g.er,.R.O.Z.e,(r-R.o-O.g-Z.er-e)
9065,roi,Rwa,Rwa,.r.oi,.R.wa,(r-R.oi-wa)
9066,rois,Rwa,Rwa,.r.oi.s,.R.wa.#,(r-R.oi-wa.s-#)
9067,roland,Rol@,Ro.l@,.r.o.l.an.d,.R.o.l.@.#,(r-R.o-o.l-l.an-@.d-#)
9068,rôle,ROl,ROl,.r.ô.l.e,.R.O.l.#,(r-R.ô-O.l-l.e-#)
9069,romain,Rom5,Ro.m5,.r.o.m.ain,.R.o.m.5,(r-R.o-o.m-m.ain-5)
9070,romain,Rom5,Ro.m5,.r.o.m.ain,.R.o.m.5,(r-R.o-o.m-m.ain-5)
9071,romains,Rom5,Ro.m5,.r.o.m.ain.s,.R.o.m.5.#,(r-R.o-o.m-m.ain-5.s-#)
9072,roman,Rom@,Ro.m@,.r.o.m.an,.R.o.m.@,(r-R.o-o.m-m.an-@)
9073,romarin,RomaR5,Ro.ma.R5,.r.o.m.a.r.in,.R.o.m.a.R.5,(r-R.o-o.m-m.a-a.r-R.in-5)
9074,roméo,RomeO,Ro.me.O,.r.o.m.é.o,.R.o.m.e.O,(r-R.o-o.m-m.é-e.o-O)
9075,ronce,R§s,R§s,.r.on.c.e,.R.§.s.#,(r-R.on-§.c-s.e-#)
9076,ronces,R§s,R§s,.r.on.c.e.s,.R.§.s.#.#,(r-R.on-§.c-s.e-#.s-#)
9077,ronchonna,R§Sona,R§.So.na,.r.on.ch.o.nn.a,.R.§.S.o.n.a,(r-R.on-§.ch-S.o-o.nn-n.a-a)
9078,ronchonne,R§Son,R§.Son,.r.on.ch.o.nn.e,.R.§.S.o.n.#,(r-R.on-§.ch-S.o-o.nn-n.e-#)
9079,ronchonne,R§Son,R§.Son,.r.on.ch.o.nn.e,.R.§.S.o.n.#,(r-R.on-§.ch-S.o-o.nn-n.e-#)
9080,rond,R§,R§,.r.on.d,.R.§.#,(r-R.on-§.d-#)
9081,rond,R§,R§,.r.on.d,.R.§.#,(r-R.on-§.d-#)
9082,ronde,R§d,R§d,.r.on.d.e,.R.§.d.#,(r-R.on-§.d-d.e-#)
9083,ronde,R§d,R§d,.r.on.d.e,.R.§.d.#,(r-R.on-§.d-d.e-#)
9084,rondelles,R§dEl,R§.dEl,.r.on.d.e.ll.e.s,.R.§.d.E.l.#.#,(r-R.on-§.d-d.e-E.ll-l.e-#.s-#)
9085,rondes,R§d,R§d,.r.on.d.e.s,.R.§.d.#.#,(r-R.on-§.d-d.e-#.s-#)
9086,ronds,R§,R§,.r.on.d.s,.R.§.#.#,(r-R.on-§.d-#.s-#)
9087,ronds,R§,R§,.r.on.d.s,.R.§.#.#,(r-R.on-§.d-#.s-#)
9088,ronfle,R§fl*,R§.fl*,.r.on.f.l.e,.R.§.f.l.*,(r-R.on-§.f-f.l-l.e-*)
9089,ronflements,R§fl*m@,R§.fl*.m@,.r.on.f.l.e.m.en.t.s,.R.§.f.l.*.m.@.#.#,(r-R.on-§.f-f.l-l.e-*.m-m.en-@.t-#.s-#)
9090,ronfler,R§fle,R§.fle,.r.on.f.l.er,.R.§.f.l.e,(r-R.on-§.f-f.l-l.er-e)
9091,ronflera,R§fl*Ra,R§.fl*.Ra,.r.on.f.l.e.r.a,.R.§.f.l.*.R.a,(r-R.on-§.f-f.l-l.e-*.r-R.a-a)
9092,ronge,R§Z,R§Z,.r.on.g.e,.R.§.Z.#,(r-R.on-§.g-Z.e-#)
9093,rongé,R§Ze,R§.Ze,.r.on.g.é,.R.§.Z.e,(r-R.on-§.g-Z.é-e)
9094,rongeant,R§Z@,R§.Z@,.r.on.ge.an.t,.R.§.Z.@.#,(r-R.on-§.ge-Z.an-@.t-#)
9095,rongés,R§Ze,R§.Ze,.r.on.g.é.s,.R.§.Z.e.#,(r-R.on-§.g-Z.é-e.s-#)
9096,ronron,R§R§,R§.R§,.r.on.r.on,.R.§.R.§,(r-R.on-§.r-R.on-§)
9097,ronronnait,R§RonE,R§.Ro.nE,.r.on.r.o.nn.ai.t,.R.§.R.o.n.E.#,(r-R.on-§.r-R.o-o.nn-n.ai-E.t-#)
9098,ronronne,R§Ron,R§.Ron,.r.on.r.o.nn.e,.R.§.R.o.n.#,(r-R.on-§.r-R.o-o.nn-n.e-#)
9099,ronronner,R§Rone,R§.Ro.ne,.r.on.r.o.nn.er,.R.§.R.o.n.e,(r-R.on-§.r-R.o-o.nn-n.er-e)
9100,roquefort,RokfoR,Rok.foR,.r.o.qu.e.f.o.r.t,.R.o.k.#.f.o.R.#,(r-R.o-o.qu-k.e-#.f-f.o-o.r-R.t-#)
9101,roquet,RokE,Ro.kE,.r.o.qu.e.t,.R.o.k.E.#,(r-R.o-o.qu-k.e-E.t-#)
9102,rose,ROz,ROz,.r.o.s.e,.R.O.z.#,(r-R.o-O.s-z.e-#)
9103,rose,ROz,ROz,.r.o.s.e,.R.O.z.#,(r-R.o-O.s-z.e-#)
9104,rose,ROz,ROz,.r.o.s.e,.R.O.z.#,(r-R.o-O.s-z.e-#)
9105,roseaux,ROzO,RO.zO,.r.o.s.eau.x,.R.O.z.O.#,(r-R.o-O.s-z.eau-O.x-#)
9106,rosée,ROze,RO.ze,.r.o.s.é.e,.R.O.z.e.#,(r-R.o-O.s-z.é-e.e-#)
9107,rosées,ROze,RO.ze,.r.o.s.é.e.s,.R.O.z.e.#.#,(r-R.o-O.s-z.é-e.e-#.s-#)
9108,roses,ROz,ROz,.r.o.s.e.s,.R.O.z.#.#,(r-R.o-O.s-z.e-#.s-#)
9109,roses,ROz,ROz,.r.o.s.e.s,.R.O.z.#.#,(r-R.o-O.s-z.e-#.s-#)
9110,rosier,ROzje,RO.zje,.r.o.s.i.er,.R.O.z.j.e,(r-R.o-O.s-z.i-j.er-e)
9111,rossignol,RosiNol,Ro.si.Nol,.r.o.ss.i.gn.o.l,.R.o.s.i.N.o.l,(r-R.o-o.ss-s.i-i.gn-N.o-o.l-l)
9112,rôti,ROti,RO.ti,.r.ô.t.i,.R.O.t.i,(r-R.ô-O.t-t.i-i)
9113,rôtir,ROtiR,RO.tiR,.r.ô.t.i.r,.R.O.t.i.R,(r-R.ô-O.t-t.i-i.r-R)
9114,roucoula,Rukula,Ru.ku.la,.r.ou.c.ou.l.a,.R.u.k.u.l.a,(r-R.ou-u.c-k.ou-u.l-l.a-a)
9115,roucoulant,Rukul@,Ru.ku.l@,.r.ou.c.ou.l.an.t,.R.u.k.u.l.@.#,(r-R.ou-u.c-k.ou-u.l-l.an-@.t-#)
9116,roucoule,Rukul,Ru.kul,.r.ou.c.ou.l.e,.R.u.k.u.l.#,(r-R.ou-u.c-k.ou-u.l-l.e-#)
9117,roue,Ru,Ru,.r.ou.e,.R.u.#,(r-R.ou-u.e-#)
9118,rouen,Rw@,Rw@,.r.ou.en,.R.w.@,(r-R.ou-w.en-@)
9119,roues,Ru,Ru,.r.ou.e.s,.R.u.#.#,(r-R.ou-u.e-#.s-#)
9120,rouge,RuZ,RuZ,.r.ou.g.e,.R.u.Z.#,(r-R.ou-u.g-Z.e-#)
9121,rouge,RuZ,RuZ,.r.ou.g.e,.R.u.Z.#,(r-R.ou-u.g-Z.e-#)
9122,rougeole,RuZol,Ru.Zol,.r.ou.ge.o.l.e,.R.u.Z.o.l.#,(r-R.ou-u.ge-Z.o-o.l-l.e-#)
9123,rouges,RuZ,RuZ,.r.ou.g.e.s,.R.u.Z.#.#,(r-R.ou-u.g-Z.e-#.s-#)
9124,rouges,RuZ,RuZ,.r.ou.g.e.s,.R.u.Z.#.#,(r-R.ou-u.g-Z.e-#.s-#)
9125,rougi,RuZi,Ru.Zi,.r.ou.g.i,.R.u.Z.i,(r-R.ou-u.g-Z.i-i)
9126,rougir,RuZiR,Ru.ZiR,.r.ou.g.i.r,.R.u.Z.i.R,(r-R.ou-u.g-Z.i-i.r-R)
9127,rougit,RuZi,Ru.Zi,.r.ou.g.i.t,.R.u.Z.i.#,(r-R.ou-u.g-Z.i-i.t-#)
9128,rouille,Ruj,Ruj,.r.ou.ill.e,.R.u.j.#,(r-R.ou-u.ill-j.e-#)
9129,rouille,Ruj,Ruj,.r.ou.ill.e,.R.u.j.#,(r-R.ou-u.ill-j.e-#)
9130,rouillé,Ruje,Ru.je,.r.ou.ill.é,.R.u.j.e,(r-R.ou-u.ill-j.é-e)
9131,roula,Rula,Ru.la,.r.ou.l.a,.R.u.l.a,(r-R.ou-u.l-l.a-a)
9132,roulait,RulE,Ru.lE,.r.ou.l.ai.t,.R.u.l.E.#,(r-R.ou-u.l-l.ai-E.t-#)
9133,roulant,Rul@,Ru.l@,.r.ou.l.an.t,.R.u.l.@.#,(r-R.ou-u.l-l.an-@.t-#)
9134,roulant,Rul@,Ru.l@,.r.ou.l.an.t,.R.u.l.@.#,(r-R.ou-u.l-l.an-@.t-#)
9135,roulante,Rul@t,Ru.l@t,.r.ou.l.an.t.e,.R.u.l.@.t.#,(r-R.ou-u.l-l.an-@.t-t.e-#)
9136,roule,Rul,Rul,.r.ou.l.e,.R.u.l.#,(r-R.ou-u.l-l.e-#)
9137,roulé,Rule,Ru.le,.r.ou.l.é,.R.u.l.e,(r-R.ou-u.l-l.é-e)
9138,roulé,Rule,Ru.le,.r.ou.l.é,.R.u.l.e,(r-R.ou-u.l-l.é-e)
9139,rouleau,RulO,Ru.lO,.r.ou.l.eau,.R.u.l.O,(r-R.ou-u.l-l.eau-O)
9140,roulement,Rulm@,Rul.m@,.r.ou.l.e.m.en.t,.R.u.l.#.m.@.#,(r-R.ou-u.l-l.e-#.m-m.en-@.t-#)
9141,roulent,Rul,Rul,.r.ou.l.e.n.t,.R.u.l.#.#.#,(r-R.ou-u.l-l.e-#.n-#.t-#)
9142,rouler,Rule,Ru.le,.r.ou.l.er,.R.u.l.e,(r-R.ou-u.l-l.er-e)
9143,roulettes,RulEt,Ru.lEt,.r.ou.l.e.tt.e.s,.R.u.l.E.t.#.#,(r-R.ou-u.l-l.e-E.tt-t.e-#.s-#)
9144,roulotte,Rulot,Ru.lot,.r.ou.l.o.tt.e,.R.u.l.o.t.#,(r-R.ou-u.l-l.o-o.tt-t.e-#)
9145,rouspète,RuspEt,Rus.pEt,.r.ou.s.p.è.t.e,.R.u.s.p.E.t.#,(r-R.ou-u.s-s.p-p.è-E.t-t.e-#)
9146,rousse,Rus,Rus,.r.ou.ss.e,.R.u.s.#,(r-R.ou-u.ss-s.e-#)
9147,rousse,Rus,Rus,.r.ou.ss.e,.R.u.s.#,(r-R.ou-u.ss-s.e-#)
9148,rousses,Rus,Rus,.r.ou.ss.e.s,.R.u.s.#.#,(r-R.ou-u.ss-s.e-#.s-#)
9149,route,Rut,Rut,.r.ou.t.e,.R.u.t.#,(r-R.ou-u.t-t.e-#)
9150,routes,Rut,Rut,.r.ou.t.e.s,.R.u.t.#.#,(r-R.ou-u.t-t.e-#.s-#)
9151,routière,RutjER,Ru.tjER,.r.ou.t.i.è.r.e,.R.u.t.j.E.R.#,(r-R.ou-u.t-t.i-j.è-E.r-R.e-#)
9152,roux,Ru,Ru,.r.ou.x,.R.u.#,(r-R.ou-u.x-#)
9153,royaume,RwajOm,Rwa.jOm,.r.oy.au.m.e,.R.waj.O.m.#,(r-R.oy-waj.au-O.m-m.e-#)
9154,ruade,Ryad,Ry.ad,.r.u.a.d.e,.R.y.a.d.#,(r-R.u-y.a-a.d-d.e-#)
9155,ruades,Ryad,Ry.ad,.r.u.a.d.e.s,.R.y.a.d.#.#,(r-R.u-y.a-a.d-d.e-#.s-#)
9156,ruban,Ryb@,Ry.b@,.r.u.b.an,.R.y.b.@,(r-R.u-y.b-b.an-@)
9157,rubans,Ryb@,Ry.b@,.r.u.b.an.s,.R.y.b.@.#,(r-R.u-y.b-b.an-@.s-#)
9158,ruche,RyS,RyS,.r.u.ch.e,.R.y.S.#,(r-R.u-y.ch-S.e-#)
9159,ruches,RyS,RyS,.r.u.ch.e.s,.R.y.S.#.#,(r-R.u-y.ch-S.e-#.s-#)
9160,rude,Ryd,Ryd,.r.u.d.e,.R.y.d.#,(r-R.u-y.d-d.e-#)
9161,rue,Ry,Ry,.r.u.e,.R.y.#,(r-R.u-y.e-#)
9162,rue,Ry,Ry,.r.u.e,.R.y.#,(r-R.u-y.e-#)
9163,ruelles,R8El,R8El,.r.u.e.ll.e.s,.R.8.E.l.#.#,(r-R.u-8.e-E.ll-l.e-#.s-#)
9164,rues,Ry,Ry,.r.u.e.s,.R.y.#.#,(r-R.u-y.e-#.s-#)
9165,rugby,Rygbi,Ryg.bi,.r.u.g.b.y,.R.y.g.b.i,(r-R.u-y.g-g.b-b.y-i)
9166,rugir,RyZiR,Ry.ZiR,.r.u.g.i.r,.R.y.Z.i.R,(r-R.u-y.g-Z.i-i.r-R)
9167,rugissait,RyZisE,Ry.Zi.sE,.r.u.g.i.ss.ai.t,.R.y.Z.i.s.E.#,(r-R.u-y.g-Z.i-i.ss-s.ai-E.t-#)
9168,rugissant,RyZis@,Ry.Zi.s@,.r.u.g.i.ss.an.t,.R.y.Z.i.s.@.#,(r-R.u-y.g-Z.i-i.ss-s.an-@.t-#)
9169,rugissement,RyZism@,Ry.Zis.m@,.r.u.g.i.ss.e.m.en.t,.R.y.Z.i.s.#.m.@.#,(r-R.u-y.g-Z.i-i.ss-s.e-#.m-m.en-@.t-#)
9170,rugit,RyZi,Ry.Zi,.r.u.g.i.t,.R.y.Z.i.#,(r-R.u-y.g-Z.i-i.t-#)
9171,ruines,R8in,R8in,.r.u.i.n.e.s,.R.8.i.n.#.#,(r-R.u-8.i-i.n-n.e-#.s-#)
9172,ruisseau,R8isO,R8i.sO,.r.u.i.ss.eau,.R.8.i.s.O,(r-R.u-8.i-i.ss-s.eau-O)
9173,rumine,Rymin,Ry.min,.r.u.m.i.n.e,.R.y.m.i.n.#,(r-R.u-y.m-m.i-i.n-n.e-#)
9174,ruse,Ryz,Ryz,.r.u.s.e,.R.y.z.#,(r-R.u-y.s-z.e-#)
9175,rusé,Ryze,Ry.ze,.r.u.s.é,.R.y.z.e,(r-R.u-y.s-z.é-e)
9176,rusé,Ryze,Ry.ze,.r.u.s.é,.R.y.z.e,(r-R.u-y.s-z.é-e)
9177,rusée,Ryze,Ry.ze,.r.u.s.é.e,.R.y.z.e.#,(r-R.u-y.s-z.é-e.e-#)
9178,russe,Rys,Rys,.r.u.ss.e,.R.y.s.#,(r-R.u-y.ss-s.e-#)
9179,russes,Rys,Rys,.r.u.ss.e.s,.R.y.s.#.#,(r-R.u-y.ss-s.e-#.s-#)
9180,russie,Rysi,Ry.si,.r.u.ss.i.e,.R.y.s.i.#,(r-R.u-y.ss-s.i-i.e-#)
9181,rythme,Ritm*,Rit.m*,.r.y.th.m.e,.R.i.t.m.*,(r-R.y-i.th-t.m-m.e-*)
9182,sa,sa,sa,.s.a,.s.a,(s-s.a-a)
9183,sabine,sabin,sa.bin,.s.a.b.i.n.e,.s.a.b.i.n.#,(s-s.a-a.b-b.i-i.n-n.e-#)
9184,sable,sAbl*,sA.bl*,.s.a.b.l.e,.s.A.b.l.*,(s-s.a-A.b-b.l-l.e-*)
9185,sabot,sabO,sa.bO,.s.a.b.o.t,.s.a.b.O.#,(s-s.a-a.b-b.o-O.t-#)
9186,sabots,sabO,sa.bO,.s.a.b.o.t.s,.s.a.b.O.#.#,(s-s.a-a.b-b.o-O.t-#.s-#)
9187,sabre,sAbR*,sA.bR*,.s.a.b.r.e,.s.A.b.R.*,(s-s.a-A.b-b.r-R.e-*)
9188,sac,sak,sak,.s.a.c,.s.a.k,(s-s.a-a.c-k)
9189,sachant,saS@,sa.S@,.s.a.ch.an.t,.s.a.S.@.#,(s-s.a-a.ch-S.an-@.t-#)
9190,sache,saS,saS,.s.a.ch.e,.s.a.S.#,(s-s.a-a.ch-S.e-#)
9191,sachet,saSE,sa.SE,.s.a.ch.e.t,.s.a.S.E.#,(s-s.a-a.ch-S.e-E.t-#)
9192,sachets,saSE,sa.SE,.s.a.ch.e.t.s,.s.a.S.E.#.#,(s-s.a-a.ch-S.e-E.t-#.s-#)
9193,sacoche,sakoS,sa.koS,.s.a.c.o.ch.e,.s.a.k.o.S.#,(s-s.a-a.c-k.o-o.ch-S.e-#)
9194,sacré,sakRe,sa.kRe,.s.a.c.r.é,.s.a.k.R.e,(s-s.a-a.c-k.r-R.é-e)
9195,sacs,sak,sak,.s.a.c.s,.s.a.k.#,(s-s.a-a.c-k.s-#)
9196,sage,saZ,saZ,.s.a.g.e,.s.a.Z.#,(s-s.a-a.g-Z.e-#)
9197,sage,saZ,saZ,.s.a.g.e,.s.a.Z.#,(s-s.a-a.g-Z.e-#)
9198,sagement,saZm@,saZ.m@,.s.a.g.e.m.en.t,.s.a.Z.#.m.@.#,(s-s.a-a.g-Z.e-#.m-m.en-@.t-#)
9199,sages,saZ,saZ,.s.a.g.e.s,.s.a.Z.#.#,(s-s.a-a.g-Z.e-#.s-#)
9200,sagesse,saZEs,sa.ZEs,.s.a.g.e.ss.e,.s.a.Z.E.s.#,(s-s.a-a.g-Z.e-E.ss-s.e-#)
9201,sahara,saaRa,sa.a.Ra,.s.a.h.a.r.a,.s.a.#.a.R.a,(s-s.a-a.h-#.a-a.r-R.a-a)
9202,saigne,sEN,sEN,.s.ai.gn.e,.s.E.N.#,(s-s.ai-E.gn-N.e-#)
9203,saigné,seNe,se.Ne,.s.ai.gn.é,.s.e.N.e,(s-s.ai-e.gn-N.é-e)
9204,saigner,seNe,se.Ne,.s.ai.gn.er,.s.e.N.e,(s-s.ai-e.gn-N.er-e)
9205,sain,s5,s5,.s.ain,.s.5,(s-s.ain-5)
9206,saine,sEn,sEn,.s.ai.n.e,.s.E.n.#,(s-s.ai-E.n-n.e-#)
9207,saines,sEn,sEn,.s.ai.n.e.s,.s.E.n.#.#,(s-s.ai-E.n-n.e-#.s-#)
9208,sainfoin,s5fw5,s5.fw5,.s.ain.f.oin,.s.5.f.w5,(s-s.ain-5.f-f.oin-w5)
9209,saint,s5,s5,.s.ain.t,.s.5.#,(s-s.ain-5.t-#)
9210,saint,s5,s5,.s.ain.t,.s.5.#,(s-s.ain-5.t-#)
9211,sais,sE,sE,.s.ai.s,.s.E.#,(s-s.ai-E.s-#)
9212,saisissant,sezis@,se.zi.s@,.s.ai.s.i.ss.an.t,.s.e.z.i.s.@.#,(s-s.ai-e.s-z.i-i.ss-s.an-@.t-#)
9213,saisit,sezi,se.zi,.s.ai.s.i.t,.s.e.z.i.#,(s-s.ai-e.s-z.i-i.t-#)
9214,saison,sEz§,sE.z§,.s.ai.s.on,.s.E.z.§,(s-s.ai-E.s-z.on-§)
9215,saisons,sEz§,sE.z§,.s.ai.s.on.s,.s.E.z.§.#,(s-s.ai-E.s-z.on-§.s-#)
9216,sait,sE,sE,.s.ai.t,.s.E.#,(s-s.ai-E.t-#)
