,word,orthosyll,syll,freq,pron,len,phlen
23518,prune,pru-ne,pRyn,5.68,pRyn,5,4
23519,pruneau,pru-neau,pRy-no,3.65,pRyno,7,5
23520,prunelle,pru-nel-le,pRy-nEl,15.74,pRynEl,8,6
23521,prunellier,pru-nel-lier,pRy-n°-lje,0.47,pRyn°lje,10,8
23522,prunier,pru-nier,pRy-nje,2.57,pRynje,7,6
23523,prunus,pru-nus,pRy-nys,0.07,pRynys,6,6
23524,prurigo,pru-ri-go,pRy-Ri-go,0.07,pRyRigo,7,7
23525,prurit,pru-rit,pRy-Rit,0.88,pRyRit,6,6
23526,prussien,prus-sien,pRy-sj5,3.38,pRysj5,8,6
23527,prussique,prus-si-que,pRy-sik,0.2,pRysik,9,6
23528,prytanée,pry-ta-née,pRi-ta-ne,0.27,pRitane,8,7
23529,près,près,pRE,285.41,pRE,4,3
23530,pré,pré,pRe,32.5,pRe,3,3
23531,préalable,préa-la-ble,pRe-a-labl,2.7,pRealabl,9,8
23533,préambule,pré-am-bu-le,pRe-@-byl,2.77,pRe@byl,9,7
23534,préau,pré-au,pRe-o,4.59,pReo,5,4
23535,préavis,pré-avis,pRe-a-vi,1.08,pReavi,7,6
23536,précaire,pré-cai-re,pRe-kER,6.35,pRekER,8,6
23539,précarité,pré-ca-ri-té,pRe-ka-Ri-te,1.35,pRekaRite,9,9
23540,précaution,pré-cau-tion,pRe-ko-sj§,36.01,pRekosj§,10,8
23542,précepte,pré-cep-te,pRe-sEpt,2.23,pResEpt,8,7
23543,précepteur,pré-cep-teur,pRe-sEp-t9R,2.91,pResEpt9R,10,9
23544,précession,pré-ces-sion,pRe-se-sj§,0.2,pResesj§,10,8
23546,précieux,pré-cieux,pRe-sj2,39.19,pResj2,8,6
23547,préciosité,pré-cio-si-té,pRe-sjo-zi-te,1.28,pResjozite,10,10
23548,précipice,pré-ci-pi-ce,pRe-si-pis,3.38,pResipis,9,8
23551,précipiter,pré-ci-pi-ter,pRe-si-pi-te,66.96,pResipite,10,9
23552,précipité,pré-ci-pi-té,pRe-si-pi-te,8.45,pResipite,9,9
23553,précis,pré-cis,pRe-si,61.82,pResi,6,5
23554,préciser,pré-ci-ser,pRe-si-ze,48.31,pResize,8,7
23555,précision,pré-ci-sion,pRe-si-zj§,24.26,pResizj§,9,8
23557,précité,pré-ci-té,pRe-si-te,0.41,pResite,7,7
23558,précoce,pré-co-ce,pRe-kOs,5.61,pRekOs,7,6
23560,précocité,pré-co-ci-té,pRe-ko-si-te,1.35,pRekosite,9,9
23562,préconiser,pré-co-ni-ser,pRe-ko-ni-ze,1.96,pRekonize,10,9
23563,préconçu,pré-con-çu,pRe-k§-sy,0.81,pRek§sy,8,7
23564,précurseur,pré-cur-seur,pRe-kyR-s9R,1.49,pRekyRs9R,10,9
23566,précédent,pré-cé-dent,pRe-se-d@,24.12,pResed@,9,7
23567,précéder,pré-cé-der,pRe-se-de,41.22,pResede,8,7
23568,prédateur,pré-da-teur,pRe-da-t9R,0.68,pRedat9R,9,8
23569,prédelle,pré-del-le,pRe-dEl,0.14,pRedEl,8,6
23570,prédestiné,pré-des-ti-né,pRe-dEs-ti-ne,0.81,pRedEstine,10,10
23571,prédicant,pré-di-cant,pRe-di-k@,0.54,pRedik@,9,7
23574,prédiction,pré-dic-tion,pRe-dik-sj§,3.24,pRediksj§,10,9
23576,prédire,pré-di-re,pRe-diR,6.82,pRediR,7,6
23577,prédit,pré-dit,pRe-di,0.14,pRedi,6,5
23582,préemption,pré-emp-tion,pRe-@p-sj§,0.07,pRe@psj§,10,8
23584,préface,pré-fa-ce,pRe-fas,2.97,pRefas,7,6
23585,préfacier,pré-fa-cier,pRe-fa-sje,0.07,pRefasje,9,8
23587,préfecture,pré-fec-tu-re,pRe-fEk-tyR,7.91,pRefEktyR,10,9
23588,préfet,pré-fet,pRe-fE,8.45,pRefE,6,5
23590,préfigurer,pré-fi-gu-rer,pRe-fi-gy-Re,1.69,pRefigyRe,10,9
23591,préfixe,pré-fixe,pRe-fiks,0.34,pRefiks,7,7
23593,préformer,pré-for-mer,pRe-fOR-me,0.14,pRefORme,9,8
23594,préférable,pré-fé-ra-ble,pRe-fe-Rabl,7.7,pRefeRabl,10,9
23595,préférence,pré-fé-ren-ce,pRe-fe-R@s,13.92,pRefeR@s,10,8
23597,préférer,pré-fé-rer,pRe-fe-Re,133.38,pRefeRe,8,7
23598,préféré,pré-fé-ré,pRe-fe-Re,5.0,pRefeRe,7,7
23599,prégnance,pré-gnan-ce,pRe-N@s,0.14,pReN@s,9,6
23600,préhensile,pré-hen-si-le,pRe-@-sil,0.07,pRe@sil,10,7
23601,préhension,pré-hen-sion,pRe-@-sj§,0.07,pRe@sj§,10,7
23606,préjudice,pré-ju-di-ce,pRe-Zy-dis,2.03,pReZydis,9,8
23608,préjuger,pré-ju-ger,pRe-Zy-Ze,1.69,pReZyZe,8,7
23609,préjugé,pré-ju-gé,pRe-Zy-Ze,10.61,pReZyZe,7,7
23610,prélasser,pré-las-ser,pRe-la-se,2.57,pRelase,9,7
23611,prélat,pré-lat,pRe-la,2.77,pRela,6,5
23612,prélegs,pré-leg-s,pRe-lE,0.07,pRelE,7,5
23613,prélever,pré-le-ver,pRe-l°-ve,5.81,pRel°ve,8,7
23615,prélude,pré-lu-de,pRe-lyd,2.91,pRelyd,7,6
23616,préluder,pré-lu-der,pRe-ly-de,2.57,pRelyde,8,7
23618,prématuré,pré-ma-tu-ré,pRe-ma-ty-Re,3.18,pRematyRe,9,9
23620,prémices,pré-mi-ces,pRe-mis,1.35,pRemis,8,6
23621,prémisse,pré-mis-se,pRe-mis,0.68,pRemis,8,6
23622,prémolaire,pré-mo-lai-re,pRe-mo-lER,0.14,pRemolER,10,8
23625,prémunir,pré-mu-nir,pRe-my-niR,0.95,pRemyniR,8,8
23627,préméditer,pré-mé-di-ter,pRe-me-di-te,1.89,pRemedite,10,9
23628,prémédité,pré-mé-di-té,pRe-me-di-te,0.95,pRemedite,9,9
23629,prénatal,pré-na-tal,pRe-na-tal,0.54,pRenatal,8,8
23630,prénom,pré-nom,pRe-n§,30.47,pRen§,6,5
23631,prénommer,pré-nom-mer,pRe-no-me,2.36,pRenome,9,7
23632,prénommé,pré-nom-mé,pRe-no-me,0.47,pRenome,8,7
23633,prénuptial,pré-nup-tial,pRe-nyp-sjal,0.2,pRenypsjal,10,10
23636,préoccuper,pré-oc-cu-per,pRe-o-ky-pe,18.92,pReokype,10,8
23637,préoccupé,pré-oc-cu-pé,pRe-o-ky-pe,4.86,pReokype,9,8
23639,préparatif,pré-pa-ra-tif,pRe-pa-Ra-tif,7.36,pRepaRatif,10,10
23642,préparer,pré-pa-rer,pRe-pa-Re,154.12,pRepaRe,8,7
23646,préposé,pré-po-sé,pRe-po-ze,3.99,pRepoze,7,7
23647,prépotence,pré-po-ten-ce,pRe-po-t@s,0.07,pRepot@s,10,8
23648,prépuce,pré-pu-ce,pRe-pys,0.47,pRepys,7,6
23651,préroman,pré-ro-man,pRe-Ro-m@,0.07,pReRom@,8,7
23652,présage,pré-sa-ge,pRe-zaZ,4.59,pRezaZ,7,6
23653,présager,pré-sa-ger,pRe-za-Ze,3.31,pRezaZe,8,7
23654,présence,pré-sen-ce,pRe-z@s,135.54,pRez@s,8,6
23655,présent,pré-sent,pRe-z@,80.74,pRez@,7,5
23659,présente,pré-sen-te,pRe-z@t,1.35,pRez@t,8,6
23661,présenter,pré-sen-ter,pRe-z@-te,135.14,pRez@te,9,7
23662,présentoir,pré-sen-toir,pRe-z@-twaR,1.35,pRez@twaR,10,9
23665,préserver,pré-ser-ver,pRe-zER-ve,21.15,pRezERve,9,8
23666,préside,pré-si-de,pRe-zid,0.07,pRezid,7,6
23667,présidence,pré-si-den-ce,pRe-zi-d@s,5.95,pRezid@s,10,8
23668,président,pré-si-dent,pRe-zi-d@,79.66,pRezid@,9,7
23670,présider,pré-si-der,pRe-zi-de,10.61,pRezide,8,7
23671,présidium,pré-si-dium,pRe-zi-djOm,0.14,pRezidjOm,9,9
23673,présomptif,pré-somp-tif,pRe-z§p-tif,0.2,pRez§ptif,10,9
23676,présumer,pré-su-mer,pRe-zy-me,3.65,pRezyme,8,7
23677,présumé,pré-su-mé,pRe-zy-me,0.88,pRezyme,7,7
23678,préséance,pré-séan-ce,pRe-se-@s,0.81,pRese@s,9,7
23679,prétendant,pré-ten-dant,pRe-t@-d@,2.16,pRet@d@,10,7
23680,prétendre,pré-ten-dre,pRe-t@dR,67.43,pRet@dR,9,7
23681,prétendu,pré-ten-du,pRe-t@-dy,7.64,pRet@dy,8,7
23686,prétention,pré-ten-tion,pRe-t@-sj§,10.68,pRet@sj§,10,8
23687,préteur,pré-teur,pRe-t9R,0.2,pRet9R,7,6
23688,prétexte,pré-tex-te,pRe-tEkst,42.91,pRetEkst,8,8
23689,prétexter,pré-tex-ter,pRe-tEk-ste,5.61,pRetEkste,9,9
23690,prétoire,pré-toi-re,pRe-twaR,2.3,pRetwaR,8,7
23691,prévaloir,pré-va-loir,pRe-va-lwaR,2.64,pRevalwaR,9,9
23693,prévenance,pré-ve-nan-ce,pRE-v°-n@s,2.5,pREv°n@s,10,8
23694,prévenant,pré-ve-nant,pRE-v°-n@,1.35,pREv°n@,9,7
23695,prévenir,pré-ve-nir,pRE-v°-niR,73.72,pREv°niR,8,8
23696,préventif,pré-ven-tif,pRe-v@-tif,1.22,pRev@tif,9,8
23697,prévention,pré-ven-tion,pRe-v@-sj§,2.57,pRev@sj§,10,8
23699,prévenu,pré-ve-nu,pRE-v°-ny,2.64,pREv°ny,7,7
23700,prévis,pré-vis,pRe-vi,0.14,pRevi,6,5
23701,prévisible,pré-vi-si-ble,pRe-vi-zibl,3.45,pRevizibl,10,9
23702,prévision,pré-vi-sion,pRe-vi-zj§,7.03,pRevizj§,9,8
23704,prévoir,pré-voir,pRe-vwaR,77.09,pRevwaR,7,7
23705,prévoyance,pré-voyan-ce,pRe-vwa-j@s,1.28,pRevwaj@s,10,9
23706,prévoyant,pré-voyant,pRe-vwa-j@,1.89,pRevwaj@,9,8
23707,prévôt,pré-vôt,pRe-vo,1.42,pRevo,6,5
23708,prévôté,pré-vô-té,pRe-vo-te,0.2,pRevote,7,7
23710,préétabli,pré-éta-bli,pRe-e-ta-bli,0.41,pReetabli,9,9
23711,prêche,prê-che,pRES,2.03,pRES,6,4
23712,prêcher,prê-cher,pRe-Se,7.43,pReSe,7,5
23713,prêcheur,prê-cheur,pRE-S9R,4.59,pRES9R,8,6
23714,prêt,prêt,pRE,5.54,pRE,4,3
23715,prêter,prê-ter,pRe-te,87.09,pRete,6,5
23716,prêteur,prê-teur,pRE-t9R,0.61,pREt9R,7,6
23717,prêtraille,prê-trail-le,pRE-tRaj,0.07,pREtRaj,10,7
23718,prêtre,prê-tre,pREtR,45.27,pREtR,6,5
23719,prêtrise,prê-tri-se,pRe-tRiz,0.41,pRetRiz,8,7
23720,prêté,prê-té,pRe-te,1.08,pRete,5,5
23721,prône,prô-ne,pRon,0.54,pRon,5,4
23722,prôner,prô-ner,pRo-ne,1.49,pRone,6,5
23723,prôneur,prô-neur,pRo-n9R,0.07,pRon9R,7,6
23724,psalmiste,p-sal-mis-te,psal-mist,0.14,psalmist,9,8
23725,psalmodie,p-sal-mo-die,psal-mo-di,0.74,psalmodi,9,8
23726,psalmodier,p-sal-mo-dier,psal-mo-dje,3.24,psalmodje,10,9
23727,psaume,p-sau-me,psom,4.39,psom,6,4
23728,psautier,p-sau-tier,pso-tje,0.14,psotje,8,6
23729,pschent,p-schent,psSEnt,0.07,psSEnt,7,6
23730,pschitt,p-schitt,pSit,0.95,pSit,7,4
23731,pseudo,p-seu-do,ps2-do,1.08,ps2do,6,5
23732,pseudonyme,p-seu-do-ny-me,ps2-do-nim,4.05,ps2donim,10,8
23733,psitt,p-sitt,psit,0.2,psit,5,4
23734,psy,p-sy,psi,3.85,psi,3,3
23738,psychiatre,psy-chia-tre,psi-kjatR,8.11,psikjatR,10,8
23741,psychique,psy-chi-que,psi-Sik,2.84,psiSik,9,6
23742,psychisme,psy-chis-me,psi-Sizm,1.15,psiSizm,9,7
23743,psycho,psy-cho,psi-ko,0.27,psiko,6,5
23745,psychogène,psy-cho-gè-ne,psi-ko-ZEn,1.08,psikoZEn,10,8
23750,psychose,psy-cho-se,psi-koz,0.95,psikoz,8,6
23752,psyché,psy-ché,psi-Se,1.08,psiSe,6,5
23755,puant,puant,p8@,11.49,p8@,5,3
23756,puanteur,puan-teur,p8@-t9R,9.05,p8@t9R,8,6
23757,pub,pub,p9b,4.53,p9b,3,3
23758,pubertaire,pu-ber-tai-re,py-bER-tER,0.2,pybERtER,10,8
23759,puberté,pu-ber-té,py-bER-te,2.36,pybERte,7,7
23760,pubien,pu-bien,py-bj5,0.41,pybj5,6,5
23761,pubis,pu-bis,py-bis,1.15,pybis,5,5
23762,publiable,pu-blia-ble,py-bli-jabl,0.07,pyblijabl,9,9
23763,public,pu-blic,py-blik,65.27,pyblik,6,6
23764,publicain,pu-bli-cain,py-bli-k5,0.34,pyblik5,9,7
23766,publiciste,pu-bli-cis-te,py-bli-sist,0.74,pyblisist,10,9
23768,publicité,pu-bli-ci-té,py-bli-si-te,14.66,pyblisite,9,9
23769,publico,pu-bli-co,py-bli-ko,0.07,pybliko,7,7
23770,publier,pu-blier,py-bli-je,33.92,pyblije,7,7
23772,pubère,pu-bè-re,py-bER,0.41,pybER,6,5
23773,puce,pu-ce,pys,12.43,pys,4,3
23774,puceau,pu-ceau,py-so,2.84,pyso,6,4
23775,pucelage,pu-ce-la-ge,py-s°-laZ,1.15,pys°laZ,8,7
23776,puceron,pu-ce-ron,py-s°-R§,0.47,pys°R§,7,6
23777,pucheux,pu-cheux,py-S2,0.07,pyS2,7,4
23778,pucier,pu-cier,py-sje,0.41,pysje,6,5
23779,pudding,pud-ding,pu-diG,0.68,pudiG,7,5
23780,pudeur,pu-deur,py-d9R,20.07,pyd9R,6,5
23781,pudibond,pu-di-bond,py-di-b§,0.41,pydib§,8,6
23783,pudicité,pu-di-ci-té,py-di-si-te,0.07,pydisite,8,8
23784,pudique,pu-di-que,py-dik,5.27,pydik,7,5
23786,pueblo,pue-blo,py-°-blo,0.95,py°blo,6,6
23787,puer,puer,p8e,18.65,p8e,4,3
23788,puff,puff,p9f,0.14,p9f,4,3
23789,pugilat,pu-gi-lat,py-Zi-la,1.08,pyZila,7,6
23790,pugiler,pu-gi-ler,py-Zi-le,0.07,pyZile,7,6
23791,pugiliste,pu-gi-lis-te,py-Zi-list,0.41,pyZilist,9,8
23793,pugnace,pug-na-ce,py-Nas,0.14,pyNas,7,5
23794,pugnacité,pug-na-ci-té,py-Na-si-te,0.2,pyNasite,9,8
23795,puis,puis,p8i,836.42,p8i,4,3
23796,puisard,pui-sard,p8i-zaR,0.2,p8izaR,7,6
23797,puisatier,pui-sa-tier,p8i-za-tje,0.07,p8izatje,9,8
23798,puiser,pui-ser,p8i-ze,14.46,p8ize,6,5
23799,puisette,pui-set-te,p8i-zEt,0.14,p8izEt,8,6
23800,puisque,puis-que,p8is-k°,131.82,p8isk°,7,6
23802,puissance,puis-san-ce,p8i-s@s,55.2,p8is@s,9,6
23803,puissant,puis-sant,p8i-s@,47.7,p8is@,8,5
23804,puits,puits,p8i,21.69,p8i,5,3
23805,pull,pull,pyl,8.65,pyl,4,3
23806,pullman,pull-man,pul-man,0.54,pulman,7,6
23808,pulluler,pul-lu-ler,py-ly-le,2.91,pylyle,8,6
23809,pulmonaire,pul-mo-nai-re,pyl-mo-nER,1.35,pylmonER,10,8
23810,pulpe,pul-pe,pylp,2.36,pylp,5,4
23811,pulpeux,pul-peux,pyl-p2,2.23,pylp2,7,5
23812,pulsation,pul-sa-tion,pyl-sa-sj§,4.19,pylsasj§,9,8
23813,pulser,pul-ser,pyl-se,0.61,pylse,6,5
23814,pulsion,pul-sion,pyl-sj§,1.69,pylsj§,7,6
23815,pulvérin,pul-vé-rin,pyl-ve-R5,0.07,pylveR5,8,7
23818,pulvériser,pul-vé-ri-ser,pyl-ve-Ri-ze,6.69,pylveRize,10,9
23820,puma,pu-ma,py-ma,2.03,pyma,4,4
23821,punaise,pu-nai-se,py-nEz,7.84,pynEz,7,5
23822,punch,pun-ch,p§S,3.11,p§S,5,3
23823,puni,pu-ni,py-ni,4.26,pyni,4,4
23824,punique,pu-ni-que,py-nik,0.2,pynik,7,5
23825,punir,pu-nir,py-niR,20.14,pyniR,5,5
23826,punissable,pu-nis-sa-ble,py-ni-sabl,0.14,pynisabl,10,8
23827,punitif,pu-ni-tif,py-ni-tif,1.08,pynitif,7,7
23828,punition,pu-ni-tion,py-ni-sj§,9.46,pynisj§,8,7
23829,punk,punk,p1k,4.12,p1k,4,3
23830,punkette,pun-ket-te,p9n-kEt,0.14,p9nkEt,8,6
23831,pupazzo,pu-paz-zo,pu-pad-zo,0.14,pupadzo,7,7
23832,pupille,pu-pil-le,py-pij,5.54,pypij,7,5
23833,pupitre,pu-pi-tre,py-pitR,6.89,pypitR,7,6
23834,pur,pur,pyR,90.34,pyR,3,3
23835,pureau,pu-reau,py-Ro,0.07,pyRo,6,4
23836,purement,pu-re-ment,py-R°-m@,9.32,pyR°m@,8,6
23837,pureté,pu-re-té,py-R°-te,13.99,pyR°te,6,6
23838,purgatif,pur-ga-tif,pyR-ga-tif,0.14,pyRgatif,8,8
23839,purgation,pur-ga-tion,pyR-ga-sj§,0.2,pyRgasj§,9,8
23840,purgatoire,pur-ga-toi-re,pyR-ga-twaR,2.84,pyRgatwaR,10,9
23841,purge,pur-ge,pyRZ,1.89,pyRZ,5,4
23842,purger,pur-ger,pyR-Ze,3.24,pyRZe,6,5
23843,purifiant,pu-ri-fiant,py-Ri-fj@,0.2,pyRifj@,9,7
23847,purifier,pu-ri-fier,py-Ri-fje,4.86,pyRifje,8,7
23848,purin,pu-rin,py-R5,2.23,pyR5,5,4
23849,puriste,pu-ris-te,py-Rist,0.14,pyRist,7,6
23850,puritain,pu-ri-tain,py-Ri-t5,2.03,pyRit5,8,6
23852,purotin,pu-ro-tin,py-Ro-t5,0.41,pyRot5,7,6
23853,purpurin,pur-pu-rin,pyR-py-R5,0.61,pyRpyR5,8,7
23854,purulence,pu-ru-len-ce,py-Ry-l@s,0.41,pyRyl@s,9,7
23855,purulent,pu-ru-lent,py-Ry-l@,0.74,pyRyl@,8,6
23856,purée,pu-rée,py-Re,6.28,pyRe,5,4
23857,pus,pus,py,5.0,py,3,2
23860,pustule,pus-tu-le,pys-tyl,1.35,pystyl,7,6
23861,pustuleux,pus-tu-leux,pys-ty-l2,0.61,pystyl2,9,7
23862,putain,pu-tain,py-t5,40.41,pyt5,6,4
23863,putasserie,pu-tas-se-rie,py-ta-s°-Ri,0.41,pytas°Ri,10,8
23864,putassier,pu-tas-sier,py-ta-sje,0.41,pytasje,9,7
23865,putatif,pu-ta-tif,py-ta-tif,0.74,pytatif,7,7
23866,pute,pu-te,pyt,20.27,pyt,4,3
23867,putier,pu-tier,py-tje,0.14,pytje,6,5
23868,putois,pu-tois,py-twa,1.28,pytwa,6,5
23871,putride,pu-tri-de,py-tRid,0.95,pytRid,7,6
23873,putréfier,pu-tré-fier,py-tRe-fje,0.68,pytRefje,9,8
23874,putsch,put-sch,putS,1.55,putS,6,4
23875,puy,puy,p8i,0.14,p8i,3,3
23876,puzzle,puzz-le,p9-z9l,11.82,p9z9l,6,5
23878,puéril,pué-ril,p8e-Ril,9.59,p8eRil,6,6
23880,puérilité,pué-ri-li-té,p8e-Ri-li-te,1.28,p8eRilite,9,9
23881,puîné,puî-né,p8i-ne,0.27,p8ine,5,5
23882,pygmée,pyg-mée,pig-me,0.47,pigme,6,5
23883,pyjama,py-ja-ma,pi-Za-ma,17.57,piZama,6,6
23884,pylore,py-lo-re,pi-lOR,0.07,pilOR,6,5
23885,pylône,py-lô-ne,pi-lon,1.96,pilon,6,5
23886,pyrame,py-ra-me,pi-Ram,0.14,piRam,6,5
23887,pyramidal,py-ra-mi-dal,pi-Ra-mi-dal,1.15,piRamidal,9,9
23888,pyramide,py-ra-mi-de,pi-Ra-mid,10.14,piRamid,8,7
23889,pyramidé,py-ra-mi-dé,pi-Ra-mi-de,0.07,piRamide,8,8
23890,pyrex,py-rex,pi-REks,0.07,piREks,5,6
23891,pyrogène,py-ro-gè-ne,pi-Ro-ZEn,0.14,piRoZEn,8,7
23892,pyromane,py-ro-ma-ne,pi-Ro-man,0.88,piRoman,8,7
23893,pyromanie,py-ro-ma-nie,pi-Ro-ma-ni,0.07,piRomani,9,8
23894,pyromètre,py-ro-mè-tre,pi-Ro-mEtR,0.27,piRomEtR,9,8
23895,pyrosphère,py-ro-sphè-re,pi-Ros-fER,0.07,piRosfER,10,8
23898,pyrrhique,pyr-rhi-que,pi-Rik,0.07,piRik,9,5
23899,pyrrhonien,pyr-rho-nien,pi-Ro-nj5,0.14,piRonj5,10,7
23901,pyrèthre,py-rè-th-re,pi-REtR,0.07,piREtR,8,6
23902,pyrénéen,py-ré-néen,pi-Re-ne-5,0.07,piRene5,8,7
23903,pyrénéenne,py-ré-néen-ne,pi-Re-ne-En,0.07,piReneEn,10,8
23905,pythie,py-thie,pi-ti,0.54,piti,6,4
23906,python,py-thon,pi-t§,0.54,pit§,6,4
23907,pythonisse,py-tho-nis-se,pi-to-nis,0.2,pitonis,10,7
23908,pâle,pâ-le,pal,83.58,pal,4,3
23909,pâleur,pâ-leur,pa-l9R,10.41,pal9R,6,5
23910,pâlichon,pâ-li-chon,pa-li-S§,0.81,paliS§,8,6
23911,pâlir,pâ-lir,pa-liR,15.14,paliR,5,5
23912,pâlissant,pâ-lis-sant,pa-li-s@,0.74,palis@,9,6
23913,pâlot,pâ-lot,pa-lo,1.22,palo,5,4
23914,pâmer,pâ-mer,pa-me,3.18,pame,5,4
23915,pâmoison,pâ-moi-son,pa-mwa-z§,1.22,pamwaz§,8,7
23916,pâque,pâ-que,pak,0.95,pak,5,3
23917,pâquerette,pâ-que-ret-te,pa-k°-REt,2.09,pak°REt,10,7
23918,pâques,pâ-ques,pak,1.01,pak,6,3
23919,pâquis,pâ-quis,pa-ki,0.07,paki,6,4
23920,pâte,pâ-te,pat,24.73,pat,4,3
23921,pâteux,pâ-teux,pa-t2,5.07,pat2,6,4
23922,pâtir,pâ-tir,pa-tiR,2.64,patiR,5,5
23923,pâtis,pâ-tis,pa-ti,0.54,pati,5,4
23924,pâtisserie,pâ-tis-se-rie,pa-ti-s°-Ri,13.11,patis°Ri,10,8
23925,pâtissier,pâ-tis-sier,pa-ti-sje,8.51,patisje,9,7
23926,pâton,pâ-ton,pa-t§,0.2,pat§,5,4
23927,pâtre,pâ-tre,patR,1.62,patR,5,4
23928,pâturage,pâ-tu-ra-ge,pa-ty-RaZ,4.53,patyRaZ,8,7
23929,pâture,pâ-tu-re,pa-tyR,3.31,patyR,6,5
23930,pâturer,pâ-tu-rer,pa-ty-Re,0.74,patyRe,7,6
23931,pâturin,pâ-tu-rin,pa-ty-R5,0.07,patyR5,7,6
23932,pâté,pâ-té,pa-te,16.55,pate,4,4
23933,pâtée,pâ-tée,pa-te,2.97,pate,5,4
23934,pègre,pè-gre,pEgR,1.42,pEgR,5,4
23935,pèlerin,pè-le-rin,pE-l°-R5,12.7,pEl°R5,7,6
23936,pèlerinage,pè-le-ri-na-ge,pE-l°-Ri-naZ,8.58,pEl°RinaZ,10,9
23937,père,pè-re,pER,723.51,pER,4,3
23938,pètesec,pè-te-sec,pEt-sEk,0.07,pEtsEk,7,6
23939,pèze,pè-ze,pEz,0.95,pEz,4,3
23940,péage,péa-ge,pe-aZ,1.01,peaZ,5,4
23941,péagiste,péa-gis-te,pe-a-Zist,0.07,peaZist,8,7
23942,péan,péan,pe-@,0.07,pe@,4,3
23943,pébroc,pé-broc,pe-bROk,0.07,pebROk,6,6
23944,pébroque,pé-bro-que,pe-bROk,1.62,pebROk,8,6
23945,pécari,pé-ca-ri,pe-ka-Ri,0.81,pekaRi,6,6
23946,pécher,pé-cher,pe-Se,4.59,peSe,6,4
23947,pécheur,pé-cheur,pe-S9R,4.53,peS9R,7,5
23948,péché,pé-ché,pe-Se,30.27,peSe,5,4
23949,pécore,pé-co-re,pe-kOR,1.01,pekOR,6,5
23950,pécule,pé-cu-le,pe-kyl,2.3,pekyl,6,5
23951,pécune,pé-cu-ne,pe-kyn,0.07,pekyn,6,5
23952,pécuniaire,pé-cu-niai-re,pe-ky-njER,0.41,pekynjER,10,8
23953,pécunieux,pé-cu-nieux,pe-ky-nj2,0.07,pekynj2,9,7
23954,pédagogie,pé-da-go-gie,pe-da-go-Zi,1.22,pedagoZi,9,8
23956,pédagogue,pé-da-go-gue,pe-da-gOg,1.49,pedagOg,9,7
23957,pédalage,pé-da-la-ge,pe-da-laZ,0.14,pedalaZ,8,7
23958,pédale,pé-da-le,pe-dal,0.27,pedal,6,5
23959,pédaler,pé-da-ler,pe-da-le,7.03,pedale,7,6
23960,pédaleur,pé-da-leur,pe-da-l9R,0.14,pedal9R,8,7
23961,pédalier,pé-da-lier,pe-da-lje,1.01,pedalje,8,7
23962,pédalo,pé-da-lo,pe-da-lo,0.41,pedalo,6,6
23963,pédant,pé-dant,pe-d@,1.55,ped@,6,4
23964,pédanterie,pé-dan-te-rie,pe-d@-t°-Ri,0.47,ped@t°Ri,10,8
23966,pédantisme,pé-dan-tis-me,pe-d@-tizm,0.61,ped@tizm,10,8
23967,pédestre,pé-des-tre,pe-dEstR,0.54,pedEstR,8,7
23970,pédiatre,pé-dia-tre,pe-djatR,0.95,pedjatR,8,7
23971,pédiatrie,pé-dia-trie,pe-dja-tRi,0.14,pedjatRi,9,8
23972,pédibus,pé-di-bus,pe-di-bys,0.2,pedibys,7,7
23973,pédicule,pé-di-cu-le,pe-di-kyl,0.07,pedikyl,8,7
23974,pédicure,pé-di-cu-re,pe-di-kyR,0.41,pedikyR,8,7
23975,pédoncule,pé-don-cu-le,pe-d§-kyl,0.2,ped§kyl,9,7
23976,pédonculé,pé-don-cu-lé,pe-d§-ky-le,0.07,ped§kyle,9,8
23977,pédophile,pé-do-phi-le,pe-do-fil,0.34,pedofil,9,7
23978,pédophilie,pé-do-phi-lie,pe-do-fi-li,0.14,pedofili,10,8
23979,pédé,pé-dé,pe-de,8.18,pede,4,4
23980,pédéraste,pé-dé-ras-te,pe-de-Rast,3.38,pedeRast,9,8
23981,pédérastie,pé-dé-ras-tie,pe-de-Ras-ti,0.61,pedeRasti,10,9
23983,pégriot,pé-griot,pe-gRi-jo,0.41,pegRijo,7,7
23984,péjoratif,pé-jo-ra-tif,pe-Zo-Ra-tif,1.28,peZoRatif,9,9
23985,pékin,pé-kin,pe-k5,1.28,pek5,5,4
23986,pékinois,pé-ki-nois,pe-ki-nwa,0.47,pekinwa,8,7
23987,pélican,pé-li-can,pe-li-k@,1.28,pelik@,7,6
23988,pénal,pé-nal,pe-nal,3.38,penal,5,5
23989,pénalement,pé-na-le-ment,pe-na-l°-m@,0.07,penal°m@,10,8
23990,pénaliser,pé-na-li-ser,pe-na-li-ze,0.34,penalize,9,8
23991,pénalité,pé-na-li-té,pe-na-li-te,0.07,penalite,8,8
23992,pénard,pé-nard,pe-naR,1.08,penaR,6,5
23994,pénates,pé-na-tes,pe-nat,0.88,penat,7,5
23995,pénible,pé-ni-ble,pe-nibl,27.43,penibl,7,6
23997,péniche,pé-ni-che,pe-niS,7.97,peniS,7,5
24000,péninsule,pé-nin-su-le,pe-n5-syl,3.31,pen5syl,9,7
24001,pénis,pé-nis,pe-nis,1.96,penis,5,5
24002,pénitence,pé-ni-ten-ce,pe-ni-t@s,5.95,penit@s,9,7
