,"word","pron","freq","len"
77142,"radiomètres","RadjOmEtR",22,11
77143,"radiophare","RadjOfaR",64,10
77144,"radiophares","RadjOfaR",10,11
77145,"radios","RadjO",3927,6
77146,"radiosonde","RadjOsAd",4,10
77147,"radiosondes","RadjOsAd",5,11
77148,"radiosource","RadjOsuRs",5,11
77149,"radiosources","RadjOsuRs",9,12
77150,"radis","Radi",365,5
77151,"radium","RadjOm",148,6
77152,"radius","Radjys",259,6
77153,"radjah","RadZa",6,6
77154,"radjahs","RadZa",1,7
77155,"radome","RadOm",58,6
77156,"radôme","RadOm",31,6
77157,"radon","RadA",170,5
77158,"radotage","RadOtaZ",19,8
77159,"radotages","RadOtaZ",7,9
77160,"radotais","RadOtE",0,8
77161,"radotait","RadOtE",3,8
77162,"radotant","RadOt@",2,8
77163,"radote","RadOt",32,6
77164,"radoté","RadOte",2,6
77165,"radotées","RadOte",0,8
77166,"radotent","RadOt",4,8
77167,"radoter","RadOte",34,7
77168,"radoteries","RadOtRi",0,10
77169,"radotes","RadOt",3,7
77170,"radoteur","RadOt9R",13,8
77171,"radoteurs","RadOt9R",5,9
77172,"radoteuse","RadOt2z",8,9
77173,"radoteuses","RadOt2z",1,10
77174,"radoub","Radu",47,6
77175,"radoubaient","RadubE",0,11
77176,"radoubait","RadubE",1,9
77177,"radoube","Radub",2,7
77178,"radouber","Radube",5,8
77179,"radoubeur","Radub9R",0,9
77180,"radouci","Radusi",16,7
77181,"radoucie","Radusi",5,8
77182,"radoucies","Radusi",1,9
77183,"radoucis","Radusi",2,8
77184,"radoucit","Radusi",14,8
77185,"radula","Radyla",6,6
77186,"rafale","Rafal",533,6
77187,"rafales","Rafal",425,7
77188,"raffermi","RafERmi",48,8
77189,"raffermie","RafERmi",29,9
77190,"raffermir","RafERmiR",235,9
77191,"raffermirent","RafERmiR",1,12
77192,"raffermis","RafERmi",21,9
77193,"raffermisse","RafERmis",6,11
77194,"raffermissent","RafERmis",15,13
77195,"raffermit","RafERmi",66,9
77196,"raffinage","RafinaZ",523,9
77197,"raffinaient","RafinE",1,11
77198,"raffinait","RafinE",2,9
77199,"raffinant","Rafin@",16,9
77200,"raffine","Rafin",62,7
77201,"raffiné","Rafine",768,7
77202,"raffinée","Rafine",668,8
77203,"raffinées","Rafine",258,9
77204,"raffinement","Rafinm@",849,11
77205,"raffinements","Rafinm@",158,12
77206,"raffinent","Rafin",22,9
77207,"raffiner","Rafine",232,8
77208,"raffinèrent","RafinER",1,11
77209,"raffinerie","RafinRi",407,10
77210,"raffineries","RafinRi",332,11
77211,"raffinés","Rafine",462,8
77212,"raffineurs","Rafin9R",48,10
77213,"raffineuse","Rafin2z",2,10
77214,"raffineuses","Rafin2z",2,11
77215,"rafflesia","Raflezja",7,9
77216,"raffolaient","RafOlE",10,11
77217,"raffolais","RafOlE",3,9
77218,"raffolait","RafOlE",19,9
77219,"raffolant","RafOl@",4,9
77220,"raffole","RafOl",107,7
77221,"raffolent","RafOl",107,9
77222,"raffoler","RafOle",8,8
77223,"raffolerait","RafOlRE",0,11
77224,"raffoleront","RafOlRA",6,11
77225,"raffoles","RafOl",2,8
77226,"raffoliez","RafOlje",0,9
77227,"raffut","Rafy",25,6
77228,"raffuts","Rafy",1,7
77229,"rafiau","RafjO",1,6
77230,"rafiot","RafjO",32,6
77231,"rafiots","RafjO",9,7
77232,"rafistole","RafistOl",7,9
77233,"rafla","Rafla",7,5
77234,"raflaient","RaflE",4,9
77235,"raflais","RaflE",0,7
77236,"raflait","RaflE",8,7
77237,"raflant","Rafl@",27,7
77238,"rafle","Rafl",240,5
77239,"raflé","Rafle",131,5
77240,"raflée","Rafle",4,6
77241,"raflées","Rafle",6,7
77242,"raflent","Rafl",40,7
77243,"rafler","Rafle",98,6
77244,"raflera","RaflORa",3,7
77245,"raflerait","RaflORE",3,9
77246,"rafles","Rafl",120,6
77247,"raflés","Rafle",26,6
77248,"rafraîchi","RafReSi",127,9
77249,"rafraîchie","RafReSi",71,10
77250,"rafraîchies","RafReSi",38,11
77251,"rafraîchir","RafReSiR",730,10
77252,"rafraîchirent","RafReSiR",2,13
77253,"rafraîchis","RafReSi",45,10
77254,"rafraîchisse","RafReSis",15,12
77255,"rafraîchissent","RafReSis",31,14
77256,"rafraîchit","RafReSi",146,10
77257,"rag","Rag",116,3
77258,"rage","RaZ",4419,4
77259,"ragea","RaZa",4,5
77260,"rageaient","RaZE",1,9
77261,"rageais","RaZE",2,7
77262,"rageait","RaZE",11,7
77263,"rageant","RaZ@",62,7
77264,"ragent","RaZ",7,6
77265,"rager","RaZe",39,5
77266,"rages","RaZ",75,5
77267,"rageur","RaZ9R",99,6
77268,"rageurs","RaZ9R",38,7
77269,"rageuse","RaZ2z",56,7
77270,"rageusement","RaZ2zm@",66,11
77271,"rageuses","RaZ2z",19,8
77272,"raglan","Ragl@",35,6
77273,"raglans","Ragl@",1,7
77274,"ragondins","RagAd5",26,9
77275,"ragot","RagO",177,5
77276,"ragota","RagOta",0,6
77277,"ragotait","RagOtE",0,8
77278,"ragoter","RagOte",1,7
77279,"ragotin","RagOt5",3,7
77280,"ragots","RagO",214,6
77281,"ragougnasse","RaguNas",2,11
77282,"ragougnasses","RaguNas",0,12
77283,"ragoût","Ragu",233,6
77284,"ragoûtant","Ragut@",20,9
77285,"ragoûtante","Ragut@t",9,10
77286,"ragoûtantes","Ragut@t",8,11
77287,"ragoûtants","Ragut@",7,10
77288,"ragoûts","Ragu",64,7
77289,"ragrafait","RagRafE",0,9
77290,"ragrafant","RagRaf@",0,9
77291,"ragrafe","RagRaf",0,7
77292,"ragrément","RagRem@",0,9
77293,"ragtime","Ragtajm",82,7
77294,"raguse","Ragyz",25,6
77295,"rai","RE",529,3
77296,"raid","REd",2934,4
77297,"raide","REd",795,5
77298,"raidement","REdm@",3,9
77299,"raiders","REd9R",88,7
77300,"raides","REd",395,6
77301,"raideur","REd9R",297,7
77302,"raideurs","REd9R",73,8
77303,"raidi","REdi",34,5
77304,"raidie","REdi",18,6
77305,"raidies","REdi",14,7
77306,"raidillon","REdijA",35,9
77307,"raidillons","REdijA",8,10
77308,"raidir","RediR",55,6
77309,"raidira","REdiRa",1,7
77310,"raidirent","REdiR",5,9
77311,"raidis","REdi",30,6
77312,"raidissaient","REdisE",2,12
77313,"raidissais","REdisE",1,10
77314,"raidissait","REdisE",8,10
77315,"raidissant","REdis@",11,10
77316,"raidisse","REdis",1,8
77317,"raidissement","REdism@",50,12
77318,"raidissements","REdism@",4,13
77319,"raidissent","REdis",15,10
77320,"raidisseurs","REdis9R",29,11
77321,"raidissez","REdise",3,9
77322,"raidit","REdi",53,6
77323,"raidît","REdi",0,6
77324,"raids","REd",696,5
77325,"raie","RE",423,4
77326,"raient","RE",42,6
77327,"raies","RE",380,5
77328,"raifort","REfOR",93,7
77329,"rail","Raj",2262,4
77330,"railla","Raja",13,6
77331,"raillaient","RajE",12,10
77332,"raillais","RajE",1,8
77333,"raillait","RajE",19,8
77334,"raillant","Raj@",27,8
77335,"raille","Raj",86,6
77336,"raillé","Raje",47,6
77337,"raillée","Raje",12,7
77338,"raillent","Raj",24,8
77339,"railler","Raje",83,7
77340,"raillèrent","RajER",3,10
77341,"raillerie","RajRi",130,9
77342,"railleries","RajRi",137,10
77343,"raillés","Raje",10,7
77344,"railleur","Raj9R",71,8
77345,"railleurs","Raj9R",34,9
77346,"railleuse","Raj2z",30,9
77347,"railleuses","Raj2z",4,10
77348,"raillez","Raje",12,7
77349,"rails","Raj",1300,5
77350,"railway","RajwE",361,7
77351,"railways","RajwE",120,8
77352,"rain","R5",572,4
77353,"raine","REn",66,5
77354,"rainer","Rene",400,6
77355,"raines","REn",50,6
77356,"rainette","REnEt",72,8
77357,"rainettes","REnEt",22,9
77358,"raineuse","REn2z",1,8
77359,"rains","R5",52,5
77360,"rainure","RenyR",145,7
77361,"rainuré","RenyRe",32,7
77362,"rainurer","RenyRe",19,8
77363,"rainures","RenyR",193,8
77364,"rainurés","RenyRe",27,8
77365,"raire","RER",27,5
77366,"rais","RE",259,4
77367,"raïs","Rai",60,4
77368,"raisin","REz5",1198,6
77369,"raisiné","REzine",8,7
77370,"raisins","REz5",1238,7
77371,"raison","REzA",42517,6
77372,"raisonna","REzOna",15,8
77373,"raisonnable","REzOnabl",6110,11
77374,"raisonnables","REzOnabl",2511,12
77375,"raisonnai","REzOnE",2,9
77376,"raisonnaient","REzOnE",21,12
77377,"raisonnais","REzOnE",10,10
77378,"raisonnait","REzOnE",42,10
77379,"raisonnant","REzOn@",87,10
77380,"raisonnante","REzOn@t",17,11
77381,"raisonnantes","REzOn@t",2,12
77382,"raisonnassent","REzOnas",0,13
77383,"raisonnât","REzOna",1,9
77384,"raisonne","REzOn",318,8
77385,"raisonné","REzOne",462,8
77386,"raisonnée","REzOne",646,9
77387,"raisonnées","REzOne",58,10
77388,"raisonnement","REzOnm@",3234,12
77389,"raisonnements","REzOnm@",612,13
77390,"raisonnent","REzOn",123,10
77391,"raisonner","REzOne",867,9
77392,"raisonnera","REzOnRa",8,10
77393,"raisonnerait","REzOnRE",4,12
77394,"raisonnerons","REzOnRA",4,12
77395,"raisonneront","REzOnRA",3,12
77396,"raisonnes","REzOn",15,9
77397,"raisonnés","REzOne",75,9
77398,"raisonneur","REzOn9R",40,10
77399,"raisonneurs","REzOn9R",22,11
77400,"raisonneuse","REzOn2z",9,11
77401,"raisonnez","REzOne",37,9
77402,"raisonniez","REzOnje",5,10
77403,"raisonnons","REzOnA",51,10
77404,"raisons","REzA",21431,7
77405,"rait","RE",138,4
77406,"rajah","RaZa",33,5
77407,"rajahs","RaZa",7,6
77408,"rajeuni","RaZ9ni",130,7
77409,"rajeunie","RaZ9ni",83,8
77410,"rajeunies","RaZ9ni",11,9
77411,"rajeunir","RaZ9niR",266,8
77412,"rajeunirent","RaZ9niR",2,11
77413,"rajeunis","RaZ9ni",28,8
77414,"rajeunisse","RaZ9nis",4,10
77415,"rajeunissent","RaZ9nis",19,12
77416,"rajeunit","RaZ9ni",114,8
77417,"rajout","RaZu",185,6
77418,"rajouta","RaZuta",33,7
77419,"rajoutaient","RaZutE",7,11
77420,"rajoutais","RaZutE",6,9
77421,"rajoutait","RaZutE",40,9
77422,"rajoutant","RaZut@",221,9
77423,"rajoute","RaZut",942,7
77424,"rajouté","RaZute",572,7
77425,"rajoutée","RaZute",110,8
77426,"rajoutées","RaZute",122,9
77427,"rajoutent","RaZut",136,9
77428,"rajouter","RaZute",2858,8
77429,"rajouterais","RaZutRE",45,11
77430,"rajouterait","RaZutRE",10,11
77431,"rajouteras","RaZutRa",1,10
77432,"rajouterez","RaZutRe",7,10
77433,"rajoutes","RaZut",36,8
77434,"rajoutés","RaZute",157,8
77435,"rajoutez","RaZute",237,8
77436,"rajouts","RaZu",47,7
77437,"rajusta","RaZysta",7,7
77438,"rajustaient","RaZystE",0,11
77439,"rajustais","RaZystE",0,9
77440,"rajustait","RaZystE",4,9
77441,"rajustant","RaZyst@",16,9
77442,"rajuste","RaZyst",24,7
77443,"rajusté","RaZyste",99,7
77444,"rajustée","RaZyste",31,8
77445,"rajustées","RaZyste",32,9
77446,"rajustent","RaZyst",5,9
77447,"rajuster","RaZyste",105,8
77448,"rajusteront","RaZystRA",1,11
77449,"raki","Raki",25,4
77450,"râla","Rala",6,4
77451,"râlai","RalE",0,5
77452,"râlaient","RalE",7,8
77453,"râlais","RalE",3,6
77454,"râlait","RalE",25,6
77455,"râlant","Ral@",30,6
77456,"râlante","Ral@t",2,7
77457,"râle","Ral",283,4
77458,"râlé","Rale",18,4
77459,"râlement","Ralm@",5,8
77460,"râlent","Ral",41,6
77461,"ralenti","Ral@ti",1203,7
77462,"ralentie","Ral@ti",380,8
77463,"ralenties","Ral@ti",55,9
77464,"ralentir","Ral@tiR",1389,8
77465,"ralentirent","Ral@tiR",12,11
77466,"ralentis","Ral@ti",175,8
77467,"ralentisse","Ral@tis",41,10
77468,"ralentissent","Ral@tis",252,12
77469,"ralentit","Ral@ti",706,8
77470,"ralentît","Ral@ti",1,8
77471,"râler","Rale",153,5
77472,"râlera","RalRa",1,6
77473,"râlerait","RalRE",1,8
77474,"râles","Ral",104,5
77475,"râleur","Ral9R",62,6
77476,"râleurs","Ral9R",40,7
77477,"râleuse","Ral2z",8,7
77478,"râleuses","Ral2z",2,8
77479,"râleux","Ral2",2,6
77480,"râlez","Rale",9,5
77481,"ralingue","Ral5g",12,8
77482,"ralingues","Ral5g",5,9
77483,"raller","Rale",4,6
77484,"rallia","Ralja",48,6
77485,"ralliai","RaljE",1,7
77486,"ralliaient","RaljE",13,10
77487,"ralliais","RaljE",1,8
77488,"ralliait","RaljE",27,8
77489,"ralliant","Ralj@",79,8
77490,"ralliassent","Raljas",0,11
77491,"rallie","Rali",322,6
77492,"rallié","Ralje",287,6
77493,"ralliée","Ralje",72,7
77494,"ralliées","Ralje",26,8
77495,"ralliement","Ralim@",578,10
77496,"ralliements","Ralim@",30,11
77497,"rallient","Rali",113,8
77498,"rallier","Ralje",946,7
77499,"ralliera","RaliRa",37,8
77500,"rallierai","RaliRE",10,9
77501,"rallieraient","RaliRE",5,12
77502,"rallierait","RaliRE",11,10
77503,"rallièrent","RaljER",25,10
77504,"rallierons","RaliRA",5,10
77505,"rallieront","RaliRA",28,10
77506,"rallies","Rali",29,7
77507,"ralliés","Ralje",136,7
77508,"ralliez","Ralie",20,7
77509,"rallions","RalijA",21,8
77510,"rallonge","RalAZ",378,8
77511,"rallongé","RalAZe",55,8
77512,"rallongea","RalAZa",2,9
77513,"rallongeait","RalAZE",2,11
77514,"rallongée","RalAZe",38,9
77515,"rallongent","RalAZ",23,10
77516,"rallonger","RalAZe",114,9
77517,"rallonges","RalAZ",133,9
77518,"ralluma","Ralyma",17,7
77519,"rallumai","RalymE",1,8
77520,"rallumaient","RalymE",3,11
77521,"rallumais","RalymE",1,9
77522,"rallumait","RalymE",7,9
77523,"rallumant","Ralym@",13,9
77524,"rallume","Ralym",86,7
77525,"rallumé","Ralyme",31,7
77526,"rallumée","Ralyme",14,8
77527,"rallumées","Ralyme",8,9
77528,"rallument","Ralym",25,9
77529,"rallumer","Ralyme",148,8
77530,"rallumèrent","RalymER",3,11
77531,"rallumes","Ralym",2,8
77532,"rallumés","Ralyme",8,8
77533,"rallumons","RalymA",1,9
77534,"rallye","Rali",1981,6
77535,"rallyes","Rali",868,7
77536,"râlons","RalA",2,6
77537,"ram","Ram",3768,3
77538,"rama","Rama",327,4
77539,"ramadan","Ramad@",341,7
77540,"ramades","Ramad",1,7
77541,"ramage","RamaZ",124,6
77542,"ramageait","RamaZE",0,9
77543,"ramager","RamaZe",1,7
77544,"ramages","RamaZ",28,7
77545,"ramagés","RamaZe",1,7
77546,"ramai","RamE",1,5
77547,"ramaient","RamE",9,8
77548,"ramais","RamE",4,6
77549,"ramait","RamE",17,6
77550,"ramant","Ram@",20,6
77551,"ramas","Rama",26,5
77552,"ramassa","Ramasa",122,7
77553,"ramassage","RamasaZ",948,9
77554,"ramassages","RamasaZ",44,10
77555,"ramassai","RamasE",15,8
77556,"ramassaient","RamasE",36,11
77557,"ramassais","RamasE",14,9
77558,"ramassait","RamasE",73,9
77559,"ramassant","Ramas@",112,9
77560,"ramassât","Ramasa",1,8
77561,"ramasse","Ramas",646,7
77562,"ramassé","Ramase",438,7
77563,"ramassée","Ramase",118,8
77564,"ramassées","Ramase",133,9
77565,"ramassement","Ramasm@",1,11
77566,"ramassent","Ramas",181,9
77567,"ramasser","Ramase",1190,8
77568,"ramassera","RamasRa",25,9
77569,"ramasserai","RamasRE",4,10
77570,"ramasseraient","RamasRE",1,13
77571,"ramasserais","RamasRE",1,11
77572,"ramasserait","RamasRE",8,11
77573,"ramasseras","RamasRa",6,10
77574,"ramassèrent","RamasER",18,11
77575,"ramasserez","RamasRe",10,10
77576,"ramasseront","RamasRA",10,11
77577,"ramasses","Ramas",31,8
77578,"ramassés","Ramase",203,8
77579,"ramasseur","Ramas9R",58,9
77580,"ramasseurs","Ramas9R",71,10
77581,"ramasseuse","Ramas2z",14,10
77582,"ramassez","Ramase",165,8
77583,"ramassions","RamasjA",5,10
77584,"ramassis","Ramasi",106,8
77585,"ramassons","RamasA",21,9
77586,"rambarde","R@baRd",61,8
77587,"rambardes","R@baRd",24,9
77588,"rambin","R@b5",1,6
77589,"rambinait","R@binE",0,9
77590,"rambine","R@bin",0,7
77591,"rambiné","R@bine",0,7
77592,"rambinent","R@bin",0,9
77593,"rambiner","R@bine",0,8
77594,"rambineur","R@bin9R",0,9
77595,"rambineuses","R@bin2z",0,11
77596,"rambla","R@bla",36,6
77597,"ramblas","R@bla",47,7
77598,"rambot","R@bO",6,6
77599,"rambour","R@buR",11,7
77600,"rambuteau","R@bytO",94,9
77601,"ramdam","Ramdam",243,6
77602,"ramdams","Ramdam",0,7
77603,"rame","Ram",691,4
77604,"ramé","Rame",154,4
77605,"rameau","RamO",607,6
77606,"rameaux","RamO",559,7
77607,"ramée","Rame",62,5
77608,"ramées","Rame",7,6
77609,"ramena","Ramna",231,6
77610,"ramenai","RamnE",8,7
77611,"ramenaient","RamnE",62,10
77612,"ramenais","RamnE",17,8
77613,"ramenait","RamnE",211,8
77614,"ramenâmes","Ramnam",2,9
77615,"ramenant","Ramn@",454,8
77616,"ramenard","RamnaR",0,8
77617,"ramenât","Ramna",7,7
77618,"ramené","Ramne",1687,6
77619,"ramène","RamEn",1821,6
77620,"ramenée","Ramne",634,7
77621,"ramenées","Ramne",229,8
77622,"ramènent","RamEn",392,8
77623,"ramener","Ramne",3472,7
77624,"ramènera","RamEnRa",230,8
77625,"ramènerai","RamEnRE",53,9
77626,"ramèneraient","RamEnRE",14,12
77627,"ramènerais","RamEnRE",5,10
77628,"ramènerait","RamEnRE",82,10
77629,"ramèneras","RamEnRa",10,9
77630,"ramenèrent","RamnER",50,10
77631,"ramènerez","RamEnRe",11,9
77632,"ramènerons","RamEnRA",12,10
77633,"ramèneront","RamEnRA",48,10
77634,"ramenés","Ramne",439,7
77635,"ramènes","RamEn",29,7
77636,"ramenez","Ramne",162,7
77637,"ramenions","RamOnjA",7,9
77638,"ramenons","RamnA",41,8
77639,"rament","Ram",42,6
77640,"ramequins","Ramk5",69,9
77641,"ramer","Rame",182,5
77642,"ramera","RamRa",3,6
77643,"ramèrent","RamER",2,8
77644,"ramerons","RamRA",1,8
77645,"rames","Ram",406,5
77646,"ramés","Rame",2,5
77647,"ramette","RamEt",51,7
77648,"ramettes","RamEt",57,8
77649,"rameur","Ram9R",99,6
77650,"rameurs","Ram9R",178,7
77651,"rameuse","Ram2z",19,7
77652,"rameuses","Ram2z",21,8
77653,"rameutais","Ram2tE",0,9
77654,"rameutait","Ram2tE",1,9
77655,"rameutant","Ram2t@",4,9
77656,"rameute","Ram2t",12,7
77657,"rameuté","Ram2te",9,7
77658,"rameutées","Ram2te",1,9
77659,"rameutent","Ram2t",2,9
77660,"rameuter","Ram2te",31,8
77661,"rameutés","Ram2te",3,8
77662,"rameutez","Ram2te",2,8
77663,"rameux","Ram2",11,6
77664,"rami","Rami",144,4
77665,"ramier","Ramje",85,6
77666,"ramiers","Ramje",43,7
77667,"ramies","Rami",0,6
77668,"ramifia","Ramifja",3,7
77669,"ramifiaient","RamifjE",2,11
77670,"ramifiait","RamifjE",2,9
77671,"ramifiant","Ramifj@",9,9
77672,"ramifie","Ramifi",28,7
77673,"ramifié","Ramifje",61,7
77674,"ramifiée","Ramifje",62,8
77675,"ramifiées","Ramifje",61,9
77676,"ramifient","Ramifi",24,9
77677,"ramifier","Ramifje",17,8
77678,"ramifièrent","RamifjER",1,11
77679,"ramifiés","Ramifje",55,8
77680,"ramille","Ramij",3,7
77681,"ramilles","Ramil",20,8
77682,"ramillon","RamijA",13,8
77683,"ramis","Rami",54,5
77684,"ramolli","RamOli",134,7
77685,"ramollie","RamOli",32,8
77686,"ramollies","RamOli",16,9
77687,"ramollir","RamOliR",100,8
77688,"ramollirent","RamOliR",0,11
77689,"ramollis","RamOli",18,8
77690,"ramollissent","RamOlis",17,12
77691,"ramollit","RamOli",33,8
77692,"ramollo","RamOlO",2,7
77693,"ramollos","RamOlO",1,8
77694,"ramon","RamA",477,5
77695,"ramona","RamOna",104,6
77696,"ramonage","RamOnaZ",86,8
77697,"ramonages","RamOnaZ",3,9
77698,"ramonait","RamOnE",1,8
77699,"ramonant","RamOn@",1,8
77700,"ramone","RamOn",27,6
77701,"ramoné","RamOne",2,6
77702,"ramonée","RamOne",3,7
77703,"ramonées","RamOne",1,8
77704,"ramonent","RamOn",1,8
77705,"ramoner","RamOne",26,7
77706,"ramones","RamOn",40,7
77707,"ramoneur","RamOn9R",91,8
77708,"ramoneurs","RamOn9R",30,9
77709,"ramons","RamA",10,6
77710,"rampa","R@pa",45,5
77711,"rampai","R@pE",2,6
77712,"rampaient","R@pE",14,9
77713,"rampais","R@pE",2,7
77714,"rampait","R@pE",23,7
77715,"rampant","R@p@",266,7
77716,"rampante","R@p@t",171,8
77717,"rampantes","R@p@t",51,9
77718,"rampants","R@p@",86,8
77719,"rampe","R@p",1278,5
77720,"rampé","R@pe",21,5
77721,"rampement","R@pm@",5,9
77722,"rampements","R@pm@",1,10
77723,"rampent","R@p",72,7
77724,"ramper","R@pe",204,6
77725,"rampera","R@pRa",2,7
77726,"ramperaient","R@pRE",1,11
77727,"rampèrent","R@pER",3,9
77728,"ramperez","R@pRe",2,8
77729,"rampes","R@p",493,6
77730,"rampez","R@pe",26,6
77731,"rampions","R@pjA",0,8
77732,"ramponne","R@pOn",0,8
77733,"ramponneau","R@pOnO",11,10
77734,"rampons","R@pA",5,7
77735,"ramses","R@s",130,6
77736,"ramure","RamyR",56,6
77737,"ramures","RamyR",38,7
77738,"ran","R@",239,3
77739,"ranales","Ranal",0,7
77740,"ranatres","RanatR",0,8
77741,"rancard","R@kaR",17,7
77742,"rancardait","R@kaRdE",0,10
77743,"rancarde","R@kaRd",1,8
77744,"rancardée","R@kaRde",0,9
77745,"rancarder","R@kaRde",1,9
77746,"rancards","R@kaR",1,8
77747,"rancart","R@kaR",102,7
77748,"rancarts","R@kaR",1,8
77749,"rance","R@s",570,5
77750,"rancé","R@se",25,5
77751,"rances","R@s",38,6
77752,"ranch","R@tS",457,5
77753,"ranchers","R@Se",16,8
77754,"ranches","R@S",24,7
77755,"ranchs","R@tS",40,6
77756,"ranci","R@si",11,5
77757,"rancie","R@si",4,6
77758,"rancies","R@si",1,7
77759,"rancio","R@sjO",26,6
77760,"rancir","R@siR",6,6
77761,"rancis","R@si",13,6
77762,"rancissait","R@sisE",0,10
77763,"rancissement","R@sism@",11,12
77764,"rancissure","R@sisyR",0,10
77765,"rancit","R@si",5,6
77766,"rancoeur","R@k9R",204,8
77767,"rancoeurs","R@k9R",91,9
77768,"rançon","R@sA",504,6
77769,"rançonnaient","R@sOnE",4,12
77770,"rançonnait","R@sOnE",4,10
77771,"rançonnant","R@sOn@",5,10
77772,"rançonne","R@sOn",9,8
77773,"rançonné","R@sOne",17,8
77774,"rançonnée","R@sOne",3,9
77775,"rançonnées","R@sOne",2,10
77776,"rançonnement","R@sOnm@",7,12
77777,"rançonnent","R@sOn",12,10
77778,"rançonner","R@sOne",27,9
77779,"rançonnèrent","R@sOnER",1,12
77780,"rançonnés","R@sOne",10,9
77781,"rançons","R@sA",36,7
77782,"rancune","R@kyn",414,7
77783,"rancunes","R@kyn",88,8
77784,"rancuneuse","R@kyn2z",1,10
77785,"rancuneuses","R@kyn2z",0,11
77786,"rancunier","R@kynje",81,9
77787,"rancunière","R@kynjER",30,10
77788,"rancuniers","R@kynje",20,10
77789,"rand","R@",558,4
77790,"randonnait","R@dOnE",0,10
77791,"randonne","R@dOn",19,8
77792,"randonnée","R@dOne",4166,9
77793,"randonnées","R@dOne",3043,10
77794,"randonneurs","R@dOn9R",710,11
77795,"rang","R@",8458,4
77796,"range","R@Z",1971,5
77797,"rangé","R@Ze",549,5
77798,"rangea","R@Za",77,6
77799,"rangeai","R@ZE",5,7
77800,"rangeaient","R@ZE",28,10
77801,"rangeais","R@ZE",12,8
77802,"rangeait","R@ZE",65,8
77803,"rangeâmes","R@Zam",2,9
77804,"rangeant","R@Z@",91,8
77805,"rangeât","R@Za",2,7
77806,"rangée","R@Ze",1078,6
77807,"rangées","R@Ze",989,7
77808,"rangement","R@Zm@",1644,9
77809,"rangements","R@Zm@",813,10
77810,"rangent","R@Z",191,7
77811,"rangeons","R@ZA",31,8
77812,"ranger","R@Ze",2010,6
77813,"rangera","R@ZRa",35,7
77814,"rangerai","R@ZRE",9,8
77815,"rangerais","R@ZRE",6,9
77816,"rangerait","R@ZRE",12,9
77817,"rangeras","R@ZRa",1,8
77818,"rangèrent","R@ZER",36,9
77819,"rangerions","R@ZORjA",1,10
77820,"rangerons","R@ZRA",5,9
77821,"rangeront","R@ZRA",15,9
77822,"rangers","R@dZOR",467,7
77823,"ranges","R@Z",119,6
77824,"rangés","R@Ze",590,6
77825,"rangez","R@Ze",178,6
77826,"rangions","R@ZjA",4,8
77827,"rangs","R@",3279,5
77828,"rani","Rani",30,4
77829,"ranima","Ranima",30,6
77830,"ranimaient","RanimE",4,10
77831,"ranimait","RanimE",13,8
77832,"ranimant","Ranim@",18,8
77833,"ranimât","Ranima",1,7
77834,"ranime","Ranim",100,6
77835,"ranimé","Ranime",60,6
77836,"ranimée","Ranime",23,7
77837,"ranimées","Ranime",5,8
77838,"raniment","Ranim",25,8
77839,"ranimer","Ranime",242,7
77840,"ranimèrent","RanimER",8,10
77841,"ranimés","Ranime",10,7
77842,"ranimions","RanimjA",0,9
77843,"rantanplan","R@t@pl@",43,10
77844,"ranz","R@z",21,4
77845,"raout","Raut",27,5
77846,"raouts","Raut",4,6
77847,"râpa","Rapa",0,4
77848,"rapace","Rapas",160,6
77849,"rapaces","Rapas",417,7
77850,"râpaient","RapE",1,8
77851,"râpait","RapE",2,6
77852,"râpant","Rap@",4,6
77853,"rapatrie","RapatRi",59,8
77854,"rapatrient","RapatRi",15,10
77855,"râpe","Rap",89,4
77856,"râpé","Rape",449,4
77857,"râpée","Rape",149,5
77858,"râpées","Rape",96,6
77859,"râpent","Rap",3,6
77860,"râper","Rape",81,5
77861,"râperait","RapRE",0,8
77862,"râperas","RapRa",0,7
77863,"râperie","RapRi",5,7
77864,"râpes","Rap",23,5
77865,"râpés","Rape",37,5
77866,"rapetassage","RaptasaZ",1,11
77867,"rapetassages","RaptasaZ",0,12
77868,"rapetassé","Raptase",1,9
77869,"rapetassées","Raptase",1,11
77870,"rapetasser","Raptase",2,10
77871,"rapetassés","Raptase",0,10
77872,"rapetasseur","Raptas9R",0,11
77873,"rapetassions","RaptasjA",0,12
77874,"rapetissaient","RaptisE",3,13
77875,"rapetissais","RaptisE",0,11
77876,"rapetissait","RaptisE",7,11
77877,"rapetissant","Raptis@",7,11
77878,"rapetisse","Raptis",34,9
77879,"rapetissé","Raptise",23,9
77880,"rapetissée","Raptise",7,10
77881,"rapetissées","Raptise",3,11
77882,"rapetissement","Raptism@",12,13
77883,"rapetissent","Raptis",14,11
77884,"rapetisser","Raptise",51,10
77885,"rapetissera","RaptisRa",1,11
77886,"rapetissèrent","RaptisER",0,13
77887,"rapetissés","Raptise",4,10
77888,"rapetissons","RaptisA",1,11
77889,"râpeurs","Rap9R",0,7
77890,"râpeuse","Rap2z",20,7
77891,"râpeuses","Rap2z",3,8
77892,"râpeux","Rap2",19,6
77893,"râpez","Rape",51,5
77894,"raphé","Rafe",8,5
77895,"raphia","Rafja",76,6
77896,"rapiat","Rapja",6,6
77897,"rapiater","Rapjate",0,8
77898,"rapiaterie","RapjatRi",0,10
77899,"rapiats","Rapja",2,7
