,word,freq,len,pron,phlen
10456,saisie,1.62,6,sezi,4
10457,saisir,135.74,6,seziR,5
10458,saisissant,5.0,10,sezis@,6
10459,saisissement,1.96,12,sezis°m@,8
10460,saison,49.59,6,sEz&,4
10461,saisonnier,1.42,10,sEzonje,7
10462,salace,1.28,6,salas,5
10463,salade,24.26,6,salad,5
10464,saladier,2.43,8,saladje,7
10465,salaire,12.5,7,salER,5
10466,salaison,1.22,8,salEz&,6
10468,salamandre,1.62,10,salam@dR,8
10469,salant,1.01,6,sal@,4
10470,salaud,45.0,6,salo,4
10471,sale,102.03,4,sal,3
10472,salement,6.01,8,sal°m@,6
10473,saler,6.35,5,sale,4
10474,saligaud,1.01,8,saligo,6
10475,salin,1.01,5,sal5,4
10477,salir,15.95,5,saliR,5
10478,salive,18.65,6,saliv,5
10479,saliver,2.7,7,salive,6
10480,salle,215.81,5,sal,3
10481,salon,101.22,5,sal&,4
10482,salopard,4.8,8,salopaR,7
10483,salope,20.54,6,salOp,5
10484,saloper,1.01,7,salope,6
10485,saloperie,19.46,9,salOp°Ri,8
10486,salopette,5.61,9,salopEt,7
10488,saltimbanque,2.16,12,salt5b@k,8
10489,salubre,1.22,7,salybR,6
10490,saluer,67.64,6,sal8e,5
10491,salut,68.37,5,saly,4
10492,salutaire,2.5,9,salytER,7
10493,salutation,2.36,10,salytasj&,9
10494,salve,7.43,5,salv,4
10495,samaritaine,1.08,11,samaRitEn,9
10496,samba,7.5,5,s@ba,4
10497,samedi,37.43,6,sam°di,6
10498,samovar,3.78,7,samovaR,7
10499,sana,2.43,4,sana,4
10500,sanatorium,4.39,10,sanatoRjOm,10
10501,sanctifier,1.69,10,s@ktifje,8
10502,sanction,4.86,8,s@ksj&,6
10503,sanctionner,2.91,11,s@ksjone,8
10504,sanctuaire,6.42,10,s@kt8ER,7
10506,sang,207.3,4,s@,2
10507,sanglant,20.0,8,s@gl@,5
10508,sangle,3.78,6,s@gl,4
10509,sangler,6.49,7,s@gle,5
10510,sanglier,8.78,8,s@glije,7
10511,sanglot,29.12,7,s@glo,5
10512,sangloter,14.66,9,s@glote,7
10513,sangsue,1.28,7,s@sy,4
10514,sanguin,3.78,7,s@g5,4
10515,sanguinaire,2.3,11,s@ginER,7
10516,sanguinolent,3.18,12,s@ginol@,8
10518,sanitaire,1.55,9,sanitER,7
10519,sans,2224.12,4,s@,2
10520,santal,1.08,6,s@tal,5
10521,santiag,1.49,7,s@tjag,6
10522,saoul,13.18,5,su,2
10523,saouler,8.38,7,sule,4
10524,sape,5.95,4,sap,3
10525,saper,7.91,5,sape,4
10526,sapeur,4.8,6,sap9R,5
10527,saphir,1.96,6,safiR,5
10528,sapin,26.28,5,sap5,4
10529,saquer,1.08,6,sake,4
10530,sarabande,1.89,9,saRab@d,7
10531,sarcasme,4.66,8,saRkasm,7
10532,sarcastique,2.84,11,saRkastik,9
10533,sarcler,1.89,7,saRkle,6
10534,sarcophage,1.28,10,saRkofaZ,8
10535,sardine,8.38,7,saRdin,6
10536,sardonique,1.01,10,saRdonik,8
10537,sarment,1.28,7,saRm@,5
10538,sarrau,1.42,6,saRo,4
10539,satanique,1.49,9,satanik,7
10540,satellite,1.96,9,satelit,7
10541,satin,8.58,5,sat5,4
10542,satisfaction,41.22,12,satisfaksj&,11
10543,satisfaire,38.11,10,satisfER,8
10544,satisfaisant,8.18,12,satisf°z@,9
10545,satisfait,15.54,9,satisfE,7
10546,saturation,1.08,10,satyRasj&,9
10547,saturer,4.32,7,satyRe,6
10548,satyre,5.54,6,satiR,5
10549,sauce,13.72,5,sos,3
10550,saucer,2.3,6,sose,4
10551,saucisse,8.78,8,sosis,5
10552,saucisson,8.04,9,sosis&,6
10553,sauf,90.68,4,sof,3
10554,saugrenu,7.23,8,sogR°ny,7
10555,saule,8.65,5,sol,3
10556,saumon,6.28,6,som&,4
10557,saumure,1.76,7,somyR,5
10558,sauna,1.08,5,sona,4
10559,saupoudrer,4.8,10,sopudRe,7
10561,saut,17.03,4,so,2
10562,saute,4.66,5,sot,3
10563,sauter,134.59,6,sote,4
10564,sauterelle,1.62,10,sot°REl,7
10565,sauterelles,2.77,11,sot°REl,7
10566,sauternes,1.08,9,sotERn,6
10567,sauteur,1.89,7,sot9R,5
10568,sautillant,2.57,10,sotij@,6
10569,sautiller,7.97,9,sotije,6
10570,sautoir,2.7,7,sotwaR,6
10571,sauvage,66.35,7,sovaZ,5
10572,sauvagement,6.28,11,sovaZ°m@,8
10573,sauvagerie,7.7,10,sovaZ°Ri,8
10575,sauvegarde,2.57,10,sov°gaRd,8
10576,sauvegarder,3.65,11,sov°gaRde,9
10577,sauver,99.05,6,sove,4
10578,sauvetage,3.72,9,sov°taZ,7
10579,sauveteur,1.35,9,sov°t9R,7
10580,sauveur,3.31,7,sov9R,5
10581,savamment,4.8,9,savam@,6
10582,savane,2.57,6,savan,5
10583,savant,29.33,6,sav@,4
10584,savate,3.99,6,savat,5
10585,saveur,12.36,6,sav9R,5
10586,savoir,2045.0,6,savwaR,6
10587,savon,18.04,5,sav&,4
10588,savonner,4.19,8,savone,6
10589,savonnette,3.92,10,savonEt,7
10590,savonneux,2.23,9,savon2,6
10591,savourer,14.26,8,savuRe,6
10592,savoureux,6.89,9,savuR2,6
10593,savoyard,4.66,8,savwajaR,8
10594,saxo,1.01,4,sakso,5
10595,saxophone,1.28,9,saksofOn,8
10596,sbire,1.62,5,sbiR,4
10597,scabreux,1.49,8,skabR2,6
10598,scalpel,1.01,7,skalpEl,7
10599,scandale,24.05,8,sk@dal,6
10600,scandaleux,8.31,10,sk@dal2,7
10601,scandaliser,7.3,11,sk@dalize,9
10602,scander,7.3,7,sk@de,5
10603,scandinave,3.71,10,sk@dinav,8
10604,sceau,4.93,5,so,2
10605,sceller,7.3,7,sele,4
10606,scepticisme,5.0,11,sEptisizm,9
10607,sceptique,7.03,9,sEptik,6
10608,sceptre,1.69,7,sEptR,5
10609,schiste,1.28,7,Sist,4
10610,schlinguer,1.01,10,Sl5ge,5
10611,schnaps,1.08,7,Snaps,5
10613,scie,10.07,4,si,2
10614,sciemment,1.49,9,sjam@,5
10615,science,31.08,7,sj@s,4
10616,scientifique,7.97,12,sj@tifik,8
10617,scier,9.86,5,sje,3
10618,scierie,2.3,7,siRi,4
10619,scinder,1.49,7,s5de,4
10620,scintillant,6.01,11,s5tij@,6
10621,scintillement,4.53,13,s5tij°m@,8
10622,scintiller,12.36,10,s5tije,6
10623,sciure,6.08,6,sjyR,4
10624,scolaire,14.12,8,skolER,6
10625,scoop,1.22,5,skup,4
10626,scooter,2.77,7,skut9R,6
10627,scorpion,2.64,8,skORpj&,7
10628,scotch,6.35,6,skOtS,5
10629,scout,4.59,5,skut,4
10630,scribe,3.18,6,skRib,5
10631,scribouillard,1.01,13,skRibujaR,9
10632,scrupule,16.42,8,skRypyl,7
10633,scrupuleusement,3.04,15,skRypyl2z°m@,12
10634,scrupuleux,3.78,10,skRypyl2,8
10635,scruter,15.54,7,skRyte,6
10636,scrutin,1.49,7,skRyt5,6
10637,sculpter,13.72,8,skylte,6
10638,sculpteur,7.5,9,skylt9R,7
10639,sculpture,7.91,9,skyltyR,7
10640,se,6587.77,2,s2,2
10641,seau,24.05,4,so,2
10642,sec,142.84,3,sEk,3
10643,second,119.86,6,s°g&,4
10644,secondaire,9.66,10,s°g&dER,7
10645,seconde,121.49,7,s°g&d,5
10646,seconder,5.0,8,s°g&de,6
10647,secouer,116.35,7,s°kwe,5
10648,secourable,1.42,10,s°kuRabl,8
10649,secourir,4.93,8,s°kuRiR,7
10650,secours,40.47,7,s°kuR,5
10651,secousse,16.28,8,s°kus,5
10652,secret,179.12,6,s°kRE,5
10653,secte,4.19,5,sEkt,4
10654,secteur,20.34,7,sekt9R,6
10655,section,22.23,7,seksj&,6
10656,sectionner,1.89,10,seksjone,8
10657,segment,1.42,7,sEgm@,5
10658,seigle,2.36,6,sEgl,4
10659,seigneur,60.14,8,sEN9R,5
10660,seigneurial,1.01,11,sEN9Rjal,8
10661,seigneurie,4.86,10,sEN9Ri,6
10662,sein,84.05,4,s5,2
10663,seize,31.42,5,sEz,3
10664,sel,33.24,3,sEl,3
10665,selle,19.05,5,sEl,3
10666,seller,1.96,6,sele,4
10667,selon,110.88,5,s°l&,4
10668,semaine,197.5,7,s°mEn,5
10669,semblable,66.22,9,s@blabl,7
10670,semblant,32.09,8,s@bl@,5
10671,sembler,572.84,7,s@ble,5
10672,semelle,21.96,7,s°mEl,5
10673,semence,5.27,7,s°m@s,5
10674,semer,25.41,5,s°me,4
10675,semestre,1.49,8,s°mEstR,7
10676,semi,1.28,4,s°mi,4
10677,semis,2.84,5,s°mi,4
10678,semonce,1.49,7,s°m&s,5
10679,semoule,1.35,7,s°mul,5
10681,sens,217.5,4,s@,2
10682,sensation,46.89,9,s@sasj&,7
10683,sensationnel,3.45,12,s@sasjonEl,10
10684,sensible,38.85,8,s@sibl,6
10685,sensiblement,3.58,12,s@sibl°m@,9
10686,sensiblerie,1.15,11,s@sibl°Ri,9
10687,sensuel,10.68,7,s@s8El,6
10688,sentant,2.84,7,s@t@,4
10689,sente,3.24,5,s@t,3
10690,sentence,5.68,8,s@t@s,5
10691,sentencieux,2.7,11,s@t@sj2,7
10692,senteur,11.69,7,s@t9R,5
10693,senti,1.76,5,s@ti,4
10694,sentier,36.62,7,s@tje,5
10695,sentiment,157.3,9,s@tim@,6
10696,sentimental,18.65,11,s@tim@tal,9
10697,sentinelle,12.57,10,s@tinEl,7
10698,sentir,718.78,6,s@tiR,5
10699,sept,75.61,4,sEt,3
10700,septembre,43.58,9,sEpt@bR,7
10701,serein,11.76,6,s°R5,4
10702,serf,1.08,4,sER,3
10703,serge,2.64,5,sERZ,4
10704,sergent,23.65,7,sERZ@,5
10705,serin,3.24,5,s°R5,4
10706,seriner,2.03,7,s°Rine,6
10707,seringue,5.0,8,s°R5g,5
10708,serment,12.23,7,sERm@,5
10709,sermon,6.42,6,sERm&,5
10710,sermonner,1.89,9,sERmone,7
10711,serpe,4.32,5,sERp,4
10712,serpent,21.08,7,sERp@,5
10714,serpentin,1.49,9,sERp@t5,7
10715,serra,2.09,5,sERa,4
10716,serre,6.62,5,sER,3
10717,serrement,1.76,9,sER°m@,6
10718,serrer,207.5,6,seRe,4
10719,serrure,19.26,7,seRyR,5
10720,serrurier,2.23,9,seRyRje,7
10721,sertir,3.04,6,sERtiR,6
10722,servant,19.8,7,sERv@,5
10723,serveur,16.42,7,sERv9R,6
10724,servi,3.99,5,sERvi,5
10725,serviable,2.23,9,sERvjabl,8
10726,service,142.77,7,sERvis,6
10727,serviette,35.07,9,sERvjEt,7
10728,servile,3.65,7,sERvil,6
10729,servir,286.22,6,sERviR,6
10730,serviteur,17.77,9,sERvit9R,8
10731,servitude,7.43,9,sERvityd,8
10732,ses,3105.41,3,se,2
10733,session,2.3,7,sesj&,5
10734,seuil,49.86,5,s9j,3
10735,seul,990.34,4,s9l,3
10736,seulement,397.97,9,s9l°m@,6
10737,seulet,1.22,6,s9lE,4
10738,sevrage,1.08,7,s°vRaZ,6
10739,sevrer,2.36,6,s°vRe,5
10740,sexe,52.7,4,sEks,4
10741,sexuel,20.54,6,seks8El,7
10742,sexy,1.49,4,seksi,5
10743,seyant,1.15,6,sEj@,4
10744,shako,1.22,5,Sako,4
10745,shampooing,2.3,10,S@pw5,5
10746,shampouineur,1.62,12,S@pwin9R,8
10748,shit,1.35,4,Sit,3
10749,shoot,2.5,5,Sut,3
10750,shooter,5.14,7,Sute,4
10751,short,8.24,5,SORt,4
10752,show,2.64,4,So,2
10753,shrapnell,1.42,9,SRapnEl,7
10754,si,1858.92,2,si,2
10755,siamois,3.98,7,sjamwa,6
10756,sibyllin,2.36,8,sibil5,6
10757,sic,1.35,3,sik,3
10758,sicilien,3.18,8,sisilj5,7
10759,sida,5.2,4,sida,4
10760,sien,37.16,4,sj5,3
10761,sienne,3.78,6,sjEn,4
10762,siennes,9.73,7,sjEn,4
10763,siens,29.8,5,sj5,3
10764,sierra,3.51,6,sjERa,5
10765,sieste,14.86,6,sjEst,5
10766,sieur,21.35,5,sj9R,4
10767,sifflant,2.23,8,sifl@,5
10768,sifflante,3.11,9,sifl@t,6
10769,sifflement,13.78,10,sifl°m@,7
10770,siffler,40.2,7,sifle,5
10771,sifflet,17.91,7,siflE,5
10772,siffloter,10.81,9,siflote,7
10773,sigle,1.62,5,sigl,4
10774,signal,23.11,6,siNal,5
10775,signalement,2.7,11,siNal°m@,8
10776,signaler,27.5,8,siNale,6
10777,signalisation,1.08,13,siNalizasj&,11
10778,signature,15.2,9,siNatyR,7
10779,signe,161.28,5,siN,3
10780,signer,55.81,6,siNe,4
10781,significatif,4.46,12,siNifikatif,11
10782,signification,16.76,13,siNifikasj&,11
10783,signifier,47.23,9,siNifje,7
10784,signor,2.64,6,siNOR,5
10785,sikh,1.49,4,sik,3
10786,silence,325.54,7,sil@s,5
10787,silencieusement,17.16,15,sil@sj2z°m@,11
10788,silencieux,76.89,10,sil@sj2,7
10789,silex,5.14,5,silEks,6
10790,silhouette,73.31,10,silwEt,6
10792,sillage,10.88,7,sijaZ,5
10793,sillon,12.3,6,sij&,4
10794,sillonner,8.58,9,sijone,6
10795,silo,1.69,4,silo,4
10796,simiesque,1.15,9,simjEsk,7
10797,similaire,1.35,9,similER,7
10798,simili,1.01,6,simili,6
10799,similitude,1.55,10,similityd,9
10800,simple,159.73,6,s5pl,4
10801,simplement,134.32,10,s5pl°m@,7
10802,simplet,1.35,7,s5plE,5
10803,simplifier,7.84,10,s5plifje,8
10804,simpliste,1.28,9,s5plist,7
10805,simulacre,6.22,9,simylakR,8
10806,simuler,6.22,7,simyle,6
10807,singe,22.57,5,s5Z,3
10808,singer,3.92,6,s5Ze,4
10809,singerie,2.23,8,s5Z°Ri,6
10810,singulariser,1.08,12,s5gylaRize,10
10811,singulier,24.06,9,s5gylje,7
10812,sinistre,28.04,8,sinistR,7
10813,sinistrement,1.28,12,sinistR°m@,10
10814,sinon,89.26,5,sin&,4
10816,sinueux,5.61,7,sin82,5
10817,sinus,1.01,5,sinys,5
10818,siphon,2.23,6,sif&,4
10819,sir,2.57,3,siR,3
10820,sirop,8.18,5,siRo,4
10821,siroter,5.74,7,siRote,6
10822,sirupeux,1.55,8,siRyp2,6
10823,sis,1.55,3,si,2
10824,site,4.46,4,sit,3
10825,situation,104.86,9,sit8asj&,8
10826,situer,37.84,6,sit8e,5
10827,six,156.22,3,sis,3
10828,sketch,1.28,6,skEtS,5
10829,ski,6.49,3,ski,3
10830,skieur,1.28,6,skj9R,5
10832,slave,3.38,5,slav,4
10833,slip,12.77,4,slip,4
10834,slogan,6.96,6,slog@,5
10835,slow,2.16,4,slo,3
10836,smoking,4.53,7,smOkiG,6
10837,sniffer,2.7,7,snife,5
10838,snob,5.13,4,snOb,4
10839,snobisme,3.45,8,snobizm,7
10840,sobre,4.66,5,sObR,4
10841,sobrement,1.28,9,sObR°m@,7
10842,sobriquet,4.86,9,sobRikE,7
10843,soc,1.89,3,sOk,3
10844,social,50.81,6,sosjal,6
10845,socialisme,6.76,10,sosjalizm,9
10846,socialiste,16.02,10,sosjalist,9
10847,sociologie,1.28,10,sosjoloZi,9
10848,sociologue,1.55,10,sosjolOg,8
10849,socle,8.45,5,sOkl,4
10850,socquette,2.16,9,sokEt,5
10851,soda,1.55,4,soda,4
10852,sodomiser,1.49,9,sodomize,8
10853,soeur,161.01,5,s9R,3
10854,sofa,5.68,4,sofa,4
10855,soi,83.65,3,swa,3
10856,soie,51.62,4,swa,3
10857,soierie,1.96,7,swaRi,5
10858,soif,35.54,4,swaf,4
10859,soigner,42.84,7,swaNe,5
10860,soigneusement,34.39,13,swaN2z°m@,9
10861,soigneux,3.78,8,swaN2,5
10862,soin,68.24,4,sw5,3
10863,soir,562.64,4,swaR,4
10864,soit,62.64,4,swa,3
10865,soixantaine,4.53,11,swas@tEn,8
10866,soixante,25.88,8,swas@t,6
10867,sol,150.34,3,sOl,3
10868,solaire,7.43,7,solER,5
10869,soldat,128.92,6,sOlda,5
10870,solde,9.05,5,sOld,4
10871,solder,3.72,6,sOlde,5
10872,sole,2.5,4,sOl,3
10873,soleil,334.39,6,solEj,5
10874,solennel,19.66,8,solanEl,7
10875,solennellement,6.15,14,solanEl°m@,10
10876,solex,3.38,5,solEks,6
10877,solidaire,4.8,9,solidER,7
10878,solide,47.3,6,solid,5
10879,solidement,10.0,10,solid°m@,8
10880,solidifier,1.42,10,solidifje,9
10881,soliloque,1.22,9,solilOk,7
10882,soliste,1.08,7,solist,6
10883,solitaire,35.27,9,solitER,7
10884,solitairement,1.22,13,solitER°m@,10
10885,solitude,69.73,8,solityd,7
10886,sollicitation,2.3,13,solisitasj&,11
10887,solliciter,11.82,10,solisite,8
10888,sollicitude,9.46,11,solisityd,9
10889,solo,3.38,4,solo,4
10890,solstice,1.42,8,sOlstis,7
10891,solution,43.51,8,solysj&,7
10892,sombre,125.74,6,s&bR,4
10893,sombrement,2.03,10,s&bR°m@,7
10894,sombrer,19.32,7,s&bRe,5
10895,sommaire,4.8,8,somER,5
10896,sommairement,2.16,12,somER°m@,8
10897,sommation,3.24,9,somasj&,7
10898,somme,79.26,5,sOm,3
10899,sommeil,114.8,7,somEj,5
10901,sommeiller,6.89,10,someje,6
10902,sommelier,1.15,9,sOm°lje,7
10903,sommer,6.01,6,some,4
10904,sommet,47.5,6,somE,4
10905,sommier,7.97,7,somje,5
10906,somnambule,4.73,10,sOmn@byl,8
10907,somnambulique,1.62,13,sOmn@bylik,10
10908,somnolence,3.58,10,sOmnol@s,8
10909,somnolent,4.05,9,sOmnOl@,7
10910,somnoler,10.47,8,sOmnole,7
10911,somptueux,13.18,9,s&pt82,6
10912,son,4763.99,3,s&,2
10913,sonate,1.69,6,sonat,5
10914,sonatine,1.62,8,sonatin,7
10915,sondage,2.16,7,s&daZ,5
10916,sonder,5.07,6,s&de,4
10917,songe,21.28,5,s&Z,3
10918,songer,104.86,6,s&Ze,4
10919,songerie,1.69,8,s&Z°Ri,6
10920,songeur,6.08,7,s&Z9R,5
10922,sonnant,6.89,7,son@,4
10923,sonner,92.57,6,sone,4
10924,sonnerie,18.31,8,sOn°Ri,6
10925,sonnet,2.09,6,sonE,4
10926,sonnette,16.15,8,sonEt,5
10927,sono,1.89,4,sono,4
10928,sonore,27.3,6,sonOR,5
10929,soprano,2.03,7,sopRano,7
10930,sorbet,1.55,6,sORbE,5
10931,sorcellerie,1.35,11,sORsEl°Ri,9
10932,sorcier,16.75,7,sORsje,6
10933,sordide,10.95,7,sORdid,6
10934,sornette,1.69,8,sORnEt,6
10935,sort,58.92,4,sOR,3
10936,sortant,1.49,7,sORt@,5
10937,sorte,307.16,5,sORt,4
10938,sortie,75.27,6,sORti,5
10939,sortir,638.18,6,sORtiR,6
10940,sosie,1.22,5,sozi,4
10941,sot,12.1,3,so,2
10942,sottement,2.3,9,sOt°m@,6
10943,sottise,11.82,7,sotiz,5
10944,sou,41.22,3,su,2
10945,soubassement,2.23,12,subas°m@,8
10946,soubresaut,6.96,10,subR°so,7
10947,soubrette,3.11,9,subREt,6
10948,souche,10.54,6,suS,3
10949,souci,61.22,5,susi,4
10950,soucier,26.62,7,susje,5
10951,soucieux,16.62,8,susj2,5
10952,soucoupe,8.85,8,sukup,5
10953,soudain,272.57,7,sud5,4
10954,soudainement,5.54,12,sudEn°m@,8
10955,soudard,2.23,7,sudaR,5
10956,souder,8.04,6,sude,4
10957,soudoyer,1.01,8,sudwaje,7
10958,soudure,1.08,7,sudyR,5
10959,soufflant,1.08,9,sufl@,5
10960,souffle,100.2,7,sufl,4
10961,souffler,83.65,8,sufle,5
10962,soufflet,6.22,8,suflE,5
10964,souffleur,1.22,9,sufl9R,6
10965,souffrance,47.16,10,sufR@s,6
10966,souffrant,5.14,9,sufR@,5
10967,souffreteux,2.5,11,sufR°t2,7
10968,souffrir,119.26,8,sufRiR,6
10969,soufre,4.53,6,sufR,4
10970,souhait,8.65,7,swE,3
10971,souhaitable,3.72,11,swEtabl,7
10972,souhaiter,82.16,9,swete,5
10973,souille,2.57,7,suj,3
10974,souiller,15.81,8,suje,4
10975,souillon,1.08,8,suj&,4
10976,souillure,2.91,9,sujyR,5
10977,souk,2.64,4,suk,3
10978,soulagement,21.22,11,sulaZ°m@,8
10979,soulager,29.12,8,sulaZe,6
10980,soulever,113.38,8,sul°ve,6
10981,soulier,35.68,7,sulje,5
10982,souligner,22.57,9,suliNe,6
10983,soumettre,37.57,9,sumEtR,6
10984,soumis,5.88,6,sumi,4
10985,soumission,10.95,10,sumisj&,7
10986,soupape,1.28,7,supap,5
10987,soupe,38.04,5,sup,3
10988,soupente,3.11,8,sup@t,5
10989,souper,14.66,6,supe,4
10990,soupeser,5.14,8,sup°ze,6
10992,soupir,35.95,6,supiR,5
10993,soupirail,3.24,9,supiRaj,7
10994,soupirant,2.23,9,supiR@,6
10995,soupirer,65.47,8,supiRe,6
10996,souple,27.23,6,supl,4
10998,souplesse,9.86,9,suplEs,6
10999,source,49.19,6,suRs,4
11000,sourcil,47.64,7,suRsi,5
11001,sourciller,2.09,10,suRsije,7
11002,sourcilleux,1.96,11,suRsij2,7
11003,sourd,55.61,5,suR,3
11006,sourdine,6.49,8,suRdin,6
11007,sourdingue,1.42,10,suRd5g,6
11009,souriant,23.45,8,suRj@,5
11010,sourire,478.25,7,suRiR,5
11011,souris,26.89,6,suRi,4
11012,sournois,19.8,8,suRnwa,6
11013,sournoisement,4.8,13,suRnwaz°m@,10
11014,sous,1032.7,4,su,2
11015,souscrire,3.11,9,suskRiR,7
11016,soustraction,1.08,12,sustRaksj&,10
11017,soustraire,7.84,10,sustRER,7
11018,soutane,6.89,7,sutan,5
11019,soute,2.16,5,sut,3
11020,souteneur,1.89,9,sut°n9R,7
11021,soutenir,61.22,8,sut°niR,7
11022,soutenu,4.46,7,sut°ny,6
11023,souterrain,18.11,10,sutER5,6
11024,soutien,9.53,7,sutj5,5
11025,soutirer,1.82,8,sutiRe,6
11026,souvenir,412.44,8,suv°niR,7
11027,souvent,286.96,7,suv@,4
11028,souverain,18.18,9,suv°R5,6
11029,souverainement,2.09,14,suv°REn°m@,10
11030,soviet,7.7,6,sovjEt,6
11031,soyeux,13.04,6,swaj2,5
11032,spacieux,4.26,8,spasj2,6
11033,spadassin,1.15,9,spadas5,7
11034,spaghetti,2.97,9,spageti,7
11036,sparadrap,1.96,9,spaRadRa,8
11037,spasme,6.76,6,spasm,5
11038,spatial,1.35,7,spasjal,7
11039,spatule,1.82,7,spatyl,6
11040,speaker,3.99,7,spik9R,6
11041,spectacle,73.78,9,spEktakl,8
11042,spectaculaire,6.22,13,spEktakylER,11
11043,spectateur,21.69,10,spEktat9R,9
11044,spectre,6.96,7,spEktR,6
11045,speed,1.49,5,spid,4
11046,sperme,5.07,6,spERm,5
11047,sphincter,1.01,9,sf5ktER,7
11048,sphinx,3.04,6,sf5ks,5
11049,spirale,6.08,7,spiRal,6
11050,spirituel,14.53,9,spiRit8El,9
11051,spleen,1.55,6,splin,5
11052,splendeur,14.59,9,spl@d9R,7
11053,splendide,10.14,9,spl@did,7
11054,spongieux,4.26,9,sp&Zj2,6
11055,sporadique,1.62,10,spoRadik,8
11056,sport,20.81,5,spOR,4
11057,sportif,14.19,7,spORtif,7
11058,spot,1.49,4,spOt,4
11059,sprint,2.23,6,spRint,6
11060,square,16.69,6,skwaR,5
11062,squelette,11.69,9,sk°lEt,6
11063,squelettique,3.45,12,sk°letik,8
11064,stabiliser,1.42,10,stabilize,9
11065,stable,4.53,6,stabl,5
11066,stade,14.8,5,stad,4
11067,stage,5.54,5,staZ,4
11068,stagiaire,1.55,9,staZjER,7
11069,stagnant,2.97,8,stagn@,6
11070,stagner,5.41,7,stagne,6
11071,stalinien,5.41,9,stalinj5,8
11072,stalinisme,1.01,10,stalinizm,9
11073,stalle,2.43,6,stal,4
11074,stand,3.72,5,st@d,4
11075,standard,3.31,8,st@daR,6
11076,standardiste,1.55,12,st@daRdist,10
11077,standing,2.03,8,st@diG,6
11078,star,9.86,4,staR,4
11079,starlette,1.22,9,staRlEt,7
11080,stater,1.69,6,state,5
11081,station,24.26,7,stasj&,6
11082,stationnement,2.64,13,stasjOn°m@,10
11083,stationner,8.85,10,stasjone,8
11084,statique,1.42,8,statik,6
11085,statistique,3.45,11,statistik,9
11086,statue,42.84,6,staty,5
11087,statuer,1.01,7,stat8e,6
11088,statuette,4.93,9,stat8Et,7
11089,statufier,1.28,9,statyfje,8
11090,stature,4.05,7,statyR,6
11091,statut,5.74,6,staty,5
11092,steak,2.57,5,stEk,4
11093,steppe,18.65,6,stEp,4
11095,stigmate,3.11,8,stigmat,7
11096,stimulant,1.55,9,stimyl@,7
11097,stimuler,4.05,8,stimyle,7
11098,stock,7.91,5,stOk,4
11099,stocker,1.15,7,stoke,5
11100,stone,2.16,5,ston,4
11101,stop,6.76,4,stOp,4
11102,stopper,15.61,7,stope,5
11103,store,7.09,5,stOR,4
11104,strapontin,1.89,10,stRap&t5,8
11105,strass,1.69,6,stRas,5
11106,strict,14.39,6,stRikt,6
11107,strictement,7.91,11,stRikt°m@,9
11108,stridence,1.96,9,stRid@s,7
11109,strident,7.3,8,stRid@,6
11110,strie,1.82,5,stRi,4
11112,strophe,2.16,7,stROf,5
11113,structure,7.7,9,stRyktyR,8
11114,structurer,1.22,10,stRyktyRe,9
11115,stuc,1.89,4,styk,4
11116,studieux,4.05,8,stydj2,6
11117,studio,22.09,6,stydjo,6
11118,stuka,1.15,5,styka,5
11119,stupeur,24.05,7,styp9R,6
11120,stupide,29.53,7,stypid,6
11121,stupidement,5.07,11,stypid°m@,9
11122,style,46.62,5,stil,4
11123,styler,1.55,6,stile,5
11124,stylo,12.77,5,stilo,5
11125,su,1.69,2,sy,2
11126,suaire,2.64,6,s8ER,4
11127,suant,2.43,5,s8@,3
11128,suave,7.43,5,s8av,4
11129,subalterne,3.85,10,sybaltERn,9
11130,subconscient,1.28,12,sypk&sj@,8
11131,subir,53.72,5,sybiR,5
11132,subit,16.49,5,sybi,4
11133,subitement,15.54,10,sybit°m@,8
11134,subito,1.15,6,sybito,6
11135,subjectif,1.49,9,sybZEktif,9
11136,subjonctif,1.55,10,sybZ&ktif,9
11137,subjuguer,5.27,9,sybZyge,7
11138,sublime,12.91,7,syblim,6
11139,sublimer,1.42,8,syblime,7
11140,submerger,12.91,9,sybmERZe,8
11141,subodorer,2.5,9,sybodoRe,8
11142,subordination,1.55,13,sybORdinasj&,12
11143,subordonner,2.23,11,sybORdone,9
11144,subrepticement,2.64,14,sybREptis°m@,12
11145,subsistance,1.55,11,sybzist@s,9
11146,subsister,17.09,9,sybziste,8
11147,substance,14.39,9,sypst@s,7
11148,substantiel,2.43,11,sypst@sjEl,10
11149,substituer,8.11,10,sypstit8e,9
11150,substitut,2.7,9,sypstity,8
11151,substitution,2.3,12,sypstitysj&,11
11152,subterfuge,1.35,10,syptERfyZ,9
11153,subtil,22.91,6,syptil,6
11154,subtilement,2.3,11,syptil°m@,9
11155,subtiliser,2.16,10,syptilize,9
11156,subvenir,1.08,8,sybv°niR,8
11157,subversif,2.43,9,sybvERsif,9
11158,suc,3.18,3,syk,3
11159,successeur,6.96,10,sykses9R,8
11161,succession,11.35,10,syksesj&,8
11162,successivement,12.57,14,syksesiv°m@,11
11163,succion,1.69,7,sysj&,5
11164,succomber,9.66,9,syk&be,6
11165,succulent,2.77,9,sykyl@,6
11166,succursale,1.42,10,sykyRsal,8
11167,sucer,18.51,5,syse,4
11168,sucette,2.64,7,sysEt,5
11169,sucre,32.77,5,sykR,4
11170,sucrer,4.73,6,sykRe,5
