"word","pron","cgram","grapheme","gpmatch","freq","len","phlen","genre","nombre"
"!séducteur!","!sedykt9R!","NOM","s.é.d.u.c.t.eu.r","s-s.é-e.d-d.u-y.c-k.t-t.eu-9.r-R",3.72,11,10,"m","s"
"!séisme!","!seizm!","NOM","s.é.i.s.m.e","s-s.é-e.i-i.s-z.m-m.e-#",1.01,8,7,"m","s"
"!séjour!","!seZuR!","NOM","s.é.j.ou.r","s-s.é-e.j-Z.ou-u.r-R",36.82,8,7,"m","s"
"!sélecteur!","!selEkt9R!","NOM","s.é.l.e.c.t.eu.r","s-s.é-e.l-l.e-E.c-k.t-t.eu-9.r-R",0.07,11,10,"m","s"
"!sélectionneur!","!selEksjon9R!","NOM","s.é.l.e.c.t.i.o.nn.eu.r","s-s.é-e.l-l.e-E.c-k.t-s.i-j.o-o.nn-n.eu-9.r-R",0.07,15,13,"m","s"
"!sélectionné!","!selEksjone!","NOM","s.é.l.e.c.t.i.o.nn.é","s-s.é-e.l-l.e-E.c-k.t-s.i-j.o-o.nn-n.é-e",0.07,13,12,"m","s"
"!sémaphore!","!semafOR!","NOM","s.é.m.a.ph.o.r.e","s-s.é-e.m-m.a-a.ph-f.o-O.r-R.e-#",0.61,11,9,"m","s"
"!sémillon!","!semij&!","NOM","s.é.m.ill.on","s-s.é-e.m-m.ill-ij.on-&",0.07,10,8,"m","s"
"!séminaire!","!seminER!","NOM","s.é.m.i.n.ai.r.e","s-s.é-e.m-m.i-i.n-n.ai-E.r-R.e-#",3.58,11,9,"m","s"
"!sénat!","!sena!","NOM","s.é.n.a.t","s-s.é-e.n-n.a-a.t-#",1.82,7,6,"m","s"
"!sénateur!","!senat9R!","NOM","s.é.n.a.t.eu.r","s-s.é-e.n-n.a-a.t-t.eu-9.r-R",2.03,10,9,"m","s"
"!sénevé!","!sEn°ve!","NOM","s.é.n.e.v.é","s-s.é-E.n-n.e-°.v-v.é-e",0.14,8,8,"m","s"
"!séné!","!sene!","NOM","s.é.n.é","s-s.é-e.n-n.é-e",0.07,6,6,"m","s"
"!sénéchal!","!seneSal!","NOM","s.é.n.é.ch.a.l","s-s.é-e.n-n.é-e.ch-S.a-a.l-l",5.2,10,9,"m","s"
"!sénégalais!","!senegalE!","NOM","s.é.n.é.g.a.l.ai.s","s-s.é-e.n-n.é-e.g-g.a-a.l-l.ai-E.s-#",1.82,12,10,"m",""
"!sépulcre!","!sepylkR!","NOM","s.é.p.u.l.c.r.e","s-s.é-e.p-p.u-y.l-l.c-k.r-R.e-#",1.01,10,9,"m","s"
"!séquestre!","!sekEstR!","NOM","s.é.qu.e.s.t.r.e","s-s.é-e.qu-k.e-E.s-s.t-t.r-R.e-#",0.81,11,9,"m","s"
"!séquoia!","!sekoja!","NOM","s.é.qu.o.i.a","s-s.é-e.qu-k.o-o.i-j.a-a",1.22,9,8,"m","s"
"!sérail!","!seRaj!","NOM","s.é.r.a.il","s-s.é-e.r-R.a-a.il-j",13.31,8,7,"m","s"
"!séraphin!","!seRaf5!","NOM","s.é.r.a.ph.in","s-s.é-e.r-R.a-a.ph-f.in-5",0.2,10,8,"m","s"
"!sérieux!","!seRj2!","NOM","s.é.r.i.eu.x","s-s.é-e.r-R.i-j.eu-2.x-#",24.39,9,7,"m",""
"!séronégatif!","!seRonegatif!","NOM","s.é.r.o.n.é.g.a.t.i.f","s-s.é-e.r-R.o-o.n-n.é-e.g-g.a-a.t-t.i-i.f-f",0.07,13,13,"m","s"
"!séropositif!","!seRopozitif!","NOM","s.é.r.o.p.o.s.i.t.i.f","s-s.é-e.r-R.o-o.p-p.o-o.s-z.i-i.t-t.i-i.f-f",0.07,13,13,"m","s"
"!sérum!","!seROm!","NOM","s.é.r.u.m","s-s.é-e.r-R.u-O.m-m",0.74,7,7,"m","s"
"!sésame!","!sezam!","NOM","s.é.s.a.m.e","s-s.é-e.s-z.a-a.m-m.e-#",1.35,8,7,"m","s"
"!séton!","!set&!","NOM","s.é.t.on","s-s.é-e.t-t.on-&",0.07,7,6,"m","s"
"!sévice!","!sevis!","NOM","s.é.v.i.c.e","s-s.é-e.v-v.i-i.c-s.e-#",0.34,8,7,"m","s"
"!sévillan!","!sevil@!","NOM","s.é.v.i.ll.an","s-s.é-e.v-v.i-i.ll-l.an-@",0.07,10,8,"m","s"
"!t!","!t!","NOM","t","t-t",4.93,3,3,"m",""
"!tabac!","!taba!","NOM","t.a.b.a.c","t-t.a-a.b-b.a-a.c-#",41.28,7,6,"m","s"
"!tabassage!","!tabasaZ!","NOM","t.a.b.a.ss.a.ge","t-t.a-a.b-b.a-a.ss-s.a-a.ge-Z",0.14,11,9,"m","s"
"!tabellion!","!tabelj&!","NOM","t.a.b.e.ll.i.on","t-t.a-a.b-b.e-e.ll-l.i-j.on-&",0.14,11,9,"m","s"
"!tabernacle!","!tabERnakl!","NOM","t.a.b.e.r.n.a.c.l.e","t-t.a-a.b-b.e-E.r-R.n-n.a-a.c-k.l-l.e-#",2.03,12,11,"m","s"
"!tableau!","!tablo!","NOM","t.a.b.l.eau","t-t.a-a.b-b.l-l.eau-o",57.84,9,7,"m","s"
"!tableautin!","!tablot5!","NOM","t.a.b.l.eau.t.in","t-t.a-a.b-b.l-l.eau-o.t-t.in-5",0.07,12,9,"m","s"
"!tablier!","!tablije!","NOM","t.a.b.l.i.er","t-t.a-a.b-b.l-l.i-ij.er-e",27.16,9,9,"m","s"
"!tabor!","!tabOR!","NOM","t.a.b.o.r","t-t.a-a.b-b.o-O.r-R",0.07,7,7,"m","s"
"!tabou!","!tabu!","NOM","t.a.b.ou","t-t.a-a.b-b.ou-u",1.69,7,6,"m","s"
"!tabouret!","!tabuRE!","NOM","t.a.b.ou.r.et","t-t.a-a.b-b.ou-u.r-R.et-E",15.47,10,8,"m","s"
"!tabulateur!","!tabylat9R!","NOM","t.a.b.u.l.a.t.eu.r","t-t.a-a.b-b.u-y.l-l.a-a.t-t.eu-9.r-R",0.07,12,11,"m","s"
"!tabès!","!tabEs!","NOM","t.a.b.è.s","t-t.a-a.b-b.è-E.s-s",0.07,7,7,"m",""
"!tac!","!tak!","NOM","t.a.c","t-t.a-a.c-k",4.59,5,5,"m","s"
"!tachymètre!","!takimEtR!","NOM","t.a.ch.y.m.è.t.r.e","t-t.a-a.ch-k.y-i.m-m.è-E.t-t.r-R.e-#",0.14,12,10,"m","s"
"!tacle!","!takl!","NOM","t.a.c.l.e","t-t.a-a.c-k.l-l.e-#",0.07,7,6,"m","s"
"!tacon!","!tak&!","NOM","t.a.c.on","t-t.a-a.c-k.on-&",0.14,7,6,"m","s"
"!taconnet!","!takOnE!","NOM","t.a.c.o.nn.et","t-t.a-a.c-k.o-O.nn-n.et-E",0.34,10,8,"m","s"
"!tacot!","!tako!","NOM","t.a.c.o.t","t-t.a-a.c-k.o-o.t-#",0.74,7,6,"m","s"
"!tact!","!takt!","NOM","t.a.c.t","t-t.a-a.c-k.t-t",4.8,6,6,"m","s"
"!tacticien!","!taktisj5!","NOM","t.a.c.t.i.c.i.en","t-t.a-a.c-k.t-t.i-i.c-s.i-j.en-5",0.41,11,10,"m","s"
"!tadjik!","!tadZik!","NOM","t.a.d.j.i.k","t-t.a-a.d-d.j-Z.i-i.k-k",0.14,8,8,"m","s"
"!tadorne!","!tadORn!","NOM","t.a.d.o.r.n.e","t-t.a-a.d-d.o-O.r-R.n-n.e-#",0.2,9,8,"m","s"
"!taenia!","!tenja!","NOM","t.ae.n.i.a","t-t.ae-e.n-n.i-j.a-a",0.68,8,7,"m","s"
"!taf!","!taf!","NOM","t.a.f","t-t.a-a.f-f",0.54,5,5,"m","s"
"!tafanard!","!tafanaR!","NOM","t.a.f.a.n.a.r.d","t-t.a-a.f-f.a-a.n-n.a-a.r-R.d-#",0.2,10,9,"m","s"
"!taffetas!","!taf°ta!","NOM","t.a.ff.e.t.a.s","t-t.a-a.ff-f.e-°.t-t.a-a.s-#",1.76,10,8,"m",""
"!tafia!","!tafja!","NOM","t.a.f.i.a","t-t.a-a.f-f.i-j.a-a",0.07,7,7,"m","s"
"!tag!","!tag!","NOM","t.a.g","t-t.a-a.g-g",0.41,5,5,"m","s"
"!tagalog!","!tagalOg!","NOM","t.a.g.a.l.o.g","t-t.a-a.g-g.a-a.l-l.o-O.g-g",0.14,9,9,"m","s"
"!taillandier!","!taj@dje!","NOM","t.a.ill.an.d.i.er","t-t.a-a.ill-j.an-@.d-d.i-j.er-e",0.07,13,9,"m","s"
"!tailleur!","!taj9R!","NOM","t.a.ill.eu.r","t-t.a-a.ill-j.eu-9.r-R",22.64,10,7,"m","s"
"!taillis!","!taji!","NOM","t.a.ill.i.s","t-t.a-a.ill-j.i-i.s-#",15,9,6,"m",""
"!tailloir!","!tajwaR!","NOM","t.a.ill.oi.r","t-t.a-a.ill-j.oi-wa.r-R",0.14,10,8,"m","s"
"!tain!","!t5!","NOM","t.ain","t-t.ain-5",1.55,6,4,"m","s"
"!tajine!","!taZin!","NOM","t.a.j.i.n.e","t-t.a-a.j-Z.i-i.n-n.e-#",0.2,8,7,"m","s"
"!tala!","!tala!","NOM","t.a.l.a","t-t.a-a.l-l.a-a",0.07,6,6,"m","s"
"!talbin!","!talb5!","NOM","t.a.l.b.in","t-t.a-a.l-l.b-b.in-5",0.47,8,7,"m","s"
"!talc!","!talk!","NOM","t.a.l.c","t-t.a-a.l-l.c-k",1.49,6,6,"m","s"
"!talent!","!tal@!","NOM","t.a.l.ent","t-t.a-a.l-l.ent-@",31.08,8,6,"m","s"
"!taleth!","!talEt!","NOM","t.a.l.e.th","t-t.a-a.l-l.e-E.th-t",0.2,8,7,"m","s"
"!talion!","!talj&!","NOM","t.a.l.i.on","t-t.a-a.l-l.i-j.on-&",3.18,8,7,"m","s"
"!talisman!","!talisman!","NOM","t.a.l.i.s.m.a.n","t-t.a-a.l-l.i-i.s-s.m-m.a-a.n-n",2.64,10,10,"m","s"
"!tallipot!","!talipo!","NOM","t.a.ll.i.p.o.t","t-t.a-a.ll-l.i-i.p-p.o-o.t-#",0.07,10,8,"m","s"
"!talon!","!tal&!","NOM","t.a.l.on","t-t.a-a.l-l.on-&",12.36,7,6,"m","s"
"!talonneur!","!talon9R!","NOM","t.a.l.o.nn.eu.r","t-t.a-a.l-l.o-o.nn-n.eu-9.r-R",0.07,11,9,"m","s"
"!talus!","!taly!","NOM","t.a.l.u.s","t-t.a-a.l-l.u-y.s-#",19.53,7,6,"m",""
"!tamanoir!","!tamanwaR!","NOM","t.a.m.a.n.oi.r","t-t.a-a.m-m.a-a.n-n.oi-wa.r-R",0.07,10,10,"m","s"
"!tamarin!","!tamaR5!","NOM","t.a.m.a.r.in","t-t.a-a.m-m.a-a.r-R.in-5",0.07,9,8,"m","s"
"!tamaris!","!tamaRis!","NOM","t.a.m.a.r.i.s","t-t.a-a.m-m.a-a.r-R.i-i.s-s",0.61,9,9,"m",""
"!tambour!","!t@buR!","NOM","t.am.b.ou.r","t-t.am-@.b-b.ou-u.r-R",10.54,9,7,"m","s"
"!tambourin!","!t@buR5!","NOM","t.am.b.ou.r.in","t-t.am-@.b-b.ou-u.r-R.in-5",0.47,11,8,"m","s"
"!tambourinaire!","!t@buRinER!","NOM","t.am.b.ou.r.i.n.ai.r.e","t-t.am-@.b-b.ou-u.r-R.i-i.n-n.ai-E.r-R.e-#",0.07,15,11,"m","s"
"!tambourinement!","!t@buRin°m@!","NOM","t.am.b.ou.r.i.n.e.m.ent","t-t.am-@.b-b.ou-u.r-R.i-i.n-n.e-°.m-m.ent-@",0.95,16,12,"m","s"
"!tambourineur!","!t@buRin9R!","NOM","t.am.b.ou.r.i.n.eu.r","t-t.am-@.b-b.ou-u.r-R.i-i.n-n.eu-9.r-R",0.07,14,11,"m","s"
"!tamis!","!tami!","NOM","t.a.m.i.s","t-t.a-a.m-m.i-i.s-#",1.82,7,6,"m",""
"!tamoul!","!tamul!","NOM","t.a.m.ou.l","t-t.a-a.m-m.ou-u.l-l",0.14,8,7,"m","s"
"!tamouré!","!tamuRe!","NOM","t.a.m.ou.r.é","t-t.a-a.m-m.ou-u.r-R.é-e",0.07,9,8,"m","s"
"!tampax!","!t@paks!","NOM","t.am.p.a.x","t-t.am-@.p-p.a-a.x-ks",0.27,8,8,"m",""
"!tampon!","!t@p&!","NOM","t.am.p.on","t-t.am-@.p-p.on-&",5.14,8,6,"m","s"
"!tamponnement!","!t@pOn°m@!","NOM","t.am.p.o.nn.e.m.ent","t-t.am-@.p-p.o-O.nn-n.e-°.m-m.ent-@",0.2,14,10,"m","s"
"!tamponnoir!","!t@ponwaR!","NOM","t.am.p.o.nn.oi.r","t-t.am-@.p-p.o-o.nn-n.oi-wa.r-R",0.07,12,10,"m","s"
"!tamtam!","!tamtam!","NOM","t.a.m.t.a.m","t-t.a-a.m-m.t-t.a-a.m-m",0.07,8,8,"m","s"
"!tan!","!t@!","NOM","t.an","t-t.an-@",0.2,5,4,"m","s"
"!tandem!","!t@dEm!","NOM","t.an.d.e.m","t-t.an-@.d-d.e-E.m-m",1.82,8,7,"m","s"
"!tangage!","!t@gaZ!","NOM","t.an.g.a.ge","t-t.an-@.g-g.a-a.ge-Z",1.08,9,7,"m","s"
"!tango!","!t@go!","NOM","t.an.g.o","t-t.an-@.g-g.o-o",4.53,7,6,"m","s"
"!tanin!","!tan5!","NOM","t.a.n.in","t-t.a-a.n-n.in-5",0.34,7,6,"m","s"
"!tank!","!t@k!","NOM","t.an.k","t-t.an-@.k-k",1.89,6,5,"m","s"
"!tanka!","!t@ka!","NOM","t.an.k.a","t-t.an-@.k-k.a-a",0.54,7,6,"m","s"
"!tanker!","!t@k9R!","NOM","t.an.k.e.r","t-t.an-@.k-k.e-9.r-R",0.07,8,7,"m","s"
"!tanneur!","!tan9R!","NOM","t.a.nn.eu.r","t-t.a-a.nn-n.eu-9.r-R",0.27,9,7,"m","s"
"!tanrec!","!t@REk!","NOM","t.an.r.e.c","t-t.an-@.r-R.e-E.c-k",0.07,8,7,"m","s"
"!tansad!","!t@sad!","NOM","t.an.s.a.d","t-t.an-@.s-s.a-a.d-d",0.07,8,7,"m","s"
"!tantinet!","!t@tinE!","NOM","t.an.t.i.n.et","t-t.an-@.t-t.i-i.n-n.et-E",1.55,10,8,"m","s"
"!tantrisme!","!t@tRizm!","NOM","t.an.t.r.i.s.m.e","t-t.an-@.t-t.r-R.i-i.s-z.m-m.e-#",0.34,11,9,"m","s"
"!tantôt!","!t@to!","NOM","t.an.t.ô.t","t-t.an-@.t-t.ô-o.t-#",1.08,8,6,"m","s"
"!tao!","!tao!","NOM","t.a.o","t-t.a-a.o-o",0.61,5,5,"m","s"
"!taon!","!t@!","NOM","t.aon","t-t.aon-@",0.14,6,4,"m","s"
"!taoïsme!","!taoizm!","NOM","t.a.o.ï.s.m.e","t-t.a-a.o-o.ï-i.s-z.m-m.e-#",0.07,9,8,"m","s"
"!tapage!","!tapaZ!","NOM","t.a.p.a.ge","t-t.a-a.p-p.a-a.ge-Z",6.01,8,7,"m","s"
"!tapecul!","!tapky!","NOM","t.a.p.e.c.u.l","t-t.a-a.p-p.e-#.c-k.u-y.l-#",0.07,9,7,"m","s"
"!tapeur!","!tap9R!","NOM","t.a.p.eu.r","t-t.a-a.p-p.eu-9.r-R",0.07,8,7,"m","s"
"!tapin!","!tap5!","NOM","t.a.p.in","t-t.a-a.p-p.in-5",3.58,7,6,"m","s"
"!tapioca!","!tapjoka!","NOM","t.a.p.i.o.c.a","t-t.a-a.p-p.i-j.o-o.c-k.a-a",1.69,9,9,"m","s"
"!tapir!","!tapiR!","NOM","t.a.p.i.r","t-t.a-a.p-p.i-i.r-R",0.34,7,7,"m","s"
"!tapis!","!tapi!","NOM","t.a.p.i.s","t-t.a-a.p-p.i-i.s-#",60.88,7,6,"m",""
"!tapissier!","!tapisje!","NOM","t.a.p.i.ss.i.er","t-t.a-a.p-p.i-i.ss-s.i-j.er-e",1.22,11,9,"m","s"
"!tapotement!","!tapOt°m@!","NOM","t.a.p.o.t.e.m.ent","t-t.a-a.p-p.o-O.t-t.e-°.m-m.ent-@",0.47,12,10,"m","s"
"!tapotis!","!tapoti!","NOM","t.a.p.o.t.i.s","t-t.a-a.p-p.o-o.t-t.i-i.s-#",0.07,9,8,"m",""
"!taquet!","!takE!","NOM","t.a.qu.et","t-t.a-a.qu-k.et-E",0.27,8,6,"m","s"
"!taquoir!","!takwaR!","NOM","t.a.qu.oi.r","t-t.a-a.qu-k.oi-wa.r-R",0.14,9,8,"m","s"
"!tarabiscot!","!taRabisko!","NOM","t.a.r.a.b.i.s.c.o.t","t-t.a-a.r-R.a-a.b-b.i-i.s-s.c-k.o-o.t-#",0.07,12,11,"m","s"
"!tarare!","!taRaR!","NOM","t.a.r.a.r.e","t-t.a-a.r-R.a-a.r-R.e-#",0.2,8,7,"m","s"
"!taraud!","!taRo!","NOM","t.a.r.au.d","t-t.a-a.r-R.au-o.d-#",0.2,8,6,"m","s"
"!tarbais!","!taRbE!","NOM","t.a.r.b.ai.s","t-t.a-a.r-R.b-b.ai-E.s-#",0.07,9,7,"m",""
"!tarbouche!","!taRbuS!","NOM","t.a.r.b.ou.ch.e","t-t.a-a.r-R.b-b.ou-u.ch-S.e-#",0.07,11,8,"m","s"
"!tarbouif!","!taRbuif!","NOM","t.a.r.b.ou.i.f","t-t.a-a.r-R.b-b.ou-u.i-i.f-f",0.14,10,9,"m","s"
"!tard!","!taR!","NOM","t.a.r.d","t-t.a-a.r-R.d-#",18.38,6,5,"m","s"
"!tardillon!","!taRdij&!","NOM","t.a.r.d.ill.on","t-t.a-a.r-R.d-d.ill-ij.on-&",0.14,11,9,"m","s"
"!taret!","!taRE!","NOM","t.a.r.et","t-t.a-a.r-R.et-E",0.14,7,6,"m","s"
"!targui!","!taRgi!","NOM","t.a.r.gu.i","t-t.a-a.r-R.gu-g.i-i",0.07,8,7,"m","s"
"!tarif!","!taRif!","NOM","t.a.r.i.f","t-t.a-a.r-R.i-i.f-f",2.84,7,7,"m","s"
"!tarin!","!taR5!","NOM","t.a.r.in","t-t.a-a.r-R.in-5",2.91,7,6,"m","s"
"!tarissement!","!taRis°m@!","NOM","t.a.r.i.ss.e.m.ent","t-t.a-a.r-R.i-i.ss-s.e-°.m-m.ent-@",0.27,13,10,"m","s"
"!tarmac!","!taRmak!","NOM","t.a.r.m.a.c","t-t.a-a.r-R.m-m.a-a.c-k",0.07,8,8,"m","s"
"!tarot!","!taRo!","NOM","t.a.r.o.t","t-t.a-a.r-R.o-o.t-#",0.74,7,6,"m","s"
"!tarpan!","!taRp@!","NOM","t.a.r.p.an","t-t.a-a.r-R.p-p.an-@",0.14,8,7,"m","s"
"!tarpé!","!taRpe!","NOM","t.a.r.p.é","t-t.a-a.r-R.p-p.é-e",0.07,7,7,"m","s"
"!tarse!","!taRs!","NOM","t.a.r.s.e","t-t.a-a.r-R.s-s.e-#",0.07,7,6,"m","s"
"!tartan!","!taRt@!","NOM","t.a.r.t.an","t-t.a-a.r-R.t-t.an-@",0.2,8,7,"m","s"
"!tartarin!","!taRtaR5!","NOM","t.a.r.t.a.r.in","t-t.a-a.r-R.t-t.a-a.r-R.in-5",0.41,10,9,"m","s"
"!tartiss!","!taRtis!","NOM","t.a.r.t.i.ss","t-t.a-a.r-R.t-t.i-i.ss-s",0.41,9,8,"m",""
"!tartre!","!taRtR!","NOM","t.a.r.t.r.e","t-t.a-a.r-R.t-t.r-R.e-#",0.54,8,7,"m","s"
"!tartufe!","!taRtyf!","NOM","t.a.r.t.u.f.e","t-t.a-a.r-R.t-t.u-y.f-f.e-#",0.14,9,8,"m","s"
"!tarzan!","!taRz@!","NOM","t.a.r.z.an","t-t.a-a.r-R.z-z.an-@",0.14,8,7,"m","s"
"!taré!","!taRe!","NOM","t.a.r.é","t-t.a-a.r-R.é-e",1.01,6,6,"m","s"
"!tas!","!ta!","NOM","t.a.s","t-t.a-a.s-#",83.78,5,4,"m",""
"!tasmanien!","!tasmanj5!","NOM","t.a.s.m.a.n.i.en","t-t.a-a.s-s.m-m.a-a.n-n.i-j.en-5",0.07,11,10,"m","s"
"!tassement!","!tas°m@!","NOM","t.a.ss.e.m.ent","t-t.a-a.ss-s.e-°.m-m.ent-@",0.61,11,8,"m","s"
"!tassili!","!tasili!","NOM","t.a.ss.i.l.i","t-t.a-a.ss-s.i-i.l-l.i-i",0.34,9,8,"m","s"
"!tatami!","!tatami!","NOM","t.a.t.a.m.i","t-t.a-a.t-t.a-a.m-m.i-i",0.14,8,8,"m","s"
"!tatar!","!tataR!","NOM","t.a.t.a.r","t-t.a-a.t-t.a-a.r-R",0.07,7,7,"m","s"
"!tatillon!","!tatij&!","NOM","t.a.t.ill.on","t-t.a-a.t-t.ill-ij.on-&",0.07,10,8,"m","s"
"!tatou!","!tatu!","NOM","t.a.t.ou","t-t.a-a.t-t.ou-u",0.2,7,6,"m","s"
"!tatouage!","!tatwaZ!","NOM","t.a.t.ou.a.ge","t-t.a-a.t-t.ou-w.a-a.ge-Z",1.55,10,8,"m","s"
"!tatoueur!","!tatw9R!","NOM","t.a.t.ou.eu.r","t-t.a-a.t-t.ou-w.eu-9.r-R",1.01,10,8,"m","s"
"!tau!","!to!","NOM","t.au","t-t.au-o",0.07,5,4,"m","s"
"!taube!","!tob!","NOM","t.au.b.e","t-t.au-o.b-b.e-#",0.27,7,5,"m","s"
"!taudis!","!todi!","NOM","t.au.d.i.s","t-t.au-o.d-d.i-i.s-#",3.24,8,6,"m",""
"!taulard!","!tolaR!","NOM","t.au.l.a.r.d","t-t.au-o.l-l.a-a.r-R.d-#",0.61,9,7,"m","s"
"!taulier!","!tolje!","NOM","t.au.l.i.er","t-t.au-o.l-l.i-j.er-e",3.31,9,7,"m","s"
"!taupicide!","!topisid!","NOM","t.au.p.i.c.i.d.e","t-t.au-o.p-p.i-i.c-s.i-i.d-d.e-#",0.07,11,9,"m","s"
"!taupin!","!top5!","NOM","t.au.p.in","t-t.au-o.p-p.in-5",0.07,8,6,"m","s"
"!taureau!","!toRo!","NOM","t.au.r.eau","t-t.au-o.r-R.eau-o",10,9,6,"m","s"
"!taurillon!","!toRij&!","NOM","t.au.r.ill.on","t-t.au-o.r-R.ill-ij.on-&",0.2,11,8,"m","s"
"!taurobole!","!toRobOl!","NOM","t.au.r.o.b.o.l.e","t-t.au-o.r-R.o-o.b-b.o-O.l-l.e-#",0.14,11,9,"m","s"
"!taux!","!to!","NOM","t.au.x","t-t.au-o.x-#",2.64,6,4,"m",""
"!tavel!","!tavEl!","NOM","t.a.v.e.l","t-t.a-a.v-v.e-E.l-l",0.14,7,7,"m","s"
"!tavernier!","!tavERnje!","NOM","t.a.v.e.r.n.i.er","t-t.a-a.v-v.e-E.r-R.n-n.i-j.er-e",0.68,11,10,"m","s"
"!taxaudier!","!taksodje!","NOM","t.a.x.au.d.i.er","t-t.a-a.x-ks.au-o.d-d.i-j.er-e",0.2,11,10,"m","s"
"!taxi!","!taksi!","NOM","t.a.x.i","t-t.a-a.x-ks.i-i",41.22,6,7,"m","s"
"!taximan!","!taksiman!","NOM","t.a.x.i.m.a.n","t-t.a-a.x-ks.i-i.m-m.a-a.n-n",0.14,9,10,"m","s"
"!taxiphone!","!taksifOn!","NOM","t.a.x.i.ph.o.n.e","t-t.a-a.x-ks.i-i.ph-f.o-O.n-n.e-#",0.07,11,10,"m","s"
"!taylorisme!","!tEloRizm!","NOM","t.ay.l.o.r.i.s.m.e","t-t.ay-E.l-l.o-o.r-R.i-i.s-z.m-m.e-#",0.07,12,10,"m","s"
"!tchador!","!tSadOR!","NOM","t.ch.a.d.o.r","t-t.ch-S.a-a.d-d.o-O.r-R",0.07,9,8,"m","s"
"!tcherkesse!","!tSERkEs!","NOM","t.ch.e.r.k.e.ss.e","t-t.ch-S.e-E.r-R.k-k.e-E.ss-s.e-#",0.07,12,9,"m","s"
"!tchernoziom!","!tSERnozj&!","NOM","t.ch.e.r.n.o.z.i.om","t-t.ch-S.e-E.r-R.n-n.o-o.z-z.i-j.om-&",0.14,13,11,"m","s"
"!team!","!tim!","NOM","t.ea.m","t-t.ea-i.m-m",0.2,6,5,"m","s"
"!technicien!","!tEknisj5!","NOM","t.e.ch.n.i.c.i.en","t-t.e-E.ch-k.n-n.i-i.c-s.i-j.en-5",1.01,12,10,"m","s"
"!technicolor!","!tEknikolOR!","NOM","t.e.ch.n.i.c.o.l.o.r","t-t.e-E.ch-k.n-n.i-i.c-k.o-o.l-l.o-O.r-R",0.88,13,12,"m","s"
"!technocratisme!","!tEknokRatizm!","NOM","t.e.ch.n.o.c.r.a.t.i.s.m.e","t-t.e-E.ch-k.n-n.o-o.c-k.r-R.a-a.t-t.i-i.s-z.m-m.e-#",0.07,16,14,"m","s"
"!teck!","!tEk!","NOM","t.e.ck","t-t.e-E.ck-k",0.34,6,5,"m","s"
"!teckel!","!tekEl!","NOM","t.e.ck.e.l","t-t.e-e.ck-k.e-E.l-l",0.81,8,7,"m","s"
"!tee!","!ti!","NOM","t.ee","t-t.ee-i",0.34,5,4,"m","s"
"!tefillin!","!tefj5!","NOM","t.e.f.ill.in","t-t.e-e.f-f.ill-j.in-5",0.14,10,7,"m","s"
"!teint!","!t5!","NOM","t.ein.t","t-t.ein-5.t-#",23.58,7,4,"m","s"
"!teinturier!","!t5tyRje!","NOM","t.ein.t.u.r.i.er","t-t.ein-5.t-t.u-y.r-R.i-j.er-e",1.08,12,9,"m","s"
"!tell!","!tEl!","NOM","t.e.ll","t-t.e-E.ll-l",0.07,6,5,"m","s"
"!tem!","!tEm!","NOM","t.e.m","t-t.e-E.m-m",0.07,5,5,"m","s"
"!temple!","!t@pl!","NOM","t.em.p.l.e","t-t.em-@.p-p.l-l.e-#",13.72,8,6,"m","s"
"!templier!","!t@plije!","NOM","t.em.p.l.i.er","t-t.em-@.p-p.l-l.i-ij.er-e",3.65,10,9,"m","s"
"!tempo!","!tEmpo!","NOM","t.e.m.p.o","t-t.e-E.m-m.p-p.o-o",1.22,7,7,"m","s"
"!temps!","!t@!","NOM","t.em.ps","t-t.em-@.ps-#",1289.39,7,4,"m","s"
"!tempérament!","!t@peRam@!","NOM","t.em.p.é.r.a.m.ent","t-t.em-@.p-p.é-e.r-R.a-a.m-m.ent-@",9.05,13,10,"m","s"
"!tenancier!","!t°n@sje!","NOM","t.e.n.an.c.i.er","t-t.e-°.n-n.an-@.c-s.i-j.er-e",0.95,11,9,"m","s"
"!tenant!","!t°n@!","NOM","t.e.n.ant","t-t.e-°.n-n.ant-@",2.3,8,6,"m","s"
"!tendelet!","!t@d°lE!","NOM","t.en.d.e.l.et","t-t.en-@.d-d.e-°.l-l.et-E",0.2,10,8,"m","s"
"!tender!","!t@d9R!","NOM","t.en.d.e.r","t-t.en-@.d-d.e-9.r-R",0.88,8,7,"m","s"
"!tendeur!","!t@d9R!","NOM","t.en.d.eu.r","t-t.en-@.d-d.eu-9.r-R",0.41,9,7,"m","s"
"!tendon!","!t@d&!","NOM","t.en.d.on","t-t.en-@.d-d.on-&",0.61,8,6,"m","s"
"!tendron!","!t@dR&!","NOM","t.en.d.r.on","t-t.en-@.d-d.r-R.on-&",0.34,9,7,"m","s"
"!tennis!","!tenis!","NOM","t.e.nn.i.s","t-t.e-e.nn-n.i-i.s-s",13.24,8,7,"m",""
"!tennisman!","!tenisman!","NOM","t.e.nn.i.s.m.a.n","t-t.e-e.nn-n.i-i.s-s.m-m.a-a.n-n",0.34,11,10,"m","s"
"!tenon!","!t°n&!","NOM","t.e.n.on","t-t.e-°.n-n.on-&",0.14,7,6,"m","s"
"!tentacule!","!t@takyl!","NOM","t.en.t.a.c.u.l.e","t-t.en-@.t-t.a-a.c-k.u-y.l-l.e-#",0.2,11,9,"m","s"
