"word","pron","lemme","freq","islem","len","phlen","voisorth","voisphon","syll","nbsyll","Moy_Consistance_GP","Min_Consistance_GP","Nb_Irregular_GP","Pos_Irregular_GP","Moy_Consistance_PG","Min_Consistance_PG","Nb_Irregular_PG","Pos_Irregular_PG","Decom_GP"
"!roche!","!ROS!","roche",23.38,1,7,5,11,20,"ROS",1,"0,81","0,3","1","2","0,84","0,4","0","0","r-R.o-O.ch-S.e-#"
"!rocher!","!RoSe!","rocher",39.53,1,8,6,8,16,"Ro-Se",2,"0,91","0,7","0","0","0,8","0,32","1","4","r-R.o-o.ch-S.er-e"
"!rocheux!","!RoS2!","rocheux",10,1,9,6,0,4,"Ro-S2",2,"0,8","0,43","1","4","0,75","0,02","1","5","r-R.o-o.ch-S.eu-2.x-#"
"!rock!","!ROk!","rock",19.93,1,6,5,4,21,"ROk",1,"0,77","0,3","1","2","0,71","0,16","1","3","r-R.o-O.ck-k"
"!rocker!","!Rok9R!","rocker",2.91,1,8,7,4,5,"Ro-k9R",2,"0,74","0,01","1","4","0,59","0,01","2","3","r-R.o-o.ck-k.e-9.r-R"
"!rococo!","!Rokoko!","rococo",1.76,1,8,8,0,0,"Ro-ko-ko",3,"0,78","0,64","0","0","0,78","0,6","0","0","r-R.o-o.c-k.o-o.c-k.o-o"
"!roder!","!Rode!","roder",1.76,1,7,6,10,15,"Ro-de",2,"0,92","0,7","0","0","0,8","0,32","1","4","r-R.o-o.d-d.er-e"
"!rogaton!","!Rogat&!","rogaton",1.15,1,9,8,0,0,"Ro-ga-t§",3,"0,86","0,52","0","0","0,81","0,35","1","6","r-R.o-o.g-g.a-a.t-t.on-§"
"!rogne!","!RON!","rogne",2.43,1,7,5,6,11,"RON",1,"0,82","0,3","1","2","0,84","0,4","0","0","r-R.o-O.gn-N.e-#"
"!rogner!","!RoNe!","rogner",2.97,1,8,6,4,12,"Ro-Ne",2,"0,92","0,7","0","0","0,8","0,32","1","4","r-R.o-o.gn-N.er-e"
"!rognon!","!RoN&!","rognon",1.28,1,8,6,1,7,"Ro-N§",2,"0,92","0,7","0","0","0,81","0,35","1","4","r-R.o-o.gn-N.on-§"
"!rogue!","!ROg!","rogue",1.96,1,7,5,6,15,"ROg",1,"0,81","0,3","1","2","0,64","0,21","1","3","r-R.o-O.gu-g.e-#"
"!roi!","!Rwa!","roi",98.92,1,5,5,12,20,"Rwa",1,"1","1","0","0","0,99","0,97","0","0","r-R.oi-wa"
"!roide!","!Rwad!","roide",2.57,1,7,6,3,2,"Rwad",1,"1","1","0","0","0,84","0,4","0","0","r-R.oi-wa.d-d.e-#"
"!roll!","!ROl!","roll",1.35,1,6,5,0,20,"ROl",1,"0,77","0,3","1","2","0,67","0,02","1","3","r-R.o-O.ll-l"
"!romain!","!Rom5!","romain",21.55,1,8,6,0,6,"Ro-m5",2,"0,92","0,7","0","0","0,73","0,12","1","4","r-R.o-o.m-m.ain-5"
"!romain!","!Rom5!","romain",2.3,1,8,6,0,6,"Ro-m5",2,"0,92","0,7","0","0","0,73","0,12","1","4","r-R.o-o.m-m.ain-5"
"!roman!","!Rom@!","roman",13.11,1,7,6,3,12,"Ro-m@",2,"0,92","0,7","0","0","0,71","0,03","1","4","r-R.o-o.m-m.an-@"
"!roman!","!Rom@!","roman",74.8,1,7,6,3,12,"Ro-m@",2,"0,92","0,7","0","0","0,71","0,03","1","4","r-R.o-o.m-m.an-@"
"!romance!","!Rom@s!","romance",3.99,1,9,7,2,3,"Ro-m@s",2,"0,84","0,35","1","5","0,65","0,21","1","5","r-R.o-o.m-m.an-@.c-s.e-#"
"!romancier!","!Rom@sje!","romancier",11.89,1,11,9,0,1,"Ro-m@-sje",3,"0,75","0,24","2","5","0,67","0,21","2","5","r-R.o-o.m-m.an-@.c-s.i-j.er-e"
"!romanesque!","!RomanEsk!","romanesque",10.07,1,12,10,0,0,"Ro-ma-nEsk",3,"0,84","0,38","2","6","0,69","0,3","1","8","r-R.o-o.m-m.a-a.n-n.e-E.s-s.qu-k.e-#"
"!romanichel!","!RomaniSEl!","romanichel",1.35,1,12,11,0,0,"Ro-ma-ni-SEl",4,"0,86","0,38","1","8","0,89","0,61","0","0","r-R.o-o.m-m.a-a.n-n.i-i.ch-S.e-E.l-l"
"!romantique!","!Rom@tik!","romantique",10.27,1,12,9,0,0,"Ro-m@-tik",3,"0,92","0,7","0","0","0,73","0,3","1","7","r-R.o-o.m-m.an-@.t-t.i-i.qu-k.e-#"
"!romantique!","!Rom@tik!","romantique",1.76,1,12,9,0,0,"Ro-m@-tik",3,"0,92","0,7","0","0","0,73","0,3","1","7","r-R.o-o.m-m.an-@.t-t.i-i.qu-k.e-#"
"!romantisme!","!Rom@tizm!","romantisme",3.85,1,12,10,0,0,"Ro-m@-tizm",3,"0,87","0,51","0","0","0,83","0,4","0","0","r-R.o-o.m-m.an-@.t-t.i-i.s-z.m-m.e-#"
"!romarin!","!RomaR5!","romarin",1.01,1,9,8,0,0,"Ro-ma-R5",3,"0,95","0,7","0","0","0,85","0,37","1","6","r-R.o-o.m-m.a-a.r-R.in-5"
"!rompre!","!R&pR!","rompre",52.64,1,8,6,2,6,"R§pR",1,"1","0,99","0","0","0,69","0,19","1","2","r-R.om-§.p-p.r-R.e-#"
"!rompu!","!R&py!","rompu",5.07,1,7,6,3,7,"R§-py",2,"0,99","0,98","0","0","0,68","0,19","1","2","r-R.om-§.p-p.u-y"
"!ronce!","!R&s!","ronce",13.78,1,7,5,7,14,"R§s",1,"0,84","0,35","1","3","0,6","0,21","1","3","r-R.on-§.c-s.e-#"
"!ronchonner!","!R&Sone!","ronchonner",4.32,1,12,8,1,5,"R§-So-ne",3,"0,94","0,7","0","0","0,7","0,24","2","5","r-R.on-§.ch-S.o-o.nn-n.er-e"
"!roncier!","!R&sje!","roncier",2.64,1,9,7,2,4,"R§-sje",2,"0,72","0,24","2","3","0,63","0,21","2","3","r-R.on-§.c-s.i-j.er-e"
"!rond!","!R&!","rond",78.51,1,6,4,6,26,"R§",1,"0,96","0,87","0","0","0,6","0,01","1","3","r-R.on-§.d-#"
"!rond!","!R&!","rond",33.65,1,6,4,6,26,"R§",1,"0,96","0,87","0","0","0,6","0,01","1","3","r-R.on-§.d-#"
"!ronde!","!R&d!","ronde",20.81,1,7,5,13,17,"R§d",1,"1","1","0","0","0,8","0,4","0","0","r-R.on-§.d-d.e-#"
"!rondelet!","!R&d°lE!","rondelet",1.22,1,10,8,0,0,"R§-d°-lE",3,"0,92","0,53","0","0","0,79","0,02","1","6","r-R.on-§.d-d.e-°.l-l.et-E"
"!rondelle!","!R&dEl!","rondelle",5.34,1,10,7,0,1,"R§-dEl",2,"0,88","0,38","1","4","0,65","0,09","1","5","r-R.on-§.d-d.e-E.ll-l.e-#"
"!rondement!","!R&d°m@!","rondement",1.28,1,11,8,4,5,"R§-d°-m@",3,"0,81","0,34","1","6","0,84","0,34","1","6","r-R.on-§.d-d.e-°.m-m.ent-@"
"!rondeur!","!R&d9R!","rondeur",6.49,1,9,7,6,8,"R§-d9R",2,"0,91","0,57","0","0","0,93","0,8","0","0","r-R.on-§.d-d.eu-9.r-R"
"!rondin!","!R&d5!","rondin",8.78,1,8,6,0,3,"R§-d5",2,"1","1","0","0","0,79","0,37","1","4","r-R.on-§.d-d.in-5"
"!rondouillard!","!R&dujaR!","rondouillard",1.55,1,14,9,0,0,"R§-du-jaR",3,"0,93","0,62","0","0","0,73","0,01","2","5","r-R.on-§.d-d.ou-u.ill-j.a-a.r-R.d-#"
"!ronflant!","!R&fl@!","ronflant",2.16,1,10,7,4,6,"R§-fl@",2,"1","1","0","0","0,79","0,62","0","0","r-R.on-§.f-f.l-l.ant-@"
"!ronflement!","!R&fl°m@!","ronflement",10.41,1,12,9,2,2,"R§-fl°-m@",3,"0,84","0,34","1","7","0,8","0,34","1","7","r-R.on-§.f-f.l-l.e-°.m-m.ent-@"
"!ronfler!","!R&fle!","ronfler",18.24,1,9,7,3,6,"R§-fle",2,"1","1","0","0","0,73","0,32","1","5","r-R.on-§.f-f.l-l.er-e"
"!ronger!","!R&Ze!","ronger",28.38,1,8,6,6,10,"R§-Ze",2,"0,87","0,47","1","3","0,71","0,32","1","4","r-R.on-§.g-Z.er-e"
"!rongeur!","!R&Z9R!","rongeur",2.91,1,9,7,3,6,"R§-Z9R",2,"0,81","0,47","1","3","0,88","0,7","0","0","r-R.on-§.g-Z.eu-9.r-R"
"!ronron!","!R&R&!","ronron",3.51,1,8,6,0,5,"R§-R§",2,"1","1","0","0","0,78","0,35","1","4","r-R.on-§.r-R.on-§"
"!ronronnement!","!R&ROn°m@!","ronronnement",5.27,1,14,10,0,0,"R§-RO-n°-m@",4,"0,77","0,3","2","4","0,78","0,24","2","5","r-R.on-§.r-R.o-O.nn-n.e-°.m-m.ent-@"
"!ronronner!","!R&Rone!","ronronner",11.08,1,11,8,0,5,"R§-Ro-ne",3,"0,95","0,7","0","0","0,7","0,24","2","5","r-R.on-§.r-R.o-o.nn-n.er-e"
"!roquet!","!RokE!","roquet",1.89,1,8,6,5,15,"Ro-kE",2,"0,92","0,7","0","0","0,55","0,02","2","3","r-R.o-o.qu-k.et-E"
"!roquette!","!RokEt!","roquette",1.01,1,10,7,6,8,"Ro-kEt",2,"0,84","0,38","1","4","0,54","0,07","2","3","r-R.o-o.qu-k.e-E.tt-t.e-#"
"!rosace!","!Rozas!","rosace",2.16,1,8,7,0,3,"Ro-zas",2,"0,76","0,35","1","5","0,74","0,21","1","5","r-R.o-o.s-z.a-a.c-s.e-#"
"!rose!","!Roz!","rose",96.08,1,6,5,12,12,"Roz",1,"0,8","0,51","0","0","0,81","0,4","0","0","r-R.o-o.s-z.e-#"
"!rose!","!Roz!","rose",57.3,1,6,5,12,12,"Roz",1,"0,8","0,51","0","0","0,81","0,4","0","0","r-R.o-o.s-z.e-#"
"!roseau!","!Rozo!","roseau",16.55,1,8,6,1,8,"Ro-zo",2,"0,8","0,51","0","0","0,76","0,22","1","4","r-R.o-o.s-z.eau-o"
"!roser!","!Roze!","roser",3.31,1,7,6,12,18,"Ro-ze",2,"0,8","0,51","0","0","0,79","0,32","1","4","r-R.o-o.s-z.er-e"
"!rosette!","!RozEt!","rosette",2.03,1,9,7,2,5,"Ro-zEt",2,"0,76","0,38","1","4","0,65","0,07","1","5","r-R.o-o.s-z.e-E.tt-t.e-#"
"!rosier!","!Rozje!","rosier",5.41,1,8,7,3,8,"Ro-zje",2,"0,69","0,24","1","4","0,8","0,32","1","5","r-R.o-o.s-z.i-j.er-e"
"!rosir!","!RoziR!","rosir",3.51,1,7,7,4,4,"Ro-ziR",2,"0,79","0,51","0","0","0,96","0,88","0","0","r-R.o-o.s-z.i-i.r-R"
"!rosser!","!Rose!","rosser",2.43,1,8,6,4,18,"Ro-se",2,"0,92","0,7","0","0","0,62","0,27","2","3","r-R.o-o.ss-s.er-e"
"!rossignol!","!RosiNOl!","rossignol",3.51,1,11,9,0,0,"Ro-si-NOl",3,"0,82","0,3","1","6","0,86","0,27","1","3","r-R.o-o.ss-s.i-i.gn-N.o-O.l-l"
"!rosâtre!","!RozatR!","rosâtre",2.16,1,9,8,0,0,"Ro-zatR",2,"0,88","0,51","0","0","0,73","0,03","1","4","r-R.o-o.s-z.â-a.t-t.r-R.e-#"
"!rosé!","!Roze!","rosé",2.64,1,6,6,10,18,"Ro-ze",2,"0,8","0,51","0","0","0,81","0,42","0","0","r-R.o-o.s-z.é-e"
"!rosé!","!Roze!","rosé",2.7,1,6,6,10,18,"Ro-ze",2,"0,8","0,51","0","0","0,81","0,42","0","0","r-R.o-o.s-z.é-e"
"!rosée!","!Roze!","rosée",9.46,1,7,6,10,18,"Ro-ze",2,"0,84","0,51","0","0","0,83","0,4","0","0","r-R.o-o.s-z.é-e.e-#"
"!rot!","!Ro!","rot",1.69,1,5,4,19,23,"Ro",1,"0,84","0,7","0","0","0,63","0,01","1","3","r-R.o-o.t-#"
"!rotation!","!Rotasj&!","rotation",3.58,1,10,9,3,5,"Ro-ta-sj§",3,"0,7","0,07","2","5","0,72","0,1","2","5","r-R.o-o.t-t.a-a.t-s.i-j.on-§"
"!rotative!","!Rotativ!","rotative",1.08,1,10,9,0,1,"Ro-ta-tiv",3,"0,91","0,7","0","0","0,88","0,4","0","0","r-R.o-o.t-t.a-a.t-t.i-i.v-v.e-#"
"!roter!","!Rote!","roter",3.45,1,7,6,13,23,"Ro-te",2,"0,91","0,7","0","0","0,78","0,32","1","4","r-R.o-o.t-t.er-e"
"!rotin!","!Rot5!","rotin",3.38,1,7,6,3,13,"Ro-t5",2,"0,91","0,7","0","0","0,79","0,37","1","4","r-R.o-o.t-t.in-5"
"!rotule!","!Rotyl!","rotule",1.76,1,8,7,1,2,"Ro-tyl",2,"0,92","0,7","0","0","0,85","0,4","0","0","r-R.o-o.t-t.u-y.l-l.e-#"
"!rouage!","!RwaZ!","rouage",4.05,1,8,6,3,3,"RwaZ",1,"0,77","0,08","1","2","0,97","0,91","0","0","r-R.ou-w.a-a.ge-Z"
"!roucoulement!","!Rukul°m@!","roucoulement",1.42,1,14,10,0,0,"Ru-ku-l°-m@",4,"0,79","0,34","1","8","0,83","0,34","1","8","r-R.ou-u.c-k.ou-u.l-l.e-°.m-m.ent-@"
"!roucouler!","!Rukule!","roucouler",3.45,1,11,8,0,4,"Ru-ku-le",3,"0,91","0,64","0","0","0,79","0,32","1","6","r-R.ou-u.c-k.ou-u.l-l.er-e"
"!roue!","!Ru!","roue",42.43,1,6,4,18,27,"Ru",1,"0,97","0,92","0","0","0,78","0,4","0","0","r-R.ou-u.e-#"
"!rouer!","!Rwe!","rouer",2.57,1,7,5,12,13,"Rwe",1,"0,69","0,08","1","2","0,74","0,32","1","3","r-R.ou-w.er-e"
"!rouge!","!RuZ!","rouge",273.24,1,7,5,10,13,"RuZ",1,"0,97","0,92","0","0","0,98","0,95","0","0","r-R.ou-u.ge-Z"
"!rouge!","!RuZ!","rouge",68.38,1,7,5,10,13,"RuZ",1,"0,97","0,92","0","0","0,98","0,95","0","0","r-R.ou-u.ge-Z"
"!rougeaud!","!RuZo!","rougeaud",3.78,1,10,6,0,4,"Ru-Zo",2,"0,96","0,87","0","0","0,44","0,01","3","3","r-R.ou-u.ge-Z.au-o.d-#"
"!rougeoiement!","!RuZwam@!","rougeoiement",1.42,1,14,9,0,1,"Ru-Zwa-m@",3,"0,75","0,03","2","5","0,66","0,13","3","3","r-R.ou-u.ge-Z.oi-wa.e-#.m-m.ent-@"
"!rougeole!","!RuZOl!","rougeole",1.69,1,10,7,1,0,"Ru-ZOl",2,"0,87","0,3","1","4","0,73","0,13","1","3","r-R.ou-u.ge-Z.o-O.l-l.e-#"
"!rougeoyant!","!RuZwaj@!","rougeoyant",2.03,1,12,9,1,4,"Ru-Zwa-j@",3,"0,98","0,92","0","0","0,74","0,13","1","3","r-R.ou-u.ge-Z.oy-waj.ant-@"
"!rougeoyer!","!RuZwaje!","rougeoyer",3.51,1,11,9,0,3,"Ru-Zwa-je",3,"0,98","0,92","0","0","0,68","0,13","2","3","r-R.ou-u.ge-Z.oy-waj.er-e"
"!rouget!","!RuZE!","rouget",1.49,1,8,6,3,10,"Ru-ZE",2,"0,85","0,47","1","3","0,67","0,02","1","4","r-R.ou-u.g-Z.et-E"
"!rougeur!","!RuZ9R!","rougeur",3.04,1,9,7,3,7,"Ru-Z9R",2,"0,79","0,47","1","3","0,91","0,7","0","0","r-R.ou-u.g-Z.eu-9.r-R"
"!rougeâtre!","!RuZatR!","rougeâtre",6.08,1,11,8,0,1,"Ru-ZatR",2,"0,98","0,92","0","0","0,63","0,03","2","3","r-R.ou-u.ge-Z.â-a.t-t.r-R.e-#"
"!rougir!","!RuZiR!","rougir",42.09,1,8,7,3,5,"Ru-ZiR",2,"0,83","0,47","1","3","0,92","0,7","0","0","r-R.ou-u.g-Z.i-i.r-R"
"!rougissant!","!RuZis@!","rougissant",2.16,1,12,8,2,5,"Ru-Zi-s@",3,"0,86","0,47","1","3","0,75","0,27","1","5","r-R.ou-u.g-Z.i-i.ss-s.ant-@"
"!rouille!","!Ruj!","rouille",8.85,1,9,5,12,17,"Ruj",1,"0,89","0,62","0","0","0,62","0,12","1","3","r-R.ou-u.ill-j.e-#"
"!rouiller!","!Ruje!","rouiller",19.46,1,10,6,7,16,"Ru-je",2,"0,89","0,62","0","0","0,6","0,12","2","3","r-R.ou-u.ill-j.er-e"
"!roulade!","!Rulad!","roulade",1.28,1,9,7,1,2,"Ru-lad",2,"0,99","0,92","0","0","0,87","0,4","0","0","r-R.ou-u.l-l.a-a.d-d.e-#"
"!roulant!","!Rul@!","roulant",10.54,1,9,6,6,15,"Ru-l@",2,"0,98","0,92","0","0","0,88","0,64","0","0","r-R.ou-u.l-l.ant-@"
"!roule!","!Rul!","roule",1.08,1,7,5,14,18,"Rul",1,"0,98","0,92","0","0","0,82","0,4","0","0","r-R.ou-u.l-l.e-#"
"!rouleau!","!Rulo!","rouleau",19.19,1,9,6,1,12,"Ru-lo",2,"0,98","0,92","0","0","0,77","0,22","1","4","r-R.ou-u.l-l.eau-o"
"!roulement!","!Rul°m@!","roulement",10.41,1,11,8,0,1,"Ru-l°-m@",3,"0,8","0,34","1","6","0,85","0,34","1","6","r-R.ou-u.l-l.e-°.m-m.ent-@"
"!rouler!","!Rule!","rouler",163.45,1,8,6,9,17,"Ru-le",2,"0,98","0,92","0","0","0,8","0,32","1","4","r-R.ou-u.l-l.er-e"
"!roulette!","!RulEt!","roulette",8.78,1,10,7,6,9,"Ru-lEt",2,"0,88","0,38","1","4","0,66","0,07","1","5","r-R.ou-u.l-l.e-E.tt-t.e-#"
"!roulier!","!Rulje!","roulier",1.01,1,9,7,4,8,"Ru-lje",2,"0,83","0,24","1","4","0,8","0,32","1","5","r-R.ou-u.l-l.i-j.er-e"
"!roulis!","!Ruli!","roulis",3.04,1,8,6,6,15,"Ru-li",2,"0,93","0,75","0","0","0,8","0,18","1","5","r-R.ou-u.l-l.i-i.s-#"
"!roulotte!","!RulOt!","roulotte",4.8,1,10,7,3,4,"Ru-lOt",2,"0,87","0,3","1","4","0,72","0,07","1","5","r-R.ou-u.l-l.o-O.tt-t.e-#"
"!roulé!","!Rule!","roulé",8.99,1,7,6,7,17,"Ru-le",2,"0,98","0,92","0","0","0,82","0,42","0","0","r-R.ou-u.l-l.é-e"
"!roumain!","!Rum5!","roumain",1.42,1,9,6,0,7,"Ru-m5",2,"0,98","0,92","0","0","0,75","0,12","1","4","r-R.ou-u.m-m.ain-5"
"!roumain!","!Rum5!","roumain",1.76,1,9,6,0,7,"Ru-m5",2,"0,98","0,92","0","0","0,75","0,12","1","4","r-R.ou-u.m-m.ain-5"
"!round!","!Rund!","round",2.84,1,7,6,2,1,"Rund",1,"0,76","0,13","1","4","0,93","0,76","0","0","r-R.ou-u.n-n.d-d"
"!roupiller!","!Rupije!","roupiller",6.82,1,11,8,3,3,"Ru-pi-je",3,"0,86","0,38","1","4","0,75","0,32","1","5","r-R.ou-u.p-p.ill-ij.er-e"
"!roupillon!","!Rupij&!","roupillon",1.08,1,11,8,1,3,"Ru-pi-j§",3,"0,86","0,38","1","4","0,75","0,35","1","5","r-R.ou-u.p-p.ill-ij.on-§"
"!rouquemoute!","!Ruk°mut!","rouquemoute",3.85,1,13,9,0,0,"Ru-k°-mut",3,"0,91","0,53","0","0","0,8","0,3","1","3","r-R.ou-u.qu-k.e-°.m-m.ou-u.t-t.e-#"
"!rouquin!","!Ruk5!","rouquin",1.89,1,9,6,1,6,"Ru-k5",2,"0,98","0,92","0","0","0,66","0,3","2","3","r-R.ou-u.qu-k.in-5"
"!rouquin!","!Ruk5!","rouquin",10.07,1,9,6,1,6,"Ru-k5",2,"0,98","0,92","0","0","0,66","0,3","2","3","r-R.ou-u.qu-k.in-5"
"!rouspéter!","!Ruspete!","rouspéter",1.69,1,11,9,1,3,"Rus-pe-te",3,"0,9","0,49","1","3","0,77","0,32","1","7","r-R.ou-u.s-s.p-p.é-e.t-t.er-e"
"!roussette!","!RusEt!","roussette",1.69,1,11,7,1,7,"Ru-sEt",2,"0,88","0,38","1","4","0,55","0,07","2","3","r-R.ou-u.ss-s.e-E.tt-t.e-#"
"!rousseur!","!Rus9R!","rousseur",5.54,1,10,7,2,8,"Ru-s9R",2,"0,9","0,57","0","0","0,82","0,27","1","3","r-R.ou-u.ss-s.eu-9.r-R"
"!roussi!","!Rusi!","roussi",2.23,1,8,6,4,14,"Ru-si",2,"0,98","0,92","0","0","0,67","0,27","1","3","r-R.ou-u.ss-s.i-i"
"!roussi!","!Rusi!","roussi",1.22,1,8,6,4,14,"Ru-si",2,"0,98","0,92","0","0","0,67","0,27","1","3","r-R.ou-u.ss-s.i-i"
"!roussir!","!RusiR!","roussir",1.76,1,9,7,5,4,"Ru-siR",2,"0,93","0,75","0","0","0,83","0,27","1","3","r-R.ou-u.ss-s.i-i.r-R"
"!roussâtre!","!RusatR!","roussâtre",1.22,1,11,8,0,2,"Ru-satR",2,"0,98","0,92","0","0","0,65","0,03","2","3","r-R.ou-u.ss-s.â-a.t-t.r-R.e-#"
"!route!","!Rut!","route",288.04,1,7,5,11,23,"Rut",1,"0,96","0,92","0","0","0,82","0,4","0","0","r-R.ou-u.t-t.e-#"
"!routier!","!Rutje!","routier",4.26,1,9,7,3,9,"Ru-tje",2,"0,82","0,24","1","4","0,8","0,32","1","5","r-R.ou-u.t-t.i-j.er-e"
"!routier!","!Rutje!","routier",5.61,1,9,7,3,9,"Ru-tje",2,"0,82","0,24","1","4","0,8","0,32","1","5","r-R.ou-u.t-t.i-j.er-e"
"!routine!","!Rutin!","routine",12.77,1,9,7,1,4,"Ru-tin",2,"0,93","0,75","0","0","0,83","0,4","0","0","r-R.ou-u.t-t.i-i.n-n.e-#"
"!routinier!","!Rutinje!","routinier",1.62,1,11,9,0,0,"Ru-ti-nje",3,"0,83","0,24","1","6","0,82","0,32","1","7","r-R.ou-u.t-t.i-i.n-n.i-j.er-e"
"!rouvrir!","!RuvRiR!","rouvrir",18.45,1,9,8,3,2,"Ru-vRiR",2,"0,94","0,75","0","0","0,98","0,95","0","0","r-R.ou-u.v-v.r-R.i-i.r-R"
"!roux!","!Ru!","roux",40.41,1,6,4,9,27,"Ru",1,"0,95","0,92","0","0","0,66","0,02","1","3","r-R.ou-u.x-#"
"!roux!","!Ru!","roux",11.08,1,6,4,9,27,"Ru",1,"0,95","0,92","0","0","0,66","0,02","1","3","r-R.ou-u.x-#"
"!royal!","!Rwajal!","royal",29.26,1,7,8,1,1,"Rwa-jal",2,"0,99","0,97","0","0","0,99","0,97","0","0","r-R.oy-waj.a-a.l-l"
"!royale!","!Rwajal!","royale",2.84,1,8,8,1,1,"Rwa-jal",2,"1","0,99","0","0","0,86","0,4","0","0","r-R.oy-waj.a-a.l-l.e-#"
"!royalement!","!Rwajal°m@!","royalement",1.82,1,12,11,1,1,"Rwa-ja-l°-m@",4,"0,84","0,34","1","7","0,88","0,34","1","7","r-R.oy-waj.a-a.l-l.e-°.m-m.ent-@"
"!royaume!","!Rwajom!","royaume",20.68,1,9,8,0,0,"Rwa-jom",2,"1","1","0","0","0,68","0,09","1","3","r-R.oy-waj.au-o.m-m.e-#"
"!royauté!","!Rwajote!","royauté",1.28,1,9,9,2,2,"Rwa-jo-te",3,"0,98","0,93","0","0","0,69","0,09","1","3","r-R.oy-waj.au-o.t-t.é-e"
"!ruade!","!Ryad!","ruade",2.09,1,7,6,0,1,"Ry-ad",2,"0,98","0,89","0","0","0,87","0,4","0","0","r-R.u-y.a-a.d-d.e-#"
"!ruban!","!Ryb@!","ruban",23.18,1,7,6,1,3,"Ry-b@",2,"0,96","0,89","0","0","0,75","0,03","1","4","r-R.u-y.b-b.an-@"
"!rubicond!","!Rybik&!","rubicond",1.49,1,10,8,0,1,"Ry-bi-k§",3,"0,87","0,64","0","0","0,76","0,01","1","7","r-R.u-y.b-b.i-i.c-k.on-§.d-#"
"!rubis!","!Rybi!","rubis",1.08,1,7,6,5,5,"Ry-bi",2,"0,91","0,75","0","0","0,82","0,18","1","5","r-R.u-y.b-b.i-i.s-#"
"!rubis!","!Rybi!","rubis",3.11,1,7,6,5,5,"Ry-bi",2,"0,91","0,75","0","0","0,82","0,18","1","5","r-R.u-y.b-b.i-i.s-#"
"!rubrique!","!RybRik!","rubrique",6.69,1,10,8,1,1,"Ry-bRik",2,"0,94","0,75","0","0","0,8","0,3","1","6","r-R.u-y.b-b.r-R.i-i.qu-k.e-#"
"!ruche!","!RyS!","ruche",3.51,1,7,5,8,15,"RyS",1,"0,96","0,89","0","0","0,84","0,4","0","0","r-R.u-y.ch-S.e-#"
"!rude!","!Ryd!","rude",29.8,1,6,5,7,13,"Ryd",1,"0,97","0,89","0","0","0,85","0,4","0","0","r-R.u-y.d-d.e-#"
"!rudement!","!Ryd°m@!","rudement",10.07,1,10,8,1,4,"Ry-d°-m@",3,"0,79","0,34","1","6","0,87","0,34","1","6","r-R.u-y.d-d.e-°.m-m.ent-@"
"!rudesse!","!RydEs!","rudesse",3.65,1,9,7,0,0,"Ry-dEs",2,"0,88","0,38","1","4","0,71","0,27","1","5","r-R.u-y.d-d.e-E.ss-s.e-#"
"!rudiment!","!Rydim@!","rudiment",1.89,1,10,8,1,1,"Ry-di-m@",3,"0,83","0,34","1","6","0,86","0,34","1","6","r-R.u-y.d-d.i-i.m-m.ent-@"
"!rudimentaire!","!Rydim@tER!","rudimentaire",3.11,1,14,11,0,0,"Ry-di-m@-tER",4,"0,94","0,75","0","0","0,77","0,15","2","6","r-R.u-y.d-d.i-i.m-m.en-@.t-t.ai-E.r-R.e-#"
"!rudoyer!","!Rydwaje!","rudoyer",1.22,1,9,9,0,3,"Ry-dwa-je",3,"0,98","0,89","0","0","0,86","0,32","1","5","r-R.u-y.d-d.oy-waj.er-e"
"!rue!","!Ry!","rue",562.97,1,5,4,18,24,"Ry",1,"0,96","0,89","0","0","0,8","0,4","0","0","r-R.u-y.e-#"
"!ruelle!","!RyEl!","ruelle",30.47,1,8,6,2,5,"R8El",1,"0,67","0,08","2","2","0,62","0,09","1","4","r-R.u-8.e-E.ll-l.e-#"
"!ruer!","!Rye!","ruer",20.81,1,6,5,7,12,"R8e",1,"0,69","0,08","1","2","0,77","0,32","1","3","r-R.u-8.er-e"
"!rugby!","!Rygbi!","rugby",3.11,1,7,7,0,0,"Ryg-bi",2,"0,86","0,52","0","0","0,76","0,04","1","5","r-R.u-y.g-g.b-b.y-i"
"!rugbyman!","!Rygbiman!","rugbyman",1.28,1,10,10,1,1,"Ryg-bi-man",3,"0,89","0,52","0","0","0,84","0,04","1","5","r-R.u-y.g-g.b-b.y-i.m-m.a-a.n-n"
"!rugir!","!RyZiR!","rugir",7.5,1,7,7,4,4,"Ry-ZiR",2,"0,82","0,47","1","3","0,93","0,7","0","0","r-R.u-y.g-Z.i-i.r-R"
"!rugissant!","!RyZis@!","rugissant",1.22,1,11,8,4,5,"Ry-Zi-s@",3,"0,85","0,47","1","3","0,76","0,27","1","5","r-R.u-y.g-Z.i-i.ss-s.ant-@"
"!rugissement!","!RyZis°m@!","rugissement",4.93,1,13,10,1,2,"Ry-Zi-s°-m@",4,"0,75","0,34","2","3","0,77","0,27","2","5","r-R.u-y.g-Z.i-i.ss-s.e-°.m-m.ent-@"
"!rugueux!","!Ryg2!","rugueux",8.78,1,9,6,0,0,"Ry-g2",2,"0,84","0,43","1","4","0,62","0,02","2","3","r-R.u-y.gu-g.eu-2.x-#"
"!ruine!","!Ryin!","ruine",39.39,1,7,6,5,0,"R8in",1,"1","1","0","0","0,79","0,4","0","0","r-R.ui-8i.n-n.e-#"
