word,pron,phono,segm,pseg,gpmatch
tapisse,tapis,ta.pis,t.a.p.i.ss.e,t.a.p.i.s.#,t-t.a-a.p-p.i-i.ss-s.e-#
tapisserie,tapisRi,ta.pis.Ri,t.a.p.i.ss.e.r.i.e,t.a.p.i.s.#.R.i.#,t-t.a-a.p-p.i-i.ss-s.e-#.r-R.i-i.e-#
tapisseries,tapisRi,ta.pis.Ri,t.a.p.i.ss.e.r.i.e.s,t.a.p.i.s.#.R.i.#.#,t-t.a-a.p-p.i-i.ss-s.e-#.r-R.i-i.e-#.s-#
tapons,tap§,ta.p§,t.a.p.on.s,t.a.p.§.#,t-t.a-a.p-p.on-§.s-#
tapote,tapot,ta.pot,t.a.p.o.t.e,t.a.p.o.t.#,t-t.a-a.p-p.o-o.t-t.e-#
taquin,tak5,ta.k5,t.a.qu.in,t.a.k.5,t-t.a-a.qu-k.in-5
taquinant,takin@,ta.ki.n@,t.a.qu.i.n.an.t,t.a.k.i.n.@.#,t-t.a-a.qu-k.i-i.n-n.an-@.t-#
taquine,takin,ta.kin,t.a.qu.i.n.e,t.a.k.i.n.#,t-t.a-a.qu-k.i-i.n-n.e-#
taquine,takin,ta.kin,t.a.qu.i.n.e,t.a.k.i.n.#,t-t.a-a.qu-k.i-i.n-n.e-#
taquiner,takine,ta.ki.ne,t.a.qu.i.n.er,t.a.k.i.n.e,t-t.a-a.qu-k.i-i.n-n.er-e
tard,taR,taR,t.a.r.d,t.a.R.#,t-t.a-a.r-R.d-#
tarda,taRda,taR.da,t.a.r.d.a,t.a.R.d.a,t-t.a-a.r-R.d-d.a-a
tarde,taRd*,taR.d*,t.a.r.d.e,t.a.R.d.*,t-t.a-a.r-R.d-d.e-*
tarif,taRif,ta.Rif,t.a.r.i.f,t.a.R.i.f,t-t.a-a.r-R.i-i.f-f
tarifs,taRif,ta.Rif,t.a.r.i.f.s,t.a.R.i.f.#,t-t.a-a.r-R.i-i.f-f.s-#
tarte,taRt*,taR.t*,t.a.r.t.e,t.a.R.t.*,t-t.a-a.r-R.t-t.e-*
tartelette,taRt*let,taR.t*.let,t.a.r.t.e.l.e.tt.e,t.a.R.t.*.l.e.t.#,t-t.a-a.r-R.t-t.e-*.l-l.e-e.tt-t.e-#
tartelettes,taRt*let,taR.t*.let,t.a.r.t.e.l.e.tt.e.s,t.a.R.t.*.l.e.t.#.#,t-t.a-a.r-R.t-t.e-*.l-l.e-e.tt-t.e-#.s-#
tartes,taRt*,taR.t*,t.a.r.t.e.s,t.a.R.t.*.#,t-t.a-a.r-R.t-t.e-*.s-#
tartine,taRtin,taR.tin,t.a.r.t.i.n.e,t.a.R.t.i.n.#,t-t.a-a.r-R.t-t.i-i.n-n.e-#
tartines,taRtin,taR.tin,t.a.r.t.i.n.e.s,t.a.R.t.i.n.#.#,t-t.a-a.r-R.t-t.i-i.n-n.e-#.s-#
tas,tA,tA,t.a.s,t.A.#,t-t.a-A.s-#
tasse,tAs,tAs,t.a.ss.e,t.A.s.#,t-t.a-A.ss-s.e-#
tassée,tAse,tA.se,t.a.ss.é.e,t.A.s.e.#,t-t.a-A.ss-s.é-e.e-#
tasses,tAs,tAs,t.a.ss.e.s,t.A.s.#.#,t-t.a-A.ss-s.e-#.s-#
tassez,tAse,tA.se,t.a.ss.ez,t.A.s.e,t-t.a-A.ss-s.ez-e
tatami,tatami,ta.ta.mi,t.a.t.a.m.i,t.a.t.a.m.i,t-t.a-a.t-t.a-a.m-m.i-i
tate,tAt,tAt,t.a.t.e,t.A.t.#,t-t.a-A.t-t.e-#
tatie,tati,ta.ti,t.a.t.i.e,t.a.t.i.#,t-t.a-a.t-t.i-i.e-#
tatonne,tAton,tA.ton,t.a.t.o.nn.e,t.A.t.o.n.#,t-t.a-A.t-t.o-o.nn-n.e-#
taupe,top,top,t.au.p.e,t.o.p.#,t-t.au-o.p-p.e-#
taureau,toRo,to.Ro,t.au.r.eau,t.o.R.o,t-t.au-o.r-R.eau-o
taureaux,toRo,to.Ro,t.au.r.eau.x,t.o.R.o.#,t-t.au-o.r-R.eau-o.x-#
taxi,taksi,tak.si,t.a.x.i,t.a.ks.i,t-t.a-a.x-ks.i-i
taxis,taksi,tak.si,t.a.x.i.s,t.a.ks.i.#,t-t.a-a.x-ks.i-i.s-#
te,t*,t*,t.e,t.*,t-t.e-*
techniques,teknik,tek.nik,t.e.ch.n.i.qu.e.s,t.e.k.n.i.k.#.#,t-t.e-e.ch-k.n-n.i-i.qu-k.e-#.s-#
teindre,t5dR*,t5.dR*,t.ein.d.r.e,t.5.d.R.*,t-t.ein-5.d-d.r-R.e-*
teint,t5,t5,t.ein.t,t.5.#,t-t.ein-5.t-#
teint,t5,t5,t.ein.t,t.5.#,t-t.ein-5.t-#
teinte,t5t,t5t,t.ein.t.e,t.5.t.#,t-t.ein-5.t-t.e-#
teinturerie,t5tyRRi,t5.tyR.Ri,t.ein.t.u.r.e.r.i.e,t.5.t.y.R.#.R.i.#,t-t.ein-5.t-t.u-y.r-R.e-#.r-R.i-i.e-#
tel,tel,tel,t.e.l,t.e.l,t-t.e-e.l-l
télé,tele,te.le,t.é.l.é,t.e.l.e,t-t.é-e.l-l.é-e
télécommunications,telekomynikasj§,te.le.ko.my.ni.ka.sj§,t.é.l.é.c.o.mm.u.n.i.c.a.t.i.on.s,t.e.l.e.k.o.m.y.n.i.k.a.s.j.§.#,t-t.é-e.l-l.é-e.c-k.o-o.mm-m.u-y.n-n.i-i.c-k.a-a.t-s.i-j.on-§.s-#
télégramme,telegRam,te.le.gRam,t.é.l.é.g.r.a.mm.e,t.e.l.e.g.R.a.m.#,t-t.é-e.l-l.é-e.g-g.r-R.a-a.mm-m.e-#
téléguidée,telegide,te.le.gi.de,t.é.l.é.gu.i.d.é.e,t.e.l.e.g.i.d.e.#,t-t.é-e.l-l.é-e.gu-g.i-i.d-d.é-e.e-#
téléphérique,telefeRik,te.le.fe.Rik,t.é.l.é.ph.é.r.i.qu.e,t.e.l.e.f.e.R.i.k.#,t-t.é-e.l-l.é-e.ph-f.é-e.r-R.i-i.qu-k.e-#
téléphone,telefon,te.le.fon,t.é.l.é.ph.o.n.e,t.e.l.e.f.o.n.#,t-t.é-e.l-l.é-e.ph-f.o-o.n-n.e-#
téléphone,telefon,te.le.fon,t.é.l.é.ph.o.n.e,t.e.l.e.f.o.n.#,t-t.é-e.l-l.é-e.ph-f.o-o.n-n.e-#
téléphoné,telefone,te.le.fo.ne,t.é.l.é.ph.o.n.é,t.e.l.e.f.o.n.e,t-t.é-e.l-l.é-e.ph-f.o-o.n-n.é-e
téléphoné,telefone,te.le.fo.ne,t.é.l.é.ph.o.n.é,t.e.l.e.f.o.n.e,t-t.é-e.l-l.é-e.ph-f.o-o.n-n.é-e
téléphoner,telefone,te.le.fo.ne,t.é.l.é.ph.o.n.er,t.e.l.e.f.o.n.e,t-t.é-e.l-l.é-e.ph-f.o-o.n-n.er-e
téléphoniques,telefonik,te.le.fo.nik,t.é.l.é.ph.o.n.i.qu.e.s,t.e.l.e.f.o.n.i.k.#.#,t-t.é-e.l-l.é-e.ph-f.o-o.n-n.i-i.qu-k.e-#.s-#
télérama,teleRama,te.le.Ra.ma,t.é.l.é.r.a.m.a,t.e.l.e.R.a.m.a,t-t.é-e.l-l.é-e.r-R.a-a.m-m.a-a
téléski,teleski,te.les.ki,t.é.l.é.s.k.i,t.e.l.e.s.k.i,t-t.é-e.l-l.é-e.s-s.k-k.i-i
télévision,televizj§,te.le.vi.zj§,t.é.l.é.v.i.s.i.on,t.e.l.e.v.i.z.j.§,t-t.é-e.l-l.é-e.v-v.i-i.s-z.i-j.on-§
telle,tel,tel,t.e.ll.e,t.e.l.#,t-t.e-e.ll-l.e-#
tellement,telm@,tel.m@,t.e.ll.e.m.en.t,t.e.l.#.m.@.#,t-t.e-e.ll-l.e-#.m-m.en-@.t-#
telles,tel,tel,t.e.ll.e.s,t.e.l.#.#,t-t.e-e.ll-l.e-#.s-#
témoin,temw5,te.mw5,t.é.m.oin,t.e.m.w5,t-t.é-e.m-m.oin-w5
température,t@peRatyR,t@.pe.Ra.tyR,t.em.p.é.r.a.t.u.r.e,t.@.p.e.R.a.t.y.R.#,t-t.em-@.p-p.é-e.r-R.a-a.t-t.u-y.r-R.e-#
températures,t@peRatyR,t@.pe.Ra.tyR,t.em.p.é.r.a.t.u.r.e.s,t.@.p.e.R.a.t.y.R.#.#,t-t.em-@.p-p.é-e.r-R.a-a.t-t.u-y.r-R.e-#.s-#
tempête,t@pet,t@.pet,t.em.p.ê.t.e,t.@.p.e.t.#,t-t.em-@.p-p.ê-e.t-t.e-#
tempête,t@pet,t@.pet,t.em.p.ê.t.e,t.@.p.e.t.#,t-t.em-@.p-p.ê-e.t-t.e-#
tempêtes,t@pet,t@.pet,t.em.p.ê.t.e.s,t.@.p.e.t.#.#,t-t.em-@.p-p.ê-e.t-t.e-#.s-#
temps,t@,t@,t.em.p.s,t.@.#.#,t-t.em-@.p-#.s-#
tenailles,t*nAj,t*.nAj,t.e.n.a.ill.e.s,t.*.n.A.j.#.#,t-t.e-*.n-n.a-A.ill-j.e-#.s-#
tenait,t*ne,t*.ne,t.e.n.ai.t,t.*.n.e.#,t-t.e-*.n-n.ai-e.t-#
tenant,t*n@,t*.n@,t.e.n.an.t,t.*.n.@.#,t-t.e-*.n-n.an-@.t-#
tend,t@,t@,t.en.d,t.@.#,t-t.en-@.d-#
tendent,t@d,t@d,t.en.d.e.n.t,t.@.d.#.#.#,t-t.en-@.d-d.e-#.n-#.t-#
tendit,t@di,t@.di,t.en.d.i.t,t.@.d.i.#,t-t.en-@.d-d.i-i.t-#
tendre,t@dR*,t@.dR*,t.en.d.r.e,t.@.d.R.*,t-t.en-@.d-d.r-R.e-*
tendrement,t@dR*m@,t@.dR*.m@,t.en.d.r.e.m.en.t,t.@.d.R.*.m.@.#,t-t.en-@.d-d.r-R.e-*.m-m.en-@.t-#
tendresse,t@dRes,t@.dRes,t.en.d.r.e.ss.e,t.@.d.R.e.s.#,t-t.en-@.d-d.r-R.e-e.ss-s.e-#
tendu,t@dy,t@.dy,t.en.d.u,t.@.d.y,t-t.en-@.d-d.u-y
tenez,t*ne,t*.ne,t.e.n.ez,t.*.n.e,t-t.e-*.n-n.ez-e
tenir,t*niR,t*.niR,t.e.n.i.r,t.*.n.i.R,t-t.e-*.n-n.i-i.r-R
tennis,tenis,te.nis,t.enn.i.s,t.en.i.s,t-t.enn-en.i-i.s-s
tentative,t@tativ,t@.ta.tiv,t.en.t.a.t.i.v.e,t.@.t.a.t.i.v.#,t-t.en-@.t-t.a-a.t-t.i-i.v-v.e-#
tente,t@t,t@t,t.en.t.e,t.@.t.#,t-t.en-@.t-t.e-#
tenter,t@te,t@.te,t.en.t.er,t.@.t.e,t-t.en-@.t-t.er-e
tenu,t*ny,t*.ny,t.e.n.u,t.*.n.y,t-t.e-*.n-n.u-y
tenue,t*ny,t*.ny,t.e.n.u.e,t.*.n.y.#,t-t.e-*.n-n.u-y.e-#
terminait,teRmine,teR.mi.ne,t.e.r.m.i.n.ai.t,t.e.R.m.i.n.e.#,t-t.e-e.r-R.m-m.i-i.n-n.ai-e.t-#
termine,teRmin,teR.min,t.e.r.m.i.n.e,t.e.R.m.i.n.#,t-t.e-e.r-R.m-m.i-i.n-n.e-#
terminé,teRmine,teR.mi.ne,t.e.r.m.i.n.é,t.e.R.m.i.n.e,t-t.e-e.r-R.m-m.i-i.n-n.é-e
terminée,teRmine,teR.mi.ne,t.e.r.m.i.n.é.e,t.e.R.m.i.n.e.#,t-t.e-e.r-R.m-m.i-i.n-n.é-e.e-#
terminer,teRmine,teR.mi.ne,t.e.r.m.i.n.er,t.e.R.m.i.n.e,t-t.e-e.r-R.m-m.i-i.n-n.er-e
terminera,teRminRa,teR.min.Ra,t.e.r.m.i.n.e.r.a,t.e.R.m.i.n.#.R.a,t-t.e-e.r-R.m-m.i-i.n-n.e-#.r-R.a-a
terminés,teRmine,teR.mi.ne,t.e.r.m.i.n.é.s,t.e.R.m.i.n.e.#,t-t.e-e.r-R.m-m.i-i.n-n.é-e.s-#
terrain,teR5,te.R5,t.e.rr.ain,t.e.R.5,t-t.e-e.rr-R.ain-5
terrasse,teRas,te.Ras,t.e.rr.a.ss.e,t.e.R.a.s.#,t-t.e-e.rr-R.a-a.ss-s.e-#
terrasse,teRas,te.Ras,t.e.rr.a.ss.e,t.e.R.a.s.#,t-t.e-e.rr-R.a-a.ss-s.e-#
terre,teR,teR,t.e.rr.e,t.e.R.#,t-t.e-e.rr-R.e-#
terreau,teRo,te.Ro,t.e.rr.eau,t.e.R.o,t-t.e-e.rr-R.eau-o
terrestre,teRestR*,te.Res.tR*,t.e.rr.e.s.t.r.e,t.e.R.e.s.t.R.*,t-t.e-e.rr-R.e-e.s-s.t-t.r-R.e-*
terrible,teRibl*,te.Ri.bl*,t.e.rr.i.b.l.e,t.e.R.i.b.l.*,t-t.e-e.rr-R.i-i.b-b.l-l.e-*
terribles,teRibl*,te.Ri.bl*,t.e.rr.i.b.l.e.s,t.e.R.i.b.l.*.#,t-t.e-e.rr-R.i-i.b-b.l-l.e-*.s-#
terriens,teRj5,te.Rj5,t.e.rr.i.en.s,t.e.R.j.5.#,t-t.e-e.rr-R.i-j.en-5.s-#
terrier,teRje,te.Rje,t.e.rr.i.er,t.e.R.j.e,t-t.e-e.rr-R.i-j.er-e
terrier,teRje,te.Rje,t.e.rr.i.er,t.e.R.j.e,t-t.e-e.rr-R.i-j.er-e
territoire,teRitwaR,te.Ri.twaR,t.e.rr.i.t.oi.r.e,t.e.R.i.t.wa.R.#,t-t.e-e.rr-R.i-i.t-t.oi-wa.r-R.e-#
tes,te,te,t.e.s,t.e.#,t-t.e-e.s-#
test,test,test,t.e.s.t,t.e.s.t,t-t.e-e.s-s.t-t
testé,teste,tes.te,t.e.s.t.é,t.e.s.t.e,t-t.e-e.s-s.t-t.é-e
tests,test,test,t.e.s.t.s,t.e.s.t.#,t-t.e-e.s-s.t-t.s-#
tète,tet,tet,t.è.t.e,t.e.t.#,t-t.è-e.t-t.e-#
tête,tet,tet,t.ê.t.e,t.e.t.#,t-t.ê-e.t-t.e-#
têtes,tet,tet,t.ê.t.e.s,t.e.t.#.#,t-t.ê-e.t-t.e-#.s-#
tétines,tetin,te.tin,t.é.t.i.n.e.s,t.e.t.i.n.#.#,t-t.é-e.t-t.i-i.n-n.e-#.s-#
têtu,tety,te.ty,t.ê.t.u,t.e.t.y,t-t.ê-e.t-t.u-y
têtue,tety,te.ty,t.ê.t.u.e,t.e.t.y.#,t-t.ê-e.t-t.u-y.e-#
têtues,tety,te.ty,t.ê.t.u.e.s,t.e.t.y.#.#,t-t.ê-e.t-t.u-y.e-#.s-#
texte,tekst*,teks.t*,t.e.x.t.e,t.e.ks.t.*,t-t.e-e.x-ks.t-t.e-*
textes,tekst*,teks.t*,t.e.x.t.e.s,t.e.ks.t.*.#,t-t.e-e.x-ks.t-t.e-*.s-#
thaïlandais,tajl@de,taj.l@.de,th.a.ï.l.an.d.ai.s,t.a.j.l.@.d.e.#,th-t.a-a.ï-j.l-l.an-@.d-d.ai-e.s-#
thaïlandaise,tajl@dez,taj.l@.dez,th.a.ï.l.an.d.ai.s.e,t.a.j.l.@.d.e.z.#,th-t.a-a.ï-j.l-l.an-@.d-d.ai-e.s-z.e-#
thaïlande,tajl@d,taj.l@d,th.a.ï.l.an.d.e,t.a.j.l.@.d.#,th-t.a-a.ï-j.l-l.an-@.d-d.e-#
thé,te,te,th.é,t.e,th-t.é-e
théatre,teAtR*,te.A.tR*,th.é.a.t.r.e,t.e.A.t.R.*,th-t.é-e.a-A.t-t.r-R.e-*
thérèse,teRez,te.Rez,th.é.r.è.s.e,t.e.R.e.z.#,th-t.é-e.r-R.è-e.s-z.e-#
thermomètre,teRmometR*,teR.mo.me.tR*,th.e.r.m.o.m.è.t.r.e,t.e.R.m.o.m.e.t.R.*,th-t.e-e.r-R.m-m.o-o.m-m.è-e.t-t.r-R.e-*
thermostat,teRmosta,teR.mos.ta,th.e.r.m.o.s.t.a.t,t.e.R.m.o.s.t.a.#,th-t.e-e.r-R.m-m.o-o.s-s.t-t.a-a.t-#
thierry,tjeRi,tje.Ri,th.i.e.rr.y,t.j.e.R.i,th-t.i-j.e-e.rr-R.y-i
thomas,toma,to.ma,th.o.m.a.s,t.o.m.a.#,th-t.o-o.m-m.a-a.s-#
thon,t§,t§,th.on,t.§,th-t.on-§
thym,t5,t5,th.ym,t.5,th-t.ym-5
tic,tik,tik,t.i.c,t.i.k,t-t.i-i.c-k
ticket,tike,ti.ke,t.i.ck.e.t,t.i.k.e.#,t-t.i-i.ck-k.e-e.t-#
tickets,tike,ti.ke,t.i.ck.e.t.s,t.i.k.e.#.#,t-t.i-i.ck-k.e-e.t-#.s-#
tiède,tjed,tjed,t.i.è.d.e,t.j.e.d.#,t-t.i-j.è-e.d-d.e-#
tien,tj5,tj5,t.i.en,t.j.5,t-t.i-j.en-5
tiendrai,tj5dRe,tj5.dRe,t.i.en.d.r.ai,t.j.5.d.R.e,t-t.i-j.en-5.d-d.r-R.ai-e
tienne,tjen,tjen,t.i.enn.e,t.j.en.#,t-t.i-j.enn-en.e-#
tienne,tjen,tjen,t.i.enn.e,t.j.en.#,t-t.i-j.enn-en.e-#
tiennent,tjen,tjen,t.i.enn.e.n.t,t.j.en.#.#.#,t-t.i-j.enn-en.e-#.n-#.t-#
tiens,tj5,tj5,t.i.en.s,t.j.5.#,t-t.i-j.en-5.s-#
tiens,tj5,tj5,t.i.en.s,t.j.5.#,t-t.i-j.en-5.s-#
tient,tj5,tj5,t.i.en.t,t.j.5.#,t-t.i-j.en-5.t-#
tige,tiZ,tiZ,t.i.g.e,t.i.Z.#,t-t.i-i.g-Z.e-#
tiges,tiZ,tiZ,t.i.g.e.s,t.i.Z.#.#,t-t.i-i.g-Z.e-#.s-#
tignasse,tiNas,ti.Nas,t.i.gn.a.ss.e,t.i.N.a.s.#,t-t.i-i.gn-N.a-a.ss-s.e-#
tigre,tigR*,ti.gR*,t.i.g.r.e,t.i.g.R.*,t-t.i-i.g-g.r-R.e-*
tigré,tigRe,ti.gRe,t.i.g.r.é,t.i.g.R.e,t-t.i-i.g-g.r-R.é-e
tigres,tigR*,ti.gR*,t.i.g.r.e.s,t.i.g.R.*.#,t-t.i-i.g-g.r-R.e-*.s-#
tigresse,tigRes,ti.gRes,t.i.g.r.e.ss.e,t.i.g.R.e.s.#,t-t.i-i.g-g.r-R.e-e.ss-s.e-#
tilleul,tij2l,ti.j2l,t.ill.eu.l,t.ij.2.l,t-t.ill-ij.eu-2.l-l
timbale,t5bal,t5.bal,t.im.b.a.l.e,t.5.b.a.l.#,t-t.im-5.b-b.a-a.l-l.e-#
timbre,t5bR*,t5.bR*,t.im.b.r.e,t.5.b.R.*,t-t.im-5.b-b.r-R.e-*
timbré,t5bRe,t5.bRe,t.im.b.r.é,t.5.b.R.e,t-t.im-5.b-b.r-R.é-e
timbres,t5bR*,t5.bR*,t.im.b.r.e.s,t.5.b.R.*.#,t-t.im-5.b-b.r-R.e-*.s-#
timide,timid,ti.mid,t.i.m.i.d.e,t.i.m.i.d.#,t-t.i-i.m-m.i-i.d-d.e-#
timidement,timidm@,ti.mid.m@,t.i.m.i.d.e.m.en.t,t.i.m.i.d.#.m.@.#,t-t.i-i.m-m.i-i.d-d.e-#.m-m.en-@.t-#
timides,timid,ti.mid,t.i.m.i.d.e.s,t.i.m.i.d.#.#,t-t.i-i.m-m.i-i.d-d.e-#.s-#
tint,t5,t5,t.in.t,t.5.#,t-t.in-5.t-#
tintamarre,t5tamaR,t5.ta.maR,t.in.t.a.m.a.rr.e,t.5.t.a.m.a.R.#,t-t.in-5.t-t.a-a.m-m.a-a.rr-R.e-#
tintin,t5t5,t5.t5,t.in.t.in,t.5.t.5,t-t.in-5.t-t.in-5
tir,tiR,tiR,t.i.r,t.i.R,t-t.i-i.r-R
tira,tiRa,ti.Ra,t.i.r.a,t.i.R.a,t-t.i-i.r-R.a-a
tirait,tiRe,ti.Re,t.i.r.ai.t,t.i.R.e.#,t-t.i-i.r-R.ai-e.t-#
tirant,tiR@,ti.R@,t.i.r.an.t,t.i.R.@.#,t-t.i-i.r-R.an-@.t-#
tire,tiR,tiR,t.i.r.e,t.i.R.#,t-t.i-i.r-R.e-#
tiré,tiRe,ti.Re,t.i.r.é,t.i.R.e,t-t.i-i.r-R.é-e
tirelire,tiRliR,tiR.liR,t.i.r.e.l.i.r.e,t.i.R.#.l.i.R.#,t-t.i-i.r-R.e-#.l-l.i-i.r-R.e-#
tirent,tiR,tiR,t.i.r.e.n.t,t.i.R.#.#.#,t-t.i-i.r-R.e-#.n-#.t-#
tirer,tiRe,ti.Re,t.i.r.er,t.i.R.e,t-t.i-i.r-R.er-e
tirerai,tiRRe,tiR.Re,t.i.r.e.r.ai,t.i.R.#.R.e,t-t.i-i.r-R.e-#.r-R.ai-e
tirerait,tiRRe,tiR.Re,t.i.r.e.r.ai.t,t.i.R.#.R.e.#,t-t.i-i.r-R.e-#.r-R.ai-e.t-#
tirez,tiRe,ti.Re,t.i.r.ez,t.i.R.e,t-t.i-i.r-R.ez-e
tiroir,tiRwaR,ti.RwaR,t.i.r.oi.r,t.i.R.wa.R,t-t.i-i.r-R.oi-wa.r-R
tirs,tiR,tiR,t.i.r.s,t.i.R.#,t-t.i-i.r-R.s-#
tisane,tizan,ti.zan,t.i.s.a.n.e,t.i.z.a.n.#,t-t.i-i.s-z.a-a.n-n.e-#
tisanes,tizan,ti.zan,t.i.s.a.n.e.s,t.i.z.a.n.#.#,t-t.i-i.s-z.a-a.n-n.e-#.s-#
tisse,tis,tis,t.i.ss.e,t.i.s.#,t-t.i-i.ss-s.e-#
tissu,tisy,ti.sy,t.i.ss.u,t.i.s.y,t-t.i-i.ss-s.u-y
tissus,tisy,ti.sy,t.i.ss.u.s,t.i.s.y.#,t-t.i-i.ss-s.u-y.s-#
titi,titi,ti.ti,t.i.t.i,t.i.t.i,t-t.i-i.t-t.i-i
titre,titR*,ti.tR*,t.i.t.r.e,t.i.t.R.*,t-t.i-i.t-t.r-R.e-*
titres,titR*,ti.tR*,t.i.t.r.e.s,t.i.t.R.*.#,t-t.i-i.t-t.r-R.e-*.s-#
titus,titys,ti.tys,t.i.t.u.s,t.i.t.y.s,t-t.i-i.t-t.u-y.s-s
toboggan,tobog@,to.bo.g@,t.o.b.o.gg.an,t.o.b.o.g.@,t-t.o-o.b-b.o-o.gg-g.an-@
toc,tok,tok,t.o.c,t.o.k,t-t.o-o.c-k
toc,tok,tok,t.o.c,t.o.k,t-t.o-o.c-k
toi,twa,twa,t.oi,t.wa,t-t.oi-wa
toile,twal,twal,t.oi.l.e,t.wa.l.#,t-t.oi-wa.l-l.e-#
toiles,twal,twal,t.oi.l.e.s,t.wa.l.#.#,t-t.oi-wa.l-l.e-#.s-#
toilette,twalet,twa.let,t.oi.l.e.tt.e,t.wa.l.e.t.#,t-t.oi-wa.l-l.e-e.tt-t.e-#
toilettes,twalet,twa.let,t.oi.l.e.tt.e.s,t.wa.l.e.t.#.#,t-t.oi-wa.l-l.e-e.tt-t.e-#.s-#
toison,twaz§,twa.z§,t.oi.s.on,t.wa.z.§,t-t.oi-wa.s-z.on-§
toit,twa,twa,t.oi.t,t.wa.#,t-t.oi-wa.t-#
toits,twa,twa,t.oi.t.s,t.wa.#.#,t-t.oi-wa.t-#.s-#
toiture,twatyR,twa.tyR,t.oi.t.u.r.e,t.wa.t.y.R.#,t-t.oi-wa.t-t.u-y.r-R.e-#
tomate,tomat,to.mat,t.o.m.a.t.e,t.o.m.a.t.#,t-t.o-o.m-m.a-a.t-t.e-#
tomates,tomat,to.mat,t.o.m.a.t.e.s,t.o.m.a.t.#.#,t-t.o-o.m-m.a-a.t-t.e-#.s-#
tomba,t§ba,t§.ba,t.om.b.a,t.§.b.a,t-t.om-§.b-b.a-a
tombaient,t§be,t§.be,t.om.b.ai.e.n.t,t.§.b.e.#.#.#,t-t.om-§.b-b.ai-e.e-#.n-#.t-#
tombant,t§b@,t§.b@,t.om.b.an.t,t.§.b.@.#,t-t.om-§.b-b.an-@.t-#
tombe,t§b,t§b,t.om.b.e,t.§.b.#,t-t.om-§.b-b.e-#
tombe,t§b,t§b,t.om.b.e,t.§.b.#,t-t.om-§.b-b.e-#
tombé,t§be,t§.be,t.om.b.é,t.§.b.e,t-t.om-§.b-b.é-e
tombé,t§be,t§.be,t.om.b.é,t.§.b.e,t-t.om-§.b-b.é-e
tombée,t§be,t§.be,t.om.b.é.e,t.§.b.e.#,t-t.om-§.b-b.é-e.e-#
tombée,t§be,t§.be,t.om.b.é.e,t.§.b.e.#,t-t.om-§.b-b.é-e.e-#
tombées,t§be,t§.be,t.om.b.é.e.s,t.§.b.e.#.#,t-t.om-§.b-b.é-e.e-#.s-#
tombent,t§b,t§b,t.om.b.e.n.t,t.§.b.#.#.#,t-t.om-§.b-b.e-#.n-#.t-#
tomber,t§be,t§.be,t.om.b.er,t.§.b.e,t-t.om-§.b-b.er-e
tombera,t§bRa,t§.bRa,t.om.b.e.r.a,t.§.b.#.R.a,t-t.om-§.b-b.e-#.r-R.a-a
tombes,t§b,t§b,t.om.b.e.s,t.§.b.#.#,t-t.om-§.b-b.e-#.s-#
tombés,t§be,t§.be,t.om.b.é.s,t.§.b.e.#,t-t.om-§.b-b.é-e.s-#
tombés,t§be,t§.be,t.om.b.é.s,t.§.b.e.#,t-t.om-§.b-b.é-e.s-#
tombola,t§bola,t§.bo.la,t.om.b.o.l.a,t.§.b.o.l.a,t-t.om-§.b-b.o-o.l-l.a-a
tombons,t§b§,t§.b§,t.om.b.on.s,t.§.b.§.#,t-t.om-§.b-b.on-§.s-#
tomme,tom,tom,t.o.mm.e,t.o.m.#,t-t.o-o.mm-m.e-#
ton,t§,t§,t.on,t.§,t-t.on-§
ton,t§,t§,t.on,t.§,t-t.on-§
tond,t§,t§,t.on.d,t.§.#,t-t.on-§.d-#
tondeuse,t§d2z,t§.d2z,t.on.d.eu.s.e,t.§.d.2.z.#,t-t.on-§.d-d.eu-2.s-z.e-#
tondu,t§dy,t§.dy,t.on.d.u,t.§.d.y,t-t.on-§.d-d.u-y
tonne,ton,ton,t.o.nn.e,t.o.n.#,t-t.o-o.nn-n.e-#
tonneau,tono,to.no,t.o.nn.eau,t.o.n.o,t-t.o-o.nn-n.eau-o
tonneaux,tono,to.no,t.o.nn.eau.x,t.o.n.o.#,t-t.o-o.nn-n.eau-o.x-#
tonnerre,toneR,to.neR,t.o.nn.e.rr.e,t.o.n.e.R.#,t-t.o-o.nn-n.e-e.rr-R.e-#
tonnes,ton,ton,t.o.nn.e.s,t.o.n.#.#,t-t.o-o.nn-n.e-#.s-#
tonton,t§t§,t§.t§,t.on.t.on,t.§.t.§,t-t.on-§.t-t.on-§
torches,toRS*,toR.S*,t.o.r.ch.e.s,t.o.R.S.*.#,t-t.o-o.r-R.ch-S.e-*.s-#
torchon,toRS§,toR.S§,t.o.r.ch.on,t.o.R.S.§,t-t.o-o.r-R.ch-S.on-§
tord,toR,toR,t.o.r.d,t.o.R.#,t-t.o-o.r-R.d-#
tordre,toRdR*,toR.dR*,t.o.r.d.r.e,t.o.R.d.R.*,t-t.o-o.r-R.d-d.r-R.e-*
tordu,toRdy,toR.dy,t.o.r.d.u,t.o.R.d.y,t-t.o-o.r-R.d-d.u-y
tordue,toRdy,toR.dy,t.o.r.d.u.e,t.o.R.d.y.#,t-t.o-o.r-R.d-d.u-y.e-#
torero,toReRo,to.Re.Ro,t.o.r.e.r.o,t.o.R.e.R.o,t-t.o-o.r-R.e-e.r-R.o-o
